CSV File,Columns
2024-04—Group C: CW Gift_SMS (WLQ).csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'Create Date', 'Mapping', 'Company / Account', 'Street', 'City', 'Zip/Postal Code', 'State/Province (text only)', 'Lead Source', 'Lead Channel', 'BusinessPhone', 'MobilePrimary']"
2025-01—B - Chinese (Low GMV).csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score']"
2024-01—Old List - US (59384-69820).csv,"['Snowball Map', 'List Source', 'Restaurant Name', 'Mailing Address', 'City Name', 'State', 'TELEPHONENUMBER', 'Zip Code', 'Contact First Name', 'Contact Last Name', 'Employee Count Est.', 'Small Business Entrepreneur Indicator', 'Year Established', 'Ethnic Code Desc']"
2024-03—Group B - Trial Only.csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes']"
2024-12—A - Chinese _Unknown.csv,"['Snowball Map', 'Brizo ID', 'Language Preference', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role']"
2024-08—Brizo - A ($100) 1-18487.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name']"
2025-01—A - Chinese (High GMV).csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score']"
2025-04—Group A - Giftcard (1-25601).csv,"['Snowball ID', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE', 'COUNTRY', 'TIME_ZONE_NAME', 'CUISINES_REGIONAL']"
2024-08—Brizo - C ($300) 35527-51230.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name']"
2024-11—English (20119-28986).csv,"['Snowball Map', 'Brizo ID', 'Language Preference', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role', 'state']"
2024-05—Group B: Bifold (WLQ) 65404-73566.csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'Create Date', 'Mapping', 'Company / Account', 'Street', 'City', 'Zip/Postal Code', 'State/Province (text only)', 'Lead Source', 'Lead Channel', 'BusinessPhone', 'MobilePrimary']"
2024-07—Brizo A - Copy1  (1-25280).csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name', 'Sources']"
2024-10—A - Western 1-26130.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Status', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role']"
2025-07—B-RevenueHighGMV.csv,"['Snowball Map', 'Temp_Lead Score', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE_CODE', 'COUNTRY', 'CUISINE']"
2025-01—C - Bilingual.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score']"
2025-06—Group B - Japanese.csv,"['BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE_CODE', 'COUNTRY', 'CUISINE', 'Lead Score']"
2024-06—Group B: 50% (MNQ) 65404-69842.csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Map', 'Group', 'Create Date', 'Last Name', 'Company / Account', 'Street', 'Zip/Postal Code', 'State/Province (text only)', 'Mobile - Primary', 'Business Phone', 'Rejected Reason', 'Rejected Time']"
2025-02—Drop1C - Bilingual VO.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-07—Brizo B - Copy2 (25281-51743).csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name', 'Sources']"
2024-07—MNQ A - Copy1 (51744-61388).csv,"['Snowball Map', 'State Group', 'datediff_queue_entered_date', 'datediff_rejected_date', 'datediff_created_date', 'Queue Enter Date', 'Rejected Time', 'Dead Date', 'Create Date', 'Last Name', 'Company / Account', 'Street', 'Zip/Postal Code', 'State/Province (text only)', 'Mobile - Primary', 'Business Phone', 'Lead Owner', 'Assigned SDR', 'Lead Status', 'Rejected Reason', 'Created By', 'Unqualified Reason', 'Lead Stage']"
2025-03—A - Credibility (1-22406).csv,"['Snowball Map', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Group']"
2025-02—Drop1B - Chinese DE.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-04—Group A: Free Trial_SMS (WLQ).csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'Create Date', 'Mapping', 'Company / Account', 'Street', 'City', 'Zip/Postal Code', 'State/Province (text only)', 'Lead Source', 'Lead Channel', 'BusinessPhone', 'MobilePrimary']"
2025-02—Drop2A - Chinese VO.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2025-02—Drop2C - Bilingual VO.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-05—Group A: Post-Card (WLQ) 57075-65403.csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'Create Date', 'Mapping', 'Company / Account', 'Street', 'City', 'Zip/Postal Code', 'State/Province (text only)', 'Lead Source', 'Lead Channel', 'BusinessPhone', 'MobilePrimary']"
2024-04—Group B: SMS Only (WLQ).csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'Create Date', 'Mapping', 'Company / Account', 'Street', 'City', 'Zip/Postal Code', 'State/Province (text only)', 'Lead Source', 'Lead Channel', 'BusinessPhone', 'MobilePrimary']"
2024-01—Brizo - US (1-56002).csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'Business Type', 'Amenities', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes', 'Technology Vendors']"
2025-02—Drop1D - Bilingual DE.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-04—Group B: SMS Only (Brizo).csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'ID', 'Mapping', 'Name', 'First Seen', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Contact LinkedIn', 'Phone', 'Contact Count', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Vitality Score', 'Reputation Score', 'Technology Vendors']"
2024-08—Brizo - B ($200) 18488-35526.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name']"
2024-04—Group A: Free Trial_SMS (Brizo).csv,"['Check Map', 'Check B#', 'Check M#', 'Snowball Map', 'Group', 'ID', 'Mapping', 'Name', 'First Seen', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Contact LinkedIn', 'Phone', 'Contact Count', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Vitality Score', 'Reputation Score', 'Technology Vendors']"
2025-02—Drop2D - Bilingual DE.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-07—MNQ B - Copy2 (61389-71951).csv,"['Snowball Map', 'State Group', 'datediff_queue_entered_date', 'datediff_rejected_date', 'datediff_created_date', 'Queue Enter Date', 'Rejected Time', 'Dead Date', 'Create Date', 'Last Name', 'Company / Account', 'Street', 'Zip/Postal Code', 'State/Province (text only)', 'Mobile - Primary', 'Business Phone', 'Lead Owner', 'Assigned SDR', 'Lead Status', 'Rejected Reason', 'Created By', 'Unqualified Reason', 'Lead Stage']"
2024-11—2nd DM - Chinese.csv,"['Snowball Map', 'Brizo ID', 'Language Preference', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role']"
2024-10—B - Chinese 26131-51680.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Status', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role']"
2025-06—Group A - Chinese.csv,"['BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE_CODE', 'COUNTRY', 'CUISINE', 'Lead Score']"
2024-12—B - English.csv,"['Snowball Map', 'Brizo ID', 'Language Preference', 'Name', 'Street', 'City/Town', 'Zip/Postal Code', 'State/Province Code', 'Country', 'Cuisines (Regional)', 'Price Range', 'Opening Hours', 'Vitality Score', 'Established', 'Phone', 'Most Common Email', 'Density @5mi', 'Time Zone Name', 'Median Price', 'Full Name', 'Role']"
2025-07—A-LaborHighGMV.csv,"['Snowball Map', 'Temp_Lead Score', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE_CODE', 'COUNTRY', 'CUISINE']"
2024-09—Brizo B (Evergreen) 24230-49312.csv,"['Snowball Map', 'Brizo ID', 'Name', 'Street', 'City', 'Zipcode', 'State', 'Cuisines (Regional)', 'Price Range', 'Total Reviews', 'Average Review Score', 'Established', 'Vitality Score Change', 'Vitality Score', 'Full Name', 'Role', 'Phone', 'Email', 'Email Type', 'Email Test Result', 'Company Name']"
2024-05—Group A: Post-Card (Brizo) 1-28314.csv,"['Check Map', 'Check B#', 'Check M#', '   ', 'Group', 'ID', 'Mapping', 'Name', 'First Seen', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Contact LinkedIn', 'Phone', 'Phone Type', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Technology Vendors']"
2024-02—Brizo - CW Gift (G2).csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes']"
2024-03—Group C - SQL Gift and Trial.csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes']"
2025-05—Group B - Low GMV.csv,"['Snowball Map', 'Mapping', 'Lead Score', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE', 'COUNTRY', 'TIME_ZONE_NAME', 'CUISINES_REGIONAL']"
2024-02—Brizo - No Promo(G3).csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes']"
2024-03—Group A - SQL Gift_No Trial.csv,"['Snowball Map', 'Dedupe Key', 'ID', 'Name', 'Street', 'City/Town', 'State/Province Code', 'Zip/Postal Code', 'Country', 'First Name', 'Last Name', 'Title', 'Role', 'Contact Email', 'Contact Phone', 'Established', 'Phone', 'Most Common Email', 'Cuisines (Regional)', 'Price Range', 'Dishes']"
2025-07—D-RevenueLowGMV.csv,"['Snowball Map', 'Temp_Lead Score', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE_CODE', 'COUNTRY', 'CUISINE']"
2025-04—Group B - Air Purifier (25602-51230).csv,"['Snowball ID', 'BRIZO_ID', 'NAME_ESTABLISHMENT', 'PHONE_ESTABLISHMENT', 'STREET', 'UNIT', 'CITYTOWN', 'ZIPCODE', 'STATE', 'COUNTRY', 'TIME_ZONE_NAME', 'CUISINES_REGIONAL']"
2025-02—Drop1A - Chinese VO.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2025-02—Drop2B - Chinese DE.csv,"['Snowball ID', 'BRIZO_ID', 'STATUS', 'ESTABLISHMENT_NAME', 'STREET', 'CITY', 'ZIPCODE', 'STATE', 'COUNTRY', 'CUISINES_REGIONAL', 'PRICE_RANGE', 'VITALITY_SCORE', 'ESTABLISHED', 'ESTABLISHMENT_PHONE', 'EMAIL', 'FULL_NAME', 'ROLE_TITLE', 'Language Preference', 'Lead Score', 'Version']"
2024-01—Print Shop - US (56003-59383).csv,"['Snowball Map', 'Dedupe Key', 'Restaurant Name', 'Address', 'City', 'Zipcode', 'State', 'Country', 'Cuisine Type', 'Phone Number(s)']"
