Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
86,1724 W Red90247,257378db3bb48071,Umemura,1724 W Redondo Beach Blvd,Gardena,CA,90247,United States,,,,,,,,(310) 217-0970,,Japanese,$,Ramen
89,1105 S Euc92832,253669616425867c,Sushi Pop,1105 S Euclid St,Fullerton,CA,92832,United States,Y.,Hee Jong,Business Owner,Owner,,,2013.0,(714) 278-1062,,Japanese,$$,Smoked Salmon; Seafood; Sashimi; Salads; Sushi; Chicken; Noodles
90,2977 Colle94705,24ecc5f720581aeb,Manpuku,2977 College Ave,Berkeley,CA,94705,United States,Suk,Yoo,,,,,2003.0,(510) 848-2536,,Japanese,$,Sushi
91,1668 E 14t94577,255c5a0e84c99237,Xiang Yuan Xiao Long Bao,1668 E 14th St,San Leandro,CA,94577,United States,,,,,,,,(510) 351-6698,,Chinese,$$,Soups; Noodles
92,10495 S De95014,24f652bea81c6b2f,Easterly,10495 S De Anza Blvd,Cupertino,CA,95014,United States,,,,,,,,(408) 255-2507,,Cantonese; Chinese,$$,Soups; Noodles
93,2401 Water94534,25338a49164edb93,Sakura Sushi,2401 Waterman Blvd,Fairfield,CA,94534,United States,Amy,Kumler,,,,,2014.0,(707) 428-5888,,Japanese,$$,Smoked Salmon; Sushi
95,2779 Agour91361,05619f9f011bfaa7,Tomodachi,2779 Agoura Rd,Westlake Village,CA,91361,United States,Richard,Chun,Owner,Owner,,,2001.0,(805) 777-7578,,Japanese,$$,Sushi
96,26850 Sier91321,03f3919bdaff95b7,Sushi 661,26850 Sierra Hwy,Santa Clarita,CA,91321,United States,,,,,,,2015.0,(661) 252-9831,,Japanese,$$,Sushi; Ramen
97,3240 W Cen90303,040f0dd58f9fc5b1,US Chinese Food,3240 W Century Blvd,Inglewood,CA,90303,United States,Chang Quan,Wu,Owner,Owner,,,2006.0,(310) 674-5588,,Chinese,$,Seafood; Fried Rice
98,10435 San 92108,0545a7d67bd8e0f6,Chiba Japanese,10435 San Diego Mission Rd,San Diego,CA,92108,United States,Toan,Tran,Owner,Owner,,,1998.0,(619) 584-1836,,Japanese,$$,Sushi
101,55 S McDon94128,1dfe13bf06a7b32f,Quail + Crane,55 S McDonnell Rd,San Francisco,CA,94128,United States,,,,,,,,(650) 452-1234,,Japanese,$$,Ramen
102,7298 Lagae80108,1be94105b47ea19d,Sushi & Bowls,7298 Lagae Rd,Castle Pines,CO,80108,United States,,,,,,,,(303) 284-7166,,Japanese,,Sushi
103,3882 Fallo94568,1e1c7b2cb4e142e7,BBQ 85,3882 Fallon Rd,Dublin,CA,94568,United States,,,,,,,,(925) 361-5176,,Chinese,$$,BBQ; Lamb; Noodles; French Fries
106,259 A St N47441,179f4cdc5fd5b895,Asian Buffet Mongolian Grill,259 A St NE,Linton,IN,47441,United States,,,,,,,,(812) 847-8881,,Chinese,$,Smoked Salmon
107,247 E Camp95008,17a66c6d484b7827,Sushi Confidential,247 E Campbell Ave,Campbell,CA,95008,United States,,Randy,Founder And Chief Executive Officer,Owner,randy@sushiconfidential.com,,2012.0,(408) 596-5554,randy@sushiconfidential.com,Japanese,$$,Smoked Salmon; Seafood; Salads; Sushi; French Fries
109,11221 183r90703,181e9639af657f3a,BROTH,11221 183rd St,Cerritos,CA,90703,United States,Andrew,Tran,Assistant Manager,General,andrew.tran@brothshabu.com,,,(562) 402-8828,andrew.tran@brothshabu.com,Chinese,$$,Hot Pot
110,456 E Carm46032,16207e2e730258e3,Number One China Buffet,456 E Carmel Dr,Carmel,IN,46032,United States,Brian,Juo,,,,,2003.0,(317) 569-0608,,Chinese,$,Soups; Seafood; Noodles
111,350 Adrian94030,188eaf488d3ab43b,Stick & Steam,350 Adrian Rd,Millbrae,CA,94030,United States,Gary,N,Business Owner,Owner,,,2018.0,(650) 239-9240,,Chinese,$$,Dim Sum; Noodles; French Fries
112,13710 E Qu80015,19892346f8ea8016,Cherry Thai Cafe,13710 E Quincy Ave,Aurora,CO,80015,United States,,,,,cherrythaicafe@gmail.com,,,(303) 693-0825,cherrythaicafe@gmail.com,Japanese; Thai,$$,Fried Rice; Curry; Chicken; Ramen; Noodles
113,26 E Eagle83616,22131289f600cb31,Rice Contemporary Asian Cuisine,26 E Eagle River St,Eagle,ID,83616,United States,,,,,,,,(208) 939-2595,,Japanese,$$,Sushi
114,11709 Nati90064,208386edaad44c0d,Yama SSA (Sushi Sake Attitude),11709 National Blvd,Los Angeles,CA,90064,United States,,,,,,,,,,Japanese,$$,Salads; Sushi
117,18888 Labi91748,2036b0d6863d123a,Ishi Sushi,18888 Labin Ct,Rowland Heights,CA,91748,United States,,Ishi,Business Owner,Owner,,,2014.0,(626) 295-2216,,Japanese,$,Sushi; Bento Box
119,13905 Vent91423,21fb7576f528dc63,Midori Sushi,13905 Ventura Blvd,Sherman Oaks,CA,91423,United States,Won,Choi,Owner,Owner,,,2004.0,(818) 789-1188,,Japanese,$$,Sushi
120,127 S San 91776,233fb4af364b8684,Shenyang Tasty Restaurant,127 S San Gabriel Blvd,San Gabriel,CA,91776,United States,,,,,,,,(626) 292-5758,,Chinese,$$,Seafood; Hot Pot; Noodles
121,Broadway80221,239bd750b87ab652,Go Fish Sushi Denver,Broadway,Denver,CO,80221,United States,,,,,,,,(303) 733-8881,,Japanese,$$,Smoked Salmon; Sushi
124,7840 West 95210,1ac40163ea5e1f8a,Prosperity Szechuan Cuisine,7840 West Ln,Stockton,CA,95210,United States,,,,,,,,(209) 227-5158,,Chinese,$$,Pork; Seafood; Fried Rice; Sushi; Chicken
126,1616 Washi94539,230022fc2d9364ec,Fan Bistro,1616 Washington Blvd,Fremont,CA,94539,United States,,,,,,,,(510) 270-8828,,Chinese,$$,
127,16440 S We90247,2328a3938b16e7a1,Meiji Tofu,16440 S Western Ave,Gardena,CA,90247,United States,Koki,S,Business Owner,Owner,,,1980.0,(310) 538-0403,meijiyatofu@gmail.com,Japanese,$,
132,2098 E Mai93001,1441054d59968294,Gotetsu,2098 E Main St,Ventura,CA,93001,United States,Yukari,W,Business Owner,Owner,,,2010.0,(805) 312-7117,gotetsu805@gmail.com,Japanese,$$,Yakitori; Sushi
134,20048 Sant92707,151097249f019134,Sichuan Hot Pot Xiao Si Chuan Mou Cai,20048 Santa Ana Ave,Santa Ana,CA,92707,United States,,,,,,,,(714) 852-3393,,Chinese,,
135,1300 Main 94559,18d9d98f6976020a,HAL YAMASHITA Napa,1300 Main St,Napa,CA,94559,United States,Hal,Yamashita,Executive Chef,Back of the House,,,,(707) 699-1864,contact@halnapa.com,Japanese,$$$$,Seafood; Sushi; Curry; Noodles
136,1508 N Mer47371,189c6b44830eef48,Great Wall Chinese Restaurant,1508 N Meridian St,Portland,IN,47371,United States,Tommy,Zhang,Owner,Owner,,,2005.0,(260) 726-9588,info@greatwallportland.com,Chinese,$$,Dumplings; Fried Rice; Chicken; Shrimp
137,2631 Broad95818,19ed93e5d0c4015c,Dim Sum House,2631 Broadway,Sacramento,CA,95818,United States,Loressa,Hon,Owner,Owner,,,2001.0,(916) 456-6688,,Chinese,$,Dim Sum
138,2331 E 4th90033,1ab523f84f42d8bf,O K Chinese Restaurant,2331 E 4th St,Los Angeles,CA,90033,United States,Limei,Lin,,,,,2011.0,(323) 780-1961,,Chinese,$,
139,1825 Peter80915,1b5f3234ea8af24d,Osae Sushi Ramen Bistro,1825 Peterson Rd,Colorado Springs,CO,80915,United States,Edgar,S,Business Owner,Owner,,,2017.0,(719) 570-0543,osaecolorado@gmail.com,Japanese,$$,Sushi; Ramen; Noodles
141,12565 Harb92840,21406f6f014e3e5d,Tokyo Love Japanese Restaurant,12565 Harbor Blvd,Garden Grove,CA,92840,United States,Joe,Lee,Owner,Owner,,,1999.0,(714) 534-4751,,Japanese,$$,Soups; Seafood; Sashimi; Salads; Sushi
142,911 Broad 46220,20646538f0637a69,Sushi Bar on Broad Ripple Ave,911 Broad Ripple Ave,Indianapolis,IN,46220,United States,Daniel,Lam,Host / Server / Bartender,Front of the House,,,,(317) 257-7289,,Japanese,$$,Smoked Salmon; Sushi; Noodles
143,122 Tracke80921,213553ec207a0955,Mugi Ramen and Poke,122 Tracker Dr,Colorado Springs,CO,80921,United States,,,,,,,,(719) 374-5978,,Japanese,$$,Poke; Ramen; Noodles
144,1713 Tarav94116,2178709e51be9dca,Kingdom of Dumpling,1713 Taraval St,San Francisco,CA,94116,United States,L. I.,Lee,Owner,Owner,,,2007.0,(415) 566-6143,,Chinese,$,Dim Sum; Soups; Smoked Salmon; Chicken; Noodles; French Fries
149,10036 Hawt90304,23a9172be9431a1e,Chinatown Express,10036 Hawthorne Blvd,Inglewood,CA,90304,United States,Steven,Tran,Owner,Owner,,,2006.0,(310) 677-1945,,Chinese,$,
152,2900 W Whi47304,207e84d351211e22,Dumpling House,2900 W White River Blvd,Muncie,IN,47304,United States,Weihan,L,Business Owner,Owner,,,2015.0,(765) 287-8190,,Chinese,$$,Hot Pot
153,10078 Adam92646,2146fe44e0776bc6,Egg Roll King,10078 Adams Ave,Huntington Beach,CA,92646,United States,Wan Ching,Chen,Owner,Owner,,,1998.0,(714) 378-8612,,Chinese,$,Soups; Seafood
154,18481 Coli91748,20e4db1d5a809e1b,XG Restaurant,18481 Colima Rd,Rowland Heights,CA,91748,United States,,,,,,,,(626) 839-8288,,Chinese,$,
157,100 Old Fa46122,223ad3e0c624bd57,Happy Dragon,100 Old Farm Rd,Danville,IN,46122,United States,May,Lu,,,,,1996.0,(317) 745-2833,,Chinese,$,
160,Mundy Dr46060,1486884ef7dcf991,Great Taste Chinese Restaurant,Mundy Dr,Noblesville,IN,46060,United States,,,,,,,,(317) 774-8280,,Chinese,$$,
163,100 E Mead81657,1723720c4a4c403c,Osaki's,100 E Meadow Dr,Vail,CO,81657,United States,Kazue,Osaki,Owner,Owner,,,1997.0,(970) 476-0977,,Japanese,$$$,Sushi
164,1700 McHen95350,14bd812f5e681449,Konfucious Eats,1700 McHenry Ave,Modesto,CA,95350,United States,,,,,,,,(209) 424-3049,,Japanese,$$,Curry; Ramen
170,263 N Sand92545,1993494c4a6f2aff,Nanami Sushi,263 N Sanderson Ave,Hemet,CA,92545,United States,,,,,,,2018.0,(951) 484-3117,,Japanese,$$,Seafood; Sushi
171,1340 E Hun91010,158295bf39df36e1,Young's Gourmet,1340 E Huntington Dr,Duarte,CA,91010,United States,Peter,Voong,Owner,Owner,,,2003.0,(626) 358-8763,,Chinese,$$,Seafood
172,5037 Geary94118,1629b0789e9fb0b8,Sichuan Home,5037 Geary Blvd,San Francisco,CA,94118,United States,Hong,Liu,,,,,2011.0,(415) 221-3288,,Chinese,$$,Dim Sum; Soups; Seafood; Chicken; Noodles
173,100 W Hami95008,1976e7d7ea6807c0,TGI's Sushi,100 W Hamilton Ave,Campbell,CA,95008,United States,Chris,Lee,Owner,Owner,,,1998.0,(408) 871-0123,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Noodles
177,1616 Washi94539,1ca7371b07d3aad3,Sichuan by SpicesLa Mei Zi Chuan Cai,1616 Washington Blvd,Fremont,CA,94539,United States,,,,,,,,(650) 504-1416,,Chinese,,Noodles
181,4225 W Col80204,1cdb8cebdf5fc2d8,Mizuumi Ramen,4225 W Colfax Ave,Denver,CO,80204,United States,,,,,,,,(303) 353-8158,,Japanese,$$,Smoked Salmon; Salads; Sushi; Curry; Ramen; French Fries
183,1707 Linco94501,1ce328ab126dd437,SAGA Kitchen,1707 Lincoln Ave,Alameda,CA,94501,United States,,,,,,,2020.0,(510) 769-8898,,Japanese,$$,Dim Sum; Seafood; Sushi; Curry; Ramen; Noodles
184,1840 Garne92109,1c1cbd857b5a4a7f,Great Plaza Buffet,1840 Garnet Ave,San Diego,CA,92109,United States,,,,,,,,(858) 273-6868,,Japanese; Chinese,$,Sushi; French Fries
185,477 Camino92108,1d34771e35c4f76f,Hibachi Ko,477 Camino del Rio S,San Diego,CA,92108,United States,,,,,,,,(619) 298-4666,,Japanese,$$,Soups; Smoked Salmon; Salads; Fried Rice; Sushi; Ramen
187,250 W Port94127,1eab486b24a51ddf,Xiao Loong Restaurant,250 W Portal Ave,San Francisco,CA,94127,United States,Jeffrey,Louie,,,,,2004.0,(415) 753-5678,,Chinese,$$,Soups; Seafood; Chicken; Noodles
188,807 Marina94501,1e887c6e9a16521f,Yo Sushi,807 Marina Village Pkwy,Alameda,CA,94501,United States,,,,,,,,(510) 522-2353,,Japanese,$,Sushi; Noodles
190,15555 Main92345,1f00b0c399862e92,China Palace,15555 Main St,Hesperia,CA,92345,United States,J.,Luis Antonio,Business Owner,Owner,,,2000.0,(760) 948-2298,,Chinese,$$,Salads
193,20627 Gold91789,1d3d6dd54b22eb54,Chan Kee,20627 Golden Springs Dr,Diamond Bar,CA,91789,United States,,,,,contact@chankeecongee.com,,,(909) 895-7791,contact@chankeecongee.com,Chinese,$,Dim Sum; Noodles
194,5353 Almad95118,1fba9132ee2e8bb8,Akita Sushi,5353 Almaden Expy,San Jose,CA,95118,United States,,,,,,,,(408) 758-0460,,Japanese,$$,Sashimi; Sushi; Poke
195,7007 Green90602,1e5781fa107005bc,Pho and Roll,7007 Greenleaf Ave,Whittier,CA,90602,United States,,,,,,,2013.0,(562) 698-6947,,Japanese; Vietnamese,$$,Soups; Sushi; Pho; French Fries
199,1211 Broad95818,2183fcb91ab40cbe,Ming Dynasty,1211 Broadway,Sacramento,CA,95818,United States,,,,,,,,(916) 491-2233,,Chinese,$$,Dumplings; Dim Sum; Soups; Seafood; Noodles
200,1505 E Mai92311,23ee88f6d7216862,China Town Buffet,1505 E Main St,Barstow,CA,92311,United States,Michael,Young,,,,,2010.0,(760) 256-9000,,Chinese,$$,
201,3205 Edwar95054,22ca1b212a097e0a,It's Lunch Time,3205 Edward Ave,Santa Clara,CA,95054,United States,,,,,,,,(408) 235-2350,,Japanese,$,Sandwiches
204,4007 Eucli92105,270d5f796b8ed50d,Lotus Garden,4007 Euclid Ave,San Diego,CA,92105,United States,,,,,,,,(619) 283-1888,,Chinese,$$,Seafood; Salads; Hot Pot; Chicken; Noodles
205,1451 W Whi90631,284131682846cadd,Higo Sushi,1451 W Whittier Blvd,La Habra,CA,90631,United States,Hiroshi,Noguchi,Owner,Owner,,,1978.0,(562) 697-3470,sushihigo@yahoo.com,Japanese; Peruvian,$$,Soups; Smoked Salmon; Salads; Sushi; French Fries
206,484 Los An93021,2912310ab27fb9b1,Szechuwan Garden,484 Los Angeles Ave,Moorpark,CA,93021,United States,Pearl,L,Business Owner,Owner,,,1997.0,(805) 517-1930,,Chinese,$$,
207,2513 W Tar95757,284eb5dc9c49e01d,EBISU,2513 W Taron Ct,Elk Grove,CA,95757,United States,,,,,,,,(916) 633-6678,,Japanese,$$,Seafood; Sushi
208,22 N Jacks95116,284867095cfe6195,Chef P's Restaurant,22 N Jackson Ave,San Jose,CA,95116,United States,,,,,,,,(408) 729-4373,,Chinese,$,Pork; Soups; Seafood; Fried Rice; Chicken
209,1205 Plaza95320,255b26277e534c1a,Happy Garden,1205 Plaza Ave,Escalon,CA,95320,United States,Shun,Kwok,,,,,2007.0,(209) 838-8688,,Japanese,$,Smoked Salmon; Sushi
214,17877 Gale91748,34086427234ae5ef,RA Sushi,17877 Gale Ave,Industry,CA,91748,United States,,,,,,,,(626) 912-8785,,Japanese,$$,Soups; Smoked Salmon; Seafood; Salads; Sushi
215,107 N 5th 83201,35a4784720327b3d,New Hong Kong Restaurant,107 N 5th Ave,Pocatello,ID,83201,United States,Cann Ying,Ng,Owner,Owner,,,2002.0,(208) 236-6637,,Chinese,$,
221,542 Lakesi94085,3a02c79ef24cecc3,Sichuan Gourmet,542 Lakeside Dr,Sunnyvale,CA,94085,United States,,,,,,,,(408) 738-9297,,Chinese,$,
223,9240 Culve90232,3a9112a3183ffe25,K-ZO,9240 Culver Blvd,Culver City,CA,90232,United States,Keizo,I,Business Owner,Owner,,,2006.0,(310) 202-8890,frontdesk@k-zo.com,Japanese,$$$,Seafood; Sushi
224,7150 Leets80224,30bedcf6a398eb46,Sun Wah,7150 Leetsdale Dr,Denver,CO,80224,United States,Sue,Chow,Owner,Owner,,,1993.0,(303) 322-6668,info@sunwahtogo.com,Chinese,$,
227,2121 N Ros93036,32bf3c9d5f0c55e9,Oh! Sushi,2121 N Rose Ave,Oxnard,CA,93036,United States,Jenny,C,Owner,Owner,,,2007.0,(805) 988-0808,jennychung5400@gmail.com,Japanese,$$,Sushi
228,1560 S Lew92805,31fde3067b87cc64,Curry On Japanese Curry,1560 S Lewis St,Anaheim,CA,92805,United States,,,,,,,,(657) 556-4161,,Japanese,$$,Seafood; Curry; French Fries
230,2114 Fillm94115,32e7ffecaf1bbaa0,Dumpling Story,2114 Fillmore St,San Francisco,CA,94115,United States,,,,,,,,(415) 829-3664,,Chinese,$$,Dim Sum; Noodles
232,18911 Lake94546,3103a4ab606c5dec,Shumi Ramen,18911 Lake Chabot Rd,Castro Valley,CA,94546,United States,,,,,,,2016.0,(510) 940-8695,,Japanese,$$,Sushi; Ramen
233,1819 Larks94939,30495d9da89916df,Sushi Ko,1819 Larkspur Landing Cir,Larkspur,CA,94939,United States,Jim,Tasley,Owner,Owner,,,1981.0,(415) 461-8400,,Japanese,$$,Smoked Salmon; Sashimi; Salads; Sushi
234,406 S Gree47715,30ed68addf125bed,Yen Ching,406 S Green River Rd,Evansville,IN,47715,United States,Charles,Chang,,,,,1985.0,(812) 474-0181,,Chinese,$$,
237,212 G St94509,328956a1ccd7281e,Canton City,212 G St,Antioch,CA,94509,United States,,,,,,,2006.0,(925) 754-5698,,Chinese,$,
238,4545 La Jo92122,3af2ffffd804f705,Kazanori Pokemoon Express,4545 La Jolla Village Dr,San Diego,CA,92122,United States,,,,,,,,(858) 886-7078,,Japanese,$,Seafood; Poke; Ramen
242,4106 Lone 94531,39f6ccde781a61ed,Hidden Dragon,4106 Lone Tree Way,Antioch,CA,94531,United States,Sam,Chu,,,,,2004.0,(925) 755-8898,,Chinese,$$,Chicken; Noodles
