Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
40947,08a84eb4b3243de8,open,Ocean,1218 20th St S,Birmingham,35205,Alabama,United States,Japanese,$$,65,2003,2059330999,,George Reis,General,Unknown,1.19,4
40948,ce1424c3dad0c623,open,Chef Sake's,5821 Old Shell Rd,Mobile,36608,Alabama,United States,Japanese,$$,48,2010,2514458490,,Moith Chan,General,English,1.14,4
40949,1db9733dbd881537,open,The Cajun Boiling Spot LLC,310 N Trammell St,Atmore,36502,Alabama,United States,Cajun,,33,0,2513682645,,,,Unknown,1.57,4
40950,ddf2eb1d6ea12a2f,open,Takoyaki,4773 Eastern Valley Rd,McCalla,35111,Alabama,United States,"Japanese, Indonesian",$$,43,2014,2054776400,alitalia82@yahoo.com,,,Unknown,0.79,4
40951,667410e812d8e017,open,Fuji Japanese Restaurant,1419 Rainbow Dr,Gadsden,35901,Alabama,United States,Japanese,$,45,2008,2565478422,,Tom Zhou,Owner,English,1.43,4
40952,cff0756c90a441f8,open,Japanese Express,28825 US-98,Daphne,36526,Alabama,United States,Japanese,$$,36,0,2516268818,,,,Unknown,0.54,4
40953,229d96b6162ef569,open,Outlaw Sushi,N Magnolia St,Florence,35630,Alabama,United States,Japanese,$$,61,0,2562757113,,,,Unknown,0.97,4
40954,a7c4ae8c59a4ab8d,open,Yume Japanese & Asian Cuisine,301 Colonial Dr,Oxford,36203,Alabama,United States,Japanese,$$,43,2012,2562410142,yumefeedback@gmail.com,,,Unknown,0.86,4
40955,2ca44641c54b01d4,open,Crazy Cajuns' Boiling Pot,125 Inverness Plz,Birmingham,35242,Alabama,United States,"Creole, Cajun",$$,47,1999,2054080630,,Robert Regard,Owner,English,1.13,4
40956,24b2db773f98c2ee,open,Sumo Japanese Steakhouse & Sushi Bar,151 Main St,Hoover,35244,Alabama,United States,Japanese,$$,78,2005,2054441515,,Yoko Davis,Operations,English,0.71,4
40957,37a0b10a0c2d14a6,open,Thai Fusion,5369 US-90,Mobile,36619,Alabama,United States,Japanese,$$$,29,0,2512877455,tongkulnartanonk@gmail.com,,,Unknown,0.86,4
40958,edd6c5dddce7993f,open,Simone's Kitchen and Cocktails,2321 Center Point Pkwy,Birmingham,35215,Alabama,United States,"Caribbean, Cajun",,76,0,2053155025,,,,Unknown,1.63,4
40959,cef0f653ce6f66e6,open,Mandarin House Chinese,3800 Pepperell Pkwy,Opelika,36801,Alabama,United States,Chinese,$$,40,1982,3347457234,,K Wang,Owner,English,1.49,4
40960,a55aa832ef441a9d,open,Cajun Bistro Express,1515 Pearson Ave SW,Birmingham,35211,Alabama,United States,Cajun,$,47,0,2052026634,,,,Unknown,1.6,4
40961,c5982fed95ce96ff,open,Sushiya Japanese Restaurant,2319 Bent Creek Rd,Auburn,36830,Alabama,United States,Japanese,$$,39,0,3342096188,,,,English,0.54,4
40962,a3d961756d472fde,open,Cajun Corner,7080 Airport Blvd,Mobile,36608,Alabama,United States,Cajun,$$$,35,0,2514143062,,,,English,1.27,4
40963,74307857a5fdea41,open,Sushi Hero,1642 S College St,Auburn,36832,Alabama,United States,Japanese,$$,50,0,3343297727,,,,English,0.94,4
40964,42c1720351e78f13,open,Farm & Sea Cajun Grill,6200 Grand River Blvd E,Leeds,35094,Alabama,United States,Cajun,$$$,50,0,2056995172,,,,Unknown,1.2,4
40965,a7ccd6ed01a5678e,open,Otoro Hibachi,429 Green Springs Hwy,Homewood,35209,Alabama,United States,Japanese,$$$,34,0,2054386137,,,,Unknown,0.6,4
40966,2aa8ce02433bd2dd,open,Peng Garden Chinese Restaurant,1404 S McKenzie St,Foley,36535,Alabama,United States,Chinese,$,52,1999,2519432600,,Peng Thia,,English,1.6,4
40967,6a4ef69ceb431549,open,The Seafood King,180 State Farm Pkwy,Birmingham,35209,Alabama,United States,"Southern, Cajun",$$,48,2003,2056373630,,,,Unknown,1.27,4
40968,42d096b0c8805164,open,O Sushi,5519 Grove Blvd,Hoover,35244,Alabama,United States,Japanese,$$,56,2010,2057333736,osushihoover@gmail.com,,,English,0.69,4
40969,419c0180f13064c8,possibly closed,Abhi,300 Summit Blvd,Birmingham,35243,Alabama,United States,Japanese,$$$,0,0,2059696858,,,,Unknown,0.4,4
40970,b8ca717f2917f207,open,Panda Haven,6300 Grelot Rd,Mobile,36609,Alabama,United States,Chinese,$,54,2000,2516336808,info@pandahavenal.com,,,English,1.89,4
40971,7d0324b8225cdbee,open,Kabuki | Japanese Steakhouse,7834 Vaughn Rd,Montgomery,36116,Alabama,United States,Japanese,$$,61,2006,3342738885,,Wei di Chen,Owner,English,1.19,4
40972,d1ff34d1a90044a4,open,Oriental Express Chinese Restaurant,1774 Montgomery Hwy,Dothan,36303,Alabama,United States,Chinese,$,44,2009,3347934313,,Josh Aplin,Owner,English,1.77,4
40973,d3c87f3637cd066f,open,Maki Fresh,2800 Cahaba Village Pl,Mountain Brook,35243,Alabama,United States,"American, Japanese",$$,72,2006,2059703242,cahaba@makifresh.com,Amanda Church,Owner,English,0.83,4
40974,d58e286627fdf77d,open,Dashu Japanese Cuisine & Bar,964 Airport Rd SW,Huntsville,35802,Alabama,United States,Japanese,$$,48,0,2567151299,dashuhsv@gmail.com,,,Unknown,0.57,4
40975,979e14b9cf18efd6,open,Off the Hook Marina and Grill,619 US-43,Chickasaw,36611,Alabama,United States,"Creole, Cajun",$,34,0,2514223412,lenacoalabama@gmail.com,,,English,1.6,4
40976,467a6d18f3dba5ba,open,Otoro Hibachi,1266 Eastdale Mall,Montgomery,36117,Alabama,United States,Japanese,$$,18,0,3345932942,,,,Unknown,0.84,4
40977,6492c7881d257181,open,Peking Garden,411 W Fort Williams St,Sylacauga,35150,Alabama,United States,Chinese,$,40,1997,2562498688,,John Huynh,Owner,English,1.77,4
40978,f22ccfa587ae5643,open,All The Smoke Seafood,840 Montlimar Dr,Mobile,36609,Alabama,United States,"Creole, Cajun",,81,0,2512872061,,,,Unknown,1.56,4
40979,2608c00737002181,open,Umami Auburn,2319 Bent Creek Rd,Auburn,36830,Alabama,United States,"Korean, Japanese",$$,39,0,3343297188,umamipacificrimcuisine@gmail.com,,,Unknown,0.54,4
40980,589d8ffbd9e83157,open,I Love Sushi Jones Valley,2000 Cecil Ashburn Dr SE,Huntsville,35802,Alabama,United States,Japanese,$$,56,2007,2568851818,ilovesushijv@gmail.com,,,English,0.83,4
40981,e6c19f64696e3180,open,Houndstooth's Nashville Hot Chicken,1535 Hackberry Ln,Tuscaloosa,35401,Alabama,United States,Japanese,$$,18,0,2054699656,,,,Unknown,1.06,4
40982,575b19b79cc5b57b,open,Master Joe's,21 N Section St,Fairhope,36532,Alabama,United States,Japanese,$$,70,2009,2519288668,masterjoesushi@att.net,,,English,0.83,4
40983,8334ff390b12fc7b,open,Cajun Boys and Our Poboys,3120 Highway 52 W,Pelham,35124,Alabama,United States,Cajun,$$,38,2017,2056244612,cajunboysandourpoboys17@gmail.com,,,English,1.13,4
40984,203717cf3c4c02e7,open,Fish River Grill,1545 Gulf Shores Pkwy,Gulf Shores,36542,Alabama,United States,"Creole, Cajun",$$,63,0,2519481110,,,,English,1.07,4
40985,5617072d47b6bb7e,open,China Chef II,1702 Government St,Mobile,36604,Alabama,United States,Chinese,$,25,1995,2514783838,,Qins Pan,Owner,English,1.84,4
40986,0ab920df0439056d,open,SVH Bistro,111 W Washington St,Demopolis,36732,Alabama,United States,"Creole, Cajun",$$$,20,0,3346547069,,,,English,1.24,4
40987,194799ba0f7bc1cb,open,Poke Aloha,6125 University Dr NW,Huntsville,35806,Alabama,United States,Japanese,$$,52,0,2053461508,minduan802@gmail.com,,,Unknown,0.66,4
40988,106e2a30518c6d38,open,One Two Three Sushi,2501 Memorial Pkwy SW,Huntsville,35801,Alabama,United States,Japanese,,29,0,2568013741,,,,Unknown,0.66,4
40989,9f961ef9bd575d7f,open,Hibachi On The Go,28825 US-98,Daphne,36526,Alabama,United States,Japanese,,22,0,2516268818,,,,Unknown,0.51,4
40990,7bf4b564748c2a71,open,Shake Seafood/ Bubble Tea,815 E Glenn Ave,Auburn,36830,Alabama,United States,Cajun,$,34,0,3345210087,,,,Unknown,1.36,4
40991,68874d415f8afbe7,open,Oriental Express,301 Midland St,Ashford,36312,Alabama,United States,Chinese,$,35,2008,3348996800,,Rudolph Torres,,English,1.77,4
40992,9d8a9f135466c11f,open,Shonos Japanese Grill,107 Montgomery Hwy,Birmingham,35216,Alabama,United States,Japanese,$,54,2007,2059883319,,Edward Cui,Owner,English,1.11,4
40993,84f583de39078ef8,open,Yummy Yaki,981 Ann St,Montgomery,36107,Alabama,United States,Mongolian,$$$,27,0,3346127040,,,,Unknown,1.16,4
40994,cb929d24dd000ee1,open,Tokyo Japanese Steak House,1105 Wayne Rd NW,Huntsville,35806,Alabama,United States,Japanese,$$,56,0,2562171719,,,,English,0.66,4
40995,ed6a7cfcdb1cfa70,open,Hokkaido,607 15th St E,Tuscaloosa,35401,Alabama,United States,Japanese,$$,70,2006,2053660112,,Charlie Lao,,English,1.26,4
40996,45ca55d3de0df43b,open,Ono Grill,2900 McClellan Blvd,Anniston,36201,Alabama,United States,Japanese,$$,45,2007,2562375859,,David Chen,Owner,English,1.14,4
40997,d8b4491b440ecfcc,open,Blue Moon Cafe',153 Mary Lou Ln,Dothan,36301,Alabama,United States,"Creole, Cajun",$$,47,2009,3346992172,,Janna Everett,,Unknown,1.56,4
40998,5ef9bf55abd8b56c,open,Sara's Sandwiches,5841 Arctic Blvd,Anchorage,99518,Alaska,United States,"Mexican, Japanese",$,62,1985,9075631331,,Donald Capsul,General,Unknown,1.11,4
40999,c6fac9c020d585b0,open,Aurora Crepes & Peking Duck,512 Old Steese Hwy,Fairbanks,99701,Alaska,United States,Japanese,$$$,47,2019,9073283206,info@auroracrepesnpekingduck.com,,,Unknown,0.71,4
41000,bf1a1dbd60920153,open,Sipping Streams Tea Company,36 College Rd,Fairbanks,99701,Alaska,United States,Japanese,$$,93,2007,8558327487,employment@sippingstreams.com,,,Unknown,1,4
41001,5d3f0e82f6fe392d,open,Ninja Sushi,44 College Rd,Fairbanks,99701,Alaska,United States,Japanese,$$$,36,0,9073283280,,,,Unknown,0.6,4
41002,921a774d9ca41343,open,Newton Pho,5730 W Cortaro Farms Rd,Tucson,85742,Arizona,United States,Vietnamese,$,44,0,5207797879,,,,Unknown,1.1,4
41003,c5a4d071ddfaa151,open,Cha Yen Pho & Boba,743 E Bell Rd,Phoenix,85022,Arizona,United States,"Vietnamese, Thai",$$,65,0,6239999954,,,,Unknown,0.84,4
41004,07255299ed0e40b2,open,AH-SO Sushi & Steak,15475 W McDowell Rd,Goodyear,85395,Arizona,United States,Japanese,$$,87,2008,6235358900,,Sunny Kang,General,English,0.71,4
41005,404f7a0d60a93afe,open,AJK Chinese Cuisine,1535 N Dysart Rd,Avondale,85392,Arizona,United States,Chinese,$$,73,0,6239359180,,Brian Cupitt,Operations,English,1.14,4
41006,e2cb31e2b2317114,open,Krispy Krunchy Chicken,1775 W University Dr,Tempe,85281,Arizona,United States,"Southern, Cajun",$,57,2010,4808297827,,,,Unknown,1.96,4
41007,ee8d46dd9cba693a,open,Buck & Rider,7015 E Mayo Blvd,Phoenix,85054,Arizona,United States,Japanese,$,73,0,4805615252,,,,Unknown,1.06,4
41008,8376c5d9a6603442,open,A Sushi and Grill,1807 E Baseline Rd,Tempe,85283,Arizona,United States,"Korean, Japanese",$,59,0,4808390288,,,,English,1.11,4
41009,141b714c4a2d70e7,open,Yummy Yummy Chinese,2765 N Scottsdale Rd,Scottsdale,85257,Arizona,United States,"Cantonese, Chinese",$,36,2012,4809468881,,Ming Fen Lu,,English,1.49,4
41010,b0aec92d1a2ffaf3,open,Oriental Express Restaurant,982 E University Blvd,Tucson,85719,Arizona,United States,Chinese,$,31,1992,5206245798,,An Nguyen,Owner,English,1.63,4
41011,29a816a00dd1804b,open,Kazoku Sushi,4210 E Speedway Blvd,Tucson,85712,Arizona,United States,"Korean, Japanese",$$,62,0,5207776249,feedback@kazoku.com,,,English,0.94,4
41012,78bfa7dd09183688,open,Hiro's Sushi & Japanese Kitchen,1730 W State Route 89A,Sedona,86336,Arizona,United States,Japanese,$$,51,2003,9282828906,hiro@hiroflag.com,,,English,0.97,4
41013,18844860e1571c8f,open,La Bella China Restaurant,5680 S 12th Ave,Tucson,85706,Arizona,United States,Chinese,$,48,1996,5204342222,info@labellachina.com,,,English,1.84,4
41014,13edf7b8746fefb2,open,Pier 88 Boiling Seafood & Bar Mesa,945 N Dobson Rd,Mesa,85201,Arizona,United States,"American, Cajun",$$$,39,0,4808336544,,,,Unknown,1.16,4
41015,284f0854ceb6e4fe,open,Ra-Ra-Ramen,354 N Country Club Dr,Mesa,85201,Arizona,United States,Japanese,$$,13,0,4803996811,,,,Unknown,0.83,4
41016,33b543edc854469e,open,Cajun Seafood Corner,4101 N 27th Ave,Phoenix,85017,Arizona,United States,Cajun,$$$,4,0,7025043695,,,,Unknown,1.34,4
41017,fa59302fd47f19fe,open,Osaka P83,16049 N Arrowhead Fountains Ctr Dr,Peoria,85382,Arizona,United States,Japanese,$$,82,0,6237739233,contact@osakaaz.com,,,Unknown,0.69,4
41018,2dccda4e1b9ac633,open,Yutaka Japanese Restaurant,751 E Bell Rd,Phoenix,85022,Arizona,United States,Japanese,$$,23,0,6028438882,yutakaphx@gmail.com,,,English,0.66,4
41019,3a43c15566373d92,open,Red Dragon Express,5130 W Baseline Rd,Laveen,85339,Arizona,United States,Chinese,$,68,2005,6022377862,xoomfood@gmail.com,,,English,1.67,4
41020,f2b766ca39f9070d,open,Chopstix Asian Diner,3820 S Palo Verde Rd,Tucson,85714,Arizona,United States,Chinese,$,34,2010,5208897849,support@chopstixasiandiner.com,,,English,1.77,4
41021,759aaacdc4bb369c,open,Osaka Grill,681 E Apache Blvd,Tempe,85281,Arizona,United States,Japanese,$,31,0,4809686811,,,,English,1.26,4
41022,7f589b19a9c5f98f,open,Caribbean Cuisine,6031 N 67th Ave,Glendale,85301,Arizona,United States,"Caribbean, Cajun",$$,44,2013,6234762401,caribbeancuisineaz@gmail.com,,,Unknown,1.63,4
41023,e15bc08ce27723d5,open,"Ohya Sushi, Korean Kitchen & Bar",4920 W Thunderbird Rd,Glendale,85306,Arizona,United States,"Korean, Japanese",$$,38,2006,6022980110,ohyakitchen@gmail.com,,,English,0.71,4
41024,7477c049e1a48818,open,Coma Sushi & Izakaya Fresh Sashimi,17155 N 51st Ave,Glendale,85308,Arizona,United States,Japanese,,31,0,6028199588,,,,Unknown,0.66,4
41025,0cc9c2990aa73e37,open,Hashi Sushi,23233 N Pima Rd,Scottsdale,85255,Arizona,United States,Japanese,$$,36,0,4805858008,hashiscottsdale@gmail.com,,,English,0.51,4
41026,7cb131323e4edae2,open,Knockout Cafe,325 W Elliot Rd,Tempe,85284,Arizona,United States,"Japanese, Thai",$$$,59,0,4803064231,,,,Unknown,0.51,4
41027,27dfd2634037afd3,open,Shady Park,26 E University Dr,Tempe,85281,Arizona,United States,Japanese,$$,70,0,4804744222,shadyparkbookings@gmail.com,,,English,1.09,4
41028,7506e0bd8e9c4b24,open,Sushi Snob,13011 W Greenway Rd,El Mirage,85335,Arizona,United States,Japanese,$,15,0,6234404476,,,,Unknown,1.06,4
41029,6fcb73ad6307f2f7,open,Hana Japanese Eatery,5524 N 7th Ave,Phoenix,85013,Arizona,United States,Japanese,$$,44,2007,6029731238,hanajapaneseeatery@gmail.com,,,English,0.86,4
41030,785d8c08b138b0ce,open,Kiwami Ramen,4610 E Speedway Blvd,Tucson,85712,Arizona,United States,Japanese,$$,51,0,5203722838,,,,English,1.09,4
41031,bf48facefa79e98a,open,Pho Laveen,3424 W Southern Ave,Phoenix,85041,Arizona,United States,"Japanese, Vietnamese",$$,33,0,6028251131,,,,Unknown,0.9,4
41032,69d12f87ac984b5f,open,Samurai Sombrero,1439 S 4th Ave,Tucson,85713,Arizona,United States,Japanese,$$$,68,0,5202010116,info@samuraisombrero.com,,,English,0.86,4
41033,06b08ceea61173cc,open,Hana Tokyo,16049 N Arrowhead Fountains Ctr Dr,Peoria,85382,Arizona,United States,Japanese,$$,46,0,6237739233,,,,Unknown,0.57,4
41034,6485131646d0c7a1,open,Maki Box,929 N Dobson Rd,Mesa,85201,Arizona,United States,Japanese,$$,4,0,4803568527,,,,English,0.83,4
41035,c0696ce61cb1fa1e,open,YOI HIBACHI,35555 N Ellsworth Rd,Queen Creek,85144,Arizona,United States,Japanese,,15,0,4804329120,,,,Unknown,0.61,4
41036,35e7b236d13befb2,open,The Sushi House,4225 W Bell Rd,Phoenix,85053,Arizona,United States,Japanese,$$,16,0,6026750301,,,,Unknown,0.77,4
41037,c12f87a4faced966,open,Tori-Yoshi Japanese Fried Chicken,8520 W Peoria Ave,Peoria,85345,Arizona,United States,Japanese,$$$,11,0,6239794545,,,,Unknown,0.43,4
41038,322d2583ed217753,open,Ginza Sushi,5425 N Kolb Rd,Tucson,85750,Arizona,United States,Japanese,$$,83,2007,5205298877,,Diana Dearai,,English,0.86,4
41039,10310f2efa3c884d,open,New York Teriyaki,663 S Lake Powell Blvd,Page,86040,Arizona,United States,Japanese,$$,32,2020,9286454078,,Roy K,Owner,English,0.9,4
41040,b8730dc83205378f,open,Senor Sushi,1356 W Southern Ave,Mesa,85202,Arizona,United States,"Mexican, Japanese",$$,23,0,4806294731,info@senorsushimesa.com,,,English,0.51,4
41041,eb291db833fd7233,open,Squid Ink Sushi Bar - Peoria,9947 W Happy Valley Rd,Peoria,85383,Arizona,United States,Japanese,$$,46,2010,6235617747,info@squidinksushi.com,,,English,0.57,4
41042,97b8ccbdadd9d057,open,Sushi Bros,8841 N 19th Ave,Phoenix,85021,Arizona,United States,Japanese,$$,28,0,6029432899,,,,English,0.97,4
41043,87e5f1ff3bb60e02,open,Hana Sushi,602 W Union Hills Dr,Phoenix,85027,Arizona,United States,Japanese,$$,51,2005,6238697455,hanajapaneseeatery@gmail.com,,,English,0.97,4
41044,3ae88cece45c54e3,open,Ichi Bowl,5130 N 19th Ave,Phoenix,85015,Arizona,United States,Japanese,$,44,2004,6028412202,,Sam O,Owner,English,1.43,4
41045,0ba4e17b8eca9bc7,possibly closed,Twisted Twin Ramen,920 E Fry Blvd,Sierra Vista,85635,Arizona,United States,Japanese,,0,0,5203356187,,,,Unknown,0.77,4
41046,7fa69f01b4582854,open,Sushi Lin,1295 W Duval Mine Rd,Green Valley,85614,Arizona,United States,Japanese,$$,33,0,5206251116,,,,English,0.97,4
41047,edbda65afd6e83f0,open,Sorim Mara (Mesa),1920 W Chandler Blvd,Chandler,85224,Arizona,United States,Japanese,,20,0,6234396510,,,,Unknown,0.54,4
41048,26f5e0d1eb028af6,open,Fata Morgana Mediterranean Cuisine,7116 E Mercer Ln,Scottsdale,85254,Arizona,United States,"Japanese, Mediterranean",$$$,39,0,4806872243,fatamorgana.az@gmail.com,,,Unknown,0.4,4
41049,c652aea8b2b683e4,open,Bamboo Terrace,1754 W Ajo Way,Tucson,85713,Arizona,United States,Chinese,$$,68,1983,5208892563,,Wai Mark,Owner,English,1.46,4
41050,34f836eb16196ccf,open,Guilin Chinese Restaurant,4445 E Broadway Blvd,Tucson,85711,Arizona,United States,Chinese,$$,56,0,5203207768,,,,English,1.29,4
41051,61baef0ffb04b26e,open,Chef Ben Sushi & Asian Express,13824 W McDowell Rd,Goodyear,85395,Arizona,United States,Japanese,$,48,2011,6239353288,ben@chefbenandasianexpress.com,,,English,0.86,4
41052,b4d31f29178087a4,possibly closed,Fatboy Sandos,1439 S 4th Ave,Tucson,85713,Arizona,United States,Japanese,$$,0,0,5208679677,,,,Unknown,0.83,4
41053,8315ffa93d9d9845,open,Great Wok,3646 E Ray Rd,Phoenix,85044,Arizona,United States,Chinese,$,29,2001,4807065000,,Mike Charik,,English,1.34,4
41054,43277db7838a4cea,open,The Living Room,4905 E Ray Rd,Phoenix,85044,Arizona,United States,"American, Japanese",$$,62,0,4804543599,,,,Unknown,0.66,4
41055,a42b354f9830bfd0,open,Happy Jade,961 W Ray Rd,Chandler,85225,Arizona,United States,Chinese,$$$,38,0,4808999331,,,,English,0.89,4
41056,436c30c818636209,open,Toro Latin Restaurant & Rum Bar,17020 N Hayden Rd,Scottsdale,85255,Arizona,United States,"Japanese, Spanish",$$$,16,0,,scottsdale@fairmont.com,,,Unknown,0.26,4
41057,d7737ba45c143425,open,Hon Machi Sushi,1949 W Ray Rd,Chandler,85224,Arizona,United States,Japanese,$$$,30,2005,9282983544,,,,English,0.6,4
41058,519ed68710f98a64,open,China Chef Bistro,2017 E Cactus Rd,Phoenix,85022,Arizona,United States,Chinese,$,30,0,6029920920,bistrochinachef@gmail.com,,,English,1.31,4
41059,db7509069191e9b0,open,Hibachi Grill & Supreme Buffet,2929 N 75th Ave,Phoenix,85033,Arizona,United States,Japanese,$,32,2010,6238496666,,Zhen Liang Wu,,Unknown,1.5,4
41060,c80763f03fdf917f,open,Tori-Yoshi Japanese Fried Chicken,354 N Country Club Dr,Mesa,85201,Arizona,United States,Japanese,$$$,1,0,4807338888,,,,Unknown,0.71,4
41061,7c21030580da3499,open,Sushirrito,400 W Indian School Rd,Phoenix,85013,Arizona,United States,"Mexican, Japanese",,4,0,6023742812,,,,Unknown,0.69,4
41062,337af1f91039d3ed,open,Mr. Cooks Chinese Cuisine,3208 E Cactus Rd,Phoenix,85032,Arizona,United States,Chinese,$,38,0,6027881184,,,,English,1.17,4
41063,fc697fe051743ce5,open,Cocos Power,540 W Broadway Rd,Mesa,85210,Arizona,United States,"Mexican, Japanese",,26,0,4805530057,,,,Unknown,0.83,4
41064,378945ba3158c36b,open,Pure Sushi,20567 N Hayden Rd,Scottsdale,85255,Arizona,United States,Japanese,$$,70,0,4803550999,pure@puresushibar.com,Gregory Kopp,Operations,English,0.51,4
41065,ab591a43fb2fed76,open,Republic Ramen,1301 E University Dr,Tempe,85288,Arizona,United States,Japanese,$,68,2010,4803883685,,Deborah Pinsonneault,,Unknown,1.19,4
41066,4e9d76a35f160a8e,open,Sushi To Go,526 W Broadway Rd,Mesa,85210,Arizona,United States,"Japanese, Spanish",$$,14,0,6025247609,,,,Unknown,0.91,4
41067,5d1478abb22874d9,open,Oasis Bay Sushi + Seafood Buffet,2100 S Gilbert Rd,Chandler,85286,Arizona,United States,Japanese,$$,70,2015,4808123888,20info@oasisbaybuffet.com,,,Unknown,0.69,4
41068,3ab5baf7194c9faa,open,Mikasa 2,12 AZ-264,Window Rock,86515,Arizona,United States,Chinese,$$,56,0,9288102299,,,,English,1.5,4
41069,7ebe5cecfc44befe,open,Duplex Boba Tea Station,1845 E Broadway Rd,Tempe,85282,Arizona,United States,Hong Kong,$,31,0,4802659131,,,,Unknown,1.46,4
41070,2dc2b98dc2e59b4f,open,Sakura Eats,1810 W Northern Ave,Phoenix,85021,Arizona,United States,Japanese,,3,0,6232445676,,,,Unknown,0.97,4
41071,77119538a701be7f,open,LA Crab Shack,6750 W Peoria Ave,Peoria,85345,Arizona,United States,"Southern, Cajun",$$,56,0,6233569999,franchise@thelacrabshack.com,,,Unknown,1.19,4
41072,2a1b1925877e251b,open,Lucky Sushi & Chinese Restaurant,1350 E Florence Blvd,Casa Grande,85122,Arizona,United States,Chinese,$,19,1984,5208360102,,Suzanne Chiang,,English,1.53,4
41073,dccf66b2c7461f7e,open,Gyu-Taro,3446 W Camelback Rd,Phoenix,85017,Arizona,United States,Japanese,$$$,8,0,6026267575,,,,Unknown,0.93,4
41074,32767335c6b66c2c,open,Seido Sushi,4372 W Olive Ave,Glendale,85302,Arizona,United States,Japanese,$$,31,0,6239374477,info@seido-sushi.com,,,English,0.97,4
41075,2ce77945032808b8,open,Canton Dragon,377 N Montezuma St,Prescott,86301,Arizona,United States,Cantonese,$$,75,1997,9287718118,,Meng Tam,Owner,English,1.34,4
41076,9e87c872e24757d4,open,Kwan's Sampan,1927 N Gilbert Rd,Mesa,85203,Arizona,United States,Chinese,$$,33,2000,4809626655,xoomfood@gmail.com,,,English,1.06,4
41077,1235b4618f792263,open,Kuka Sushi & Izakaya,1221 E Apache Blvd,Tempe,85281,Arizona,United States,Japanese,$$,48,2018,4803064386,kukaizakaya@gmail.com,,,English,1.14,4
41078,54eda68f9d2e3c61,open,Hooked Boil House,28 S Dobson Rd,Mesa,85202,Arizona,United States,"Creole, Vietnamese, Cajun",,54,0,4808331642,mesa@hookedboilhouse.com,,,Unknown,1.1,4
41079,45db19275ae8e066,open,Sakura's Asian Munchies,354 N Country Club Dr,Mesa,85201,Arizona,United States,Japanese,,12,0,4806871711,,,,Unknown,0.83,4
