Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
35682,56d9eac2087ce6df,open,Bamboo Steak House & Sushi Bar,650 Cody Rd S,Mobile,36695,Alabama,United States,Japanese,$$,58,0,2513008383,bamboosteakhouse@gmail.com,,,English,0.8,3
35683,1a2d462905553496,open,Osaka,4290 Highway 52 W,Helena,35080,Alabama,United States,Japanese,$$$,41,0,2053588850,,,,Unknown,0.4,3
35684,87e83bae38e2baec,open,Top China,9160 Eastchase Pkwy,Montgomery,36117,Alabama,United States,Chinese,$,56,2004,3342701668,,Jin Xiu C,Owner,English,1.67,3
35685,48245f0281a5758f,open,Ajian Sushi,1914 University Blvd,Tuscaloosa,35401,Alabama,United States,Japanese,$,70,0,2053314542,ajiansushi@gmail.com,,,English,1.37,3
35686,5cfa89d01de6dbeb,open,Papa Dubi's,9510 US-431,Albertville,35950,Alabama,United States,"Caribbean, Cajun",$$,61,2005,2568947878,wyounghouse@gmail.com,William Younghouse,Owner,Unknown,1.67,3
35687,f4a460e196500076,open,Jubilee Joe's Cajun Seafood Restaurant,5190 Medford Dr,Hoover,35244,Alabama,United States,"American, Cajun",$$,70,2005,2059827797,admin@jubileejoes.com,,,English,1.1,3
35688,d25331ab76a2a0d3,open,Miso Seafood,160 Cotton Creek Dr,Gulf Shores,36542,Alabama,United States,Japanese,$$$,58,0,2512560051,unicrabllc@gmail.com,,,English,0.66,3
35689,be79126670b075f8,open,GTs On The Bay,26189 Canal Rd,Orange Beach,36561,Alabama,United States,"American, Creole, Cajun",$$,88,2017,2519808400,alabamacoastalcatering@gmail.com,,,English,1.27,3
35690,43045a889a0a6927,open,IKKO Japanese Ramen and Sushi,1909 11th Ave S,Birmingham,35205,Alabama,United States,Japanese,$$,45,0,2052034833,,,,English,0.9,3
35691,1188e9209d58c070,open,Fresh Sushi Express,664 W Evergreen Ave,Palmer,99645,Alaska,United States,Japanese,,89,0,9077611400,,,,Unknown,0.83,3
35692,2b9d682832d80da4,open,Sala Thai Street Food,1740 E Broadway Rd,Tempe,85282,Arizona,United States,Thai,$$,82,0,4802644287,,,,Unknown,0.87,3
35693,8b2ab76a835f3076,open,Pho Arcadia,2303 N 44th St,Phoenix,85008,Arizona,United States,Vietnamese,$$,21,0,6026122807,,,,Unknown,1.06,3
35694,de92bdf100e3282e,open,Viet Fusion,393 W Warner Rd,Chandler,85225,Arizona,United States,Vietnamese,$$,44,0,9282352431,fnak85225@gmail.com,,,Unknown,0.59,3
35695,1dbf10cecf83f233,open,W & Z Asian Bistro & Sushi Bar,21576 N John Wayne Pkwy,Maricopa,85139,Arizona,United States,Japanese,$$,29,0,5205688277,,,,Unknown,0.79,3
35696,7826131c27b1be2c,open,OBON Sushi Bar Ramen,7300 N Via Paseo del Sur,Scottsdale,85258,Arizona,United States,Japanese,$$,40,2015,6232952002,obongrove@fukushurc.com,,,Unknown,0.71,3
35697,bc9341125e9fc9a9,open,Roka Akor - Scottsdale,7299 N Scottsdale Rd,Scottsdale,85253,Arizona,United States,Japanese,$$$$,40,2008,4803068800,bmelara@rokaakor.com,Bladimir Melara,Back of the House,Unknown,0.43,3
35698,d0fdd965bc7467b4,open,Got Sushi,6744 E McDowell Rd,Mesa,85215,Arizona,United States,Japanese,$$,36,2003,4808078500,,Ki Lee,Owner,English,0.71,3
35699,39de8966e38c25a7,open,Desert Jade,3215 E Indian School Rd,Phoenix,85018,Arizona,United States,Chinese,$$,39,1986,6029540048,,Yen Yee,Owner,English,1.2,3
35700,ac7bae2c23878fb7,open,Sushi-Ten,4500 E Speedway Blvd,Tucson,85712,Arizona,United States,Japanese,$,38,2010,5203240010,,Ina Hwang,General,English,1.29,3
35701,5a2592678bf8e914,open,Sakura Sushi & Ramen,1121 S Higley Rd,Mesa,85206,Arizona,United States,Japanese,,3,0,4807258235,,,,Unknown,0.54,3
35702,6c3ac6cd58432712,open,Asian Station Chinese Food,2905 S Ellsworth Rd,Mesa,85212,Arizona,United States,Chinese,$,62,2015,4803807222,asianstationchinesefood@gmail.com,,,English,1.31,3
35703,79d1c696b9cd9acf,possibly closed,Taco H,4025 E Chandler Blvd,Phoenix,85048,Arizona,United States,"Mexican, Japanese",,0,0,4809257500,tacohnrollsaz@gmail.com,,,Unknown,0.4,3
35704,f87fa1cd1b1ec952,open,Across The Pond,4236 N Central Ave,Phoenix,85012,Arizona,United States,Japanese,$$,65,0,6022965629,,,,English,0.8,3
35705,c0e4b250c0e1289c,open,Tierra Mia,5795 W Bell Rd,Glendale,85308,Arizona,United States,"Mexican, Japanese",,75,0,6028631322,,,,Unknown,0.71,3
35706,ee65798cd6b61000,open,Yen Ching Restaurant,126 S Power Rd,Mesa,85206,Arizona,United States,Chinese,$$,54,2005,4809854801,,Tom Hsih,,English,1.17,3
35707,1f17ec52d795baed,open,Teriyaki Treasures,13011 W Greenway Rd,El Mirage,85335,Arizona,United States,"Hawaiian, Korean, Japanese",,3,0,6234328404,,,,Unknown,0.69,3
35708,cf17081989f6abc8,open,Mei Hon Chinese Restaurant,1030 E Irvington Rd,Tucson,85714,Arizona,United States,Chinese,$,70,1996,5202948739,henny1koukhamsay@gmail.com,,,English,1.89,3
35709,62fb9cf4d3f94735,open,Gyu-Taro,400 W Indian School Rd,Phoenix,85013,Arizona,United States,Japanese,,13,0,6023742812,,,,English,0.69,3
35710,7ee6168c09c64fa9,open,Shu Sushi Grill & Ramen,4929 W Chandler Blvd,Chandler,85226,Arizona,United States,Japanese,$$,36,0,4809404000,,,,English,0.4,3
35711,fb77ebc83f25f060,open,Sushi Sen,7001 N Scottsdale Rd,Scottsdale,85253,Arizona,United States,Japanese,$$,59,2017,4804837000,<<not-applicable>>,<<Not-Applicable>>,,English,0.69,3
35712,d816b16f18c7cf2c,open,Nakamura Ramen House,8520 W Peoria Ave,Peoria,85345,Arizona,United States,Japanese,$$,11,0,6234863008,,,,Unknown,0.63,3
35713,2591b4e15120e6c5,open,Buck & Rider,4225 E Camelback Rd,Phoenix,85018,Arizona,United States,Japanese,$$$,59,2015,6023460110,,Stephen A,Owner,Unknown,0.86,3
35714,0903ee35f41e850d,open,Hibachi Ko Mesa,1652 S Val Vista Dr,Mesa,85204,Arizona,United States,Japanese,$$,4,0,4806329500,,,,English,0.63,3
35715,aafbf863b7e3cadb,open,Bamboo View,7018 E Golf links Rd,Tucson,85730,Arizona,United States,Chinese,$$,44,0,5204850988,bambooviewtucson@gmail.com,,,English,1.17,3
35716,303a0c1e92708c32,open,Full Moon Izakaya,7810 N 12th St,Phoenix,85020,Arizona,United States,Japanese,$$,32,0,6232904636,,,,English,0.71,3
35717,e37458af8f0ef327,open,Dara Sushi & Roll,636 Elm St,Page,86040,Arizona,United States,Japanese,,33,0,9286456807,,,,Unknown,0.79,3
35718,5c9a2f901bfb7ab7,open,Gyu-Taro,354 N Country Club Dr,Mesa,85201,Arizona,United States,Japanese,$$$,14,0,4807338888,,,,Unknown,0.71,3
35719,157e93ab12265c7f,open,TERISUSHI,4317 S 6th Ave,Tucson,85714,Arizona,United States,Japanese,$$,48,0,5203289888,,,,Unknown,1,3
35720,0ed987e0e41bb5ca,open,Osaka Japanese Steakhouse,3843 S Gilbert Rd,Gilbert,85297,Arizona,United States,Japanese,$$,80,2012,4807825555,rigo@my-osaka.com,Rigoberto Manriquez,Owner,English,0.71,3
35721,9ec8011b1f01911d,open,Big Wa Chinese,3135 S 48th St,Tempe,85282,Arizona,United States,Chinese,$,44,1986,6024382707,,Pak Shum Fong,Owner,English,1.49,3
35722,fd6733b0195f9485,open,Tokyo Teppanyaki,4225 W Bell Rd,Phoenix,85053,Arizona,United States,Japanese,,4,0,6232464653,,,,Unknown,0.69,3
35723,8f4bcf3826e3bf21,open,Tokyo Teriyaki Express,4225 W Bell Rd,Phoenix,85053,Arizona,United States,"Hawaiian, Korean, Japanese",,4,0,6232330735,,,,Unknown,0.69,3
35724,268d903d3ed9d8db,open,Hana Tokyo,1633 AZ-92,Sierra Vista,85635,Arizona,United States,Japanese,$$,82,2010,5204581993,hanatokyo5@gmail.com,,,English,1,3
35725,47f2f20d6c89a46d,open,Jalapeno Dragon,640 E Main St,Mesa,85203,Arizona,United States,Japanese,$$$,19,0,4807764910,,,,English,0.51,3
35726,71970d420e98cf1f,open,Takamatsu,5532 E Speedway Blvd,Tucson,85712,Arizona,United States,"Korean, Japanese",$$,83,1995,5205120800,,Peter Koga,Owner,English,1.14,3
35727,e609a736c6a2b868,open,AJ's Sushi Bar,15031 N Thompson Peak Pkwy,Scottsdale,85260,Arizona,United States,Japanese,,12,0,,,,,Unknown,0.49,3
35728,0029deb215bb4331,open,Tokyo Taste Haven,4015 E Bell Rd,Phoenix,85032,Arizona,United States,Japanese,,4,0,6232578609,,,,Unknown,0.54,3
35729,f88c51e4f4ccd405,open,Matsuri Izakaya on Mill,699 S Mill Ave,Tempe,85281,Arizona,United States,Japanese,$$$,25,0,111111111,,,,Unknown,0.89,3
35730,2e3d960a280b2331,open,Tori-Yoshi Japanese Fried Chicken,1810 W Northern Ave,Phoenix,85021,Arizona,United States,Japanese,$$$,11,0,6025958900,,,,Unknown,0.86,3
35731,2be2dfe5d36b9142,open,China Feast,918 E 2nd St,Winslow,86047,Arizona,United States,Chinese,$,28,2004,9282899478,demoperkins2@gmail.com,,,English,1.77,3
35732,0abe09b0714d5b5f,open,Canton Dragon 2,7305 E Pav Way,Prescott Valley,86314,Arizona,United States,Chinese,$$,79,2012,9287753118,,,,English,1.34,3
35733,9df77c4ca71ecd11,open,Charm Thai Cuisine,11 W Boston St,Chandler,85225,Arizona,United States,"Taiwanese, Thai",$$,36,2013,4809177222,,,,Unknown,1.06,3
35734,2b53f503a8d21bdb,open,Yama Sushi House,7704 E Doubletree Ranch Rd,Scottsdale,85258,Arizona,United States,Japanese,$$$,0,0,4803987123,,,,Unknown,0.54,3
35735,72217063a244e6c7,open,Nomi Sushi,5538 N 7th St,Phoenix,85014,Arizona,United States,Japanese,$,14,0,6026016447,,,,Unknown,1.06,3
35736,3a1f77ca544835ef,open,Zushi Japanese Bistro,6727 E McDowell Rd,Mesa,85215,Arizona,United States,"Japanese, Chinese",$$,59,2009,4809812727,,Shawn S,Owner,English,0.83,3
35737,0ac45da85113c4cd,open,Harumi Sushi & Sake - West Valley,24681 N Lake Pleasant Pkwy,Peoria,85383,Arizona,United States,Japanese,$$,56,2013,4804866178,,Yong C,Owner,Unknown,0.69,3
35738,7d71d354b618ae3c,open,Japanese Miso Master,8520 W Peoria Ave,Peoria,85345,Arizona,United States,Japanese,,3,0,6234002842,,,,Unknown,0.54,3
35739,93459b26833c3b84,open,Hint of Soul,3801 S Central Ave,Phoenix,85040,Arizona,United States,"American, Creole, Cajun",,28,0,4807122580,,,,Unknown,1.6,3
35740,6ac79c705e4aac82,open,Tori-Yoshi Japanese Fried Chicken,4225 W Bell Rd,Phoenix,85053,Arizona,United States,Japanese,$$$,5,0,6028438883,,,,Unknown,0.57,3
35741,2e17acd71ca26c06,open,Sizzling Wok,621 W Wickenburg Way,Wickenburg,85390,Arizona,United States,Chinese,$,39,1990,9286843977,,May Hu,,English,1.56,3
35742,23ff81717ae2fd79,open,Siu Wok,2801 N Central Ave,Phoenix,85004,Arizona,United States,Chinese,$,32,2006,6022302960,woknrollarizona@gmail.com,,,English,1.49,3
35743,2b26880d414e76bd,open,Tokyo Stop,1335 W University Dr,Tempe,85281,Arizona,United States,Japanese,$,54,1992,4809677008,,Charlie Chong,,English,1.54,3
35744,b7880bdb317cbfd0,open,Fuji Fusion Japanese Bistro,6601 W Bethany Home Rd,Glendale,85301,Arizona,United States,Japanese,$$$,12,0,6233239601,,,,Unknown,0.93,3
35745,9f8346912c279395,open,Rockstar Hibachi,2020 N Scottsdale Rd,Scottsdale,85257,Arizona,United States,Japanese,$$,33,0,6025029377,rockstarhibachi@gmail.com,,,Unknown,0.71,3
35746,4a575ab5bc3d5051,open,Makitto Sushi,1055 N Dobson Rd,Mesa,85201,Arizona,United States,Japanese,$$,46,2018,4805086761,makittoaz@gmail.com,,,English,1,3
35747,a04b442a7df11a8a,open,MOTOMOTO Sushi & Izakaya,15 E Monroe St,Phoenix,85004,Arizona,United States,Japanese,$$,86,0,4808687981,,Ricardo Villalobos,Back of the House,Unknown,0.94,3
35748,5cb8a5212ac75b5c,open,Los Hibachi,1221 S Gilbert Rd,Mesa,85204,Arizona,United States,Japanese,,22,0,6232778083,,,,Unknown,0.54,3
35749,fa82f91706086fef,open,King Wong Chinese Food,5219 S 7th St,Phoenix,85040,Arizona,United States,Chinese,$,33,0,6022689397,,,,English,1.67,3
35750,444605c911fb6017,open,Uni Sushi & Steak,17191 N Litchfield Rd,Surprise,85374,Arizona,United States,Japanese,$$,65,0,6235467669,unisushi@hotmail.com,,,English,0.8,3
35751,f45f71fd96f21708,open,Mikado Sushi,3125 S Alma School Rd,Chandler,85248,Arizona,United States,Japanese,$$,62,2002,4807260255,mikadosushiaz@gmail.com,,,English,0.83,3
35752,7fdeebbf9dd52bef,open,Ra-Ra-Ramen,6601 W Bethany Home Rd,Glendale,85301,Arizona,United States,Japanese,$$,6,0,6232302335,,,,Unknown,1.04,3
35753,d6317c49ed370324,open,Big Rice Kitchen,5132 W McDowell Rd,Phoenix,85035,Arizona,United States,Chinese,,54,1996,6022339197,,Ying Wong,Owner,English,1.67,3
35754,2906d32a7cbca44e,open,Grab Protein Bowl Express,5030 E McDowell Rd,Phoenix,85008,Arizona,United States,"American, Japanese",$$,4,0,4806587966,,,,English,1.04,3
35755,a12b1066f1f6af0c,open,Four Seasons Sushi Bar & Grill,1652 N Higley Rd,Gilbert,85234,Arizona,United States,Japanese,$,32,2012,4803343129,tokggi@gmail.com,,,English,0.86,3
35756,23d23c99a89e7316,open,Good China Restaurant,6544 W Thomas Rd,Phoenix,85033,Arizona,United States,Chinese,$,27,1994,6238730916,,Xin Situ,,English,1.84,3
35757,6f6a646815b3306d,open,The Sushi House,13011 W Greenway Rd,El Mirage,85335,Arizona,United States,Japanese,$$,6,0,6234404476,,,,Unknown,0.77,3
35758,28cd2f431544aa64,open,Shinko Sushi House,1241 E Chandler Blvd,Phoenix,85048,Arizona,United States,Japanese,$$,29,0,4802437834,,,,English,0.51,3
35759,73b8dd6168f918c4,open,Tori-Yoshi Japanese Fried Chicken,6601 W Bethany Home Rd,Glendale,85301,Arizona,United States,Japanese,$$$,13,0,6026033992,,,,Unknown,0.93,3
35760,31b40393b5a564a6,open,Ra-Ra-Ramen,8520 W Peoria Ave,Peoria,85345,Arizona,United States,Japanese,$,14,0,6234863008,,,,Unknown,0.94,3
35761,6170ab657ab792b1,open,Iced Out Ice Cream,6750 W Peoria Ave,Peoria,85345,Arizona,United States,"Filipino, Japanese",$$,70,0,6029351071,info@icedouticecream.com,,,Unknown,0.69,3
35762,7545d0baa8f57bd9,possibly closed,Sakana Sushi & Grill,6989 N Hayden Rd,Scottsdale,85250,Arizona,United States,Japanese,$$$,0,1999,4806093850,,,,English,0.57,3
35763,fa0662d7d3ea4823,open,Blue Fin Sushi & Grill,2905 S 4th Ave,Yuma,85364,Arizona,United States,Japanese,$$,28,2011,9287262720,,Ki Kang,,English,1.21,3
35764,e4d4989d82d11255,open,Sushi Tokoro,1575 E Camelback Rd,Phoenix,85014,Arizona,United States,Japanese,$$,65,0,6023588789,,,,Unknown,0.94,3
35765,15a37d7a2c3e4d38,open,Icho Izakaya Sushi & Grill,1911 W Broadway Rd,Mesa,85202,Arizona,United States,Japanese,$,56,0,9282163266,example2@gmail.com,,,Unknown,0.97,3
35766,f9941411dbae4856,open,Ling's Wok Shop,20511 N Hayden Rd,Scottsdale,85255,Arizona,United States,Chinese,$$$,30,2021,4808016524,lingswokshopscottsdale@lingandlouies.com,,,English,0.74,3
35767,cd4952d772aee490,open,Sushirrito,1121 S Higley Rd,Mesa,85206,Arizona,United States,"Mexican, Japanese",,0,0,4802659984,,,,Unknown,0.54,3
35768,d6050a83ac1e77e3,open,Hon Machi Sushi and Teppanyaki,2975 S Alma School Rd,Chandler,85286,Arizona,United States,Japanese,$$,48,0,4808572021,,,,English,0.4,3
35769,f7f3599ecac37fde,open,High Tide Seafood Bar and Grill,2540 S Val Vista Dr,Gilbert,85295,Arizona,United States,"Creole, Japanese, Cajun",$$,70,2014,4808219950,hightideseafoodbarandgrill@yahoo.com,,,Unknown,1.1,3
35770,2b04aedc6b664174,open,Ume,5655 W Valencia Rd,Tucson,85757,Arizona,United States,"Japanese, Chinese",$$,23,0,5208387177,,,,English,0.66,3
35771,cb2064403128118e,open,LaBella Pizzeria and Restaurant,6505 N 7th St,Phoenix,85014,Arizona,United States,"Mexican, Japanese",$$,59,2014,6023547002,labella.kosherphoenix@gmail.com,,,Unknown,0.97,3
35772,e9b99c901f6ffa04,open,Sizzle Mongolian Grill,1050 W Chandler Blvd,Chandler,85224,Arizona,United States,Mongolian,$$,38,2019,4805902755,,Danny W,Owner,Unknown,1.03,3
35773,44541b3d69347064,open,Little Dragon Chinese Restaurant,4327 W Thomas Rd,Phoenix,85031,Arizona,United States,Chinese,$,48,2001,6023521602,,Joanne Lee,General,English,1.56,3
35774,d9806c844d6a1fe4,open,Ra-Ra-Ramen,1121 S Higley Rd,Mesa,85206,Arizona,United States,Japanese,$,11,0,4802659984,,,,English,0.91,3
35775,6e13f80619486b3c,open,Fatboy Sandos,1920 W Broadway Rd,Mesa,85202,Arizona,United States,Japanese,$$,44,0,6232596034,,,,Unknown,0.57,3
35776,87549b9ab5b3a71a,open,Atomic Chicken,20229 N 67th Ave,Glendale,85308,Arizona,United States,Chinese,$$,23,0,6022912650,,,,English,0.89,3
35777,330ff4cab5078a57,open,WZ POKE AND RAMEN,258 N Lee Blvd,Prescott,86303,Arizona,United States,Japanese,$$,41,0,9288005933,info@wzpokeramen.com,,,English,0.8,3
35778,8d03176b3ce6ec85,open,Maru Plus,2741 N Campbell Ave,Tucson,85719,Arizona,United States,Japanese,$,46,0,5205262536,,,,Unknown,1.11,3
35779,a6cb0b15f77377aa,open,Omoide Sushi & Noodle Bar,455 N 3rd St,Phoenix,85004,Arizona,United States,Japanese,$$,41,0,6022543366,omoidesushiphoenix@gmail.com,,,English,0.69,3
35780,788f6d9b7033cf7d,open,Sushilonn,4517 W Catalina Dr,Phoenix,85031,Arizona,United States,Japanese,$$,38,0,4808599742,,,,Unknown,0.79,3
35781,f79668de59b9c59e,open,Baby Kay's Cajun Kitchen,2051 S Dobson Rd,Mesa,85202,Arizona,United States,"Caribbean, Cajun",$$,33,0,4808004811,babykays16thst@gmail.com,Heather Woodstead,Owner,English,0.96,3
35782,50315cd678f18652,open,Nakamura Ramen House,13011 W Greenway Rd,El Mirage,85335,Arizona,United States,Japanese,$$,17,0,6234404476,,,,Unknown,0.77,3
35783,dd1f8a8f811477ea,open,Little Asia Cuisine,4212 W Cactus Rd,Phoenix,85029,Arizona,United States,"Japanese, Thai",$$$,48,0,4808231944,,,,English,0.97,3
35784,e20954b61b45c180,open,Hibachi Ko Chandler,3025 W Chandler Blvd,Chandler,85226,Arizona,United States,Japanese,$$,15,0,4808124701,,,,Unknown,0.49,3
