Snowball ID,BRIZO_ID,STATUS,ESTABLISHMENT_NAME,STREET,CITY,ZIPCODE,STATE,COUNTRY,CUISINES_REGIONAL,PRICE_RANGE,VITALITY_SCORE,ESTABLISHED,ESTABLISHMENT_PHONE,EMAIL,FULL_NAME,ROLE_TITLE,Language Preference,Lead Score,Version
23127,663c08ae2b836742,open,China Town,134 Butler Sq,Greenville,36037,Alabama,United States,Chinese,$,78,2002,3343828803,,Xiang Xing Chen,Owner,Chinese,1.99,3
23128,a9fe08248c879dee,open,Jasmine Chinese Cuisine,1225 Snow St,Oxford,36203,Alabama,United States,"Chinese, Thai",$$,61,2012,2568319981,,Cindy H,Owner,Chinese,1.31,3
23129,a4be7abb61279277,open,Ichiban Japanese Restaurant,1207 S Jackson Hwy,Sheffield,35660,Alabama,United States,Japanese,$$,50,2009,2563899888,,Jacky C,Owner,Chinese,1.26,3
23130,22ec121384adea72,open,I Love Sushi Japanese Cuisine,8429 US-72,Madison,35758,Alabama,United States,Japanese,$$,65,2013,2563258818,ilovesushimadison2024@gmail.com,,,Chinese,0.69,3
23131,2ee5efd127ecac89,open,Super Canton,115 W Mill St,Hartford,36344,Alabama,United States,Chinese,$,36,2004,3345888889,,Siu Cheng,,Chinese,1.77,3
23132,68e78b926d4becf4,open,New China Restaurant,1542 Greenbrier Dear Rd,Anniston,36207,Alabama,United States,Chinese,$,28,1996,2568351153,,Kevin Lin,Owner,Chinese,1.49,3
23133,452bed221e965384,open,Panda House,7036 Atlanta Hwy,Montgomery,36117,Alabama,United States,Chinese,$,54,0,3346761977,,,,Chinese,1.5,3
23134,ee7bfaec630bd550,open,Swen Chinese Restaurant,1130 University Blvd,Tuscaloosa,35401,Alabama,United States,"Vietnamese, Chinese",$,58,2010,2053919887,,Shui Pan,Owner,Chinese,1.89,3
23135,b0466338a2ccb605,open,Rice and Soy,1204 4th St SW,Cullman,35055,Alabama,United States,Chinese,$,48,0,2567341000,,,,Chinese,1.46,3
23136,85f1ec57aa95b10b,open,Beijing Express,3659 Lorna Rd,Birmingham,35216,Alabama,United States,Chinese,$,37,2014,2059829688,beijingexpressbirmingham@gmail.com,,,Chinese,1.34,3
23137,83a21eb32811c68d,open,Minako Japanese restaurant,2704 S US Highway 231,Ozark,36360,Alabama,United States,Japanese,$$,61,0,3344430888,,,,Chinese,1.09,3
23138,a4261bd8cd51c36a,open,Zen House Chinese Restaurant,3781 20th Ave,Valley,36854,Alabama,United States,Chinese,$,38,2007,3347682100,,Vicky Lu,Owner,Chinese,1.84,3
23139,d9bb8efd623f43a9,open,Shiso Japanese Restaurant,6945 Airport Blvd,Mobile,36608,Alabama,United States,Japanese,$$,54,0,2513848080,,,,Chinese,1.2,3
23140,e59b7f01561bc460,open,New China Sun,7900 Bailey Cove Rd SE,Huntsville,35802,Alabama,United States,Chinese,$,45,2005,2568833358,,Yang Xiu,General,Chinese,1.34,3
23141,ed4fdd84b520318b,open,China Moon,3310 Clairmont Ave S,Birmingham,35222,Alabama,United States,Chinese,$,34,2000,2053242332,,Eyi Donj,Owner,Chinese,1.41,3
23142,e751fa581320cc2c,open,Hibachi Sushi,181 Eastern Blvd,Montgomery,36117,Alabama,United States,Chinese,$,54,2010,3342606111,,,,Chinese,1.67,3
23143,a6ed967937f08a10,open,Izumi Asian Cuisine,1619 Ashville Rd,Leeds,35094,Alabama,United States,Japanese,$$,38,0,2056991133,,,,Chinese,0.76,3
23144,370638e8bf57c60f,open,Hunan Cuisine,5510 US-280,Birmingham,35242,Alabama,United States,Chinese,$,48,2000,2054371000,,James Ghao,,Chinese,1.34,3
23145,1ef1db36d4be881d,open,Shiki Sakura,27 Olmsted St,Birmingham,35242,Alabama,United States,Chinese,$$,34,0,2057051377,,,,Chinese,0.89,3
23146,2d082bf2e53cab46,open,Ming's Cuisine,514 Cahaba Park Cir,Birmingham,35242,Alabama,United States,Chinese,$$,72,1998,2059913803,,Ming Yam,Owner,Chinese,1.17,3
23147,ee8e5309e5cda599,open,New China Chinese Restaurant,1121 US-72,Killen,35645,Alabama,United States,Chinese,$$,50,2009,2567572025,,,,Chinese,1.17,3
23148,76d2f037a6bc1cb2,open,China One,12290 US-231,Meridianville,35759,Alabama,United States,Chinese,$,41,2004,2568282788,info@chinaonemeridianville.com,,,Chinese,1.34,3
23149,42e252e8abe28785,open,Ronin Sushi & Bar,863 Market Pl,Alexander City,35010,Alabama,United States,Japanese,$$$,70,0,2563924505,,,,Chinese,1.09,3
23150,9056fde8e4b980ff,open,Golden Dragon,1814 21st St,Haleyville,35565,Alabama,United States,Chinese,,76,1994,2054865720,,Fa Chen,Owner,Chinese,1.63,3
23151,90f6d27f321d0d22,open,Satsuki Japanese Restaurant,6534 Atlanta Hwy,Montgomery,36117,Alabama,United States,Japanese,$$,52,2008,3342397450,satsukisushiai@gmail.com,,,Chinese,1.04,3
23152,f6d161409a612c0a,open,Hibachi,216 State Farm Pkwy,Homewood,35209,Alabama,United States,Japanese,$$$,47,0,2054901735,,,,Chinese,0.69,3
23153,7cf476735f22ebf2,open,Great Wall,468 Gilmer Ave,Tallassee,36078,Alabama,United States,Chinese,$$,29,2000,3342831168,,En Lee,,Chinese,1.2,3
23154,1c9416518731b6ef,open,Peking,303 2nd Ave NW,Cullman,35055,Alabama,United States,Chinese,$,30,0,2567397129,,,,Chinese,1.46,3
23155,3311ea4abb19a13b,open,China Town,1247 US-231,Troy,36081,Alabama,United States,Chinese,$,40,1993,3345667992,,Dayun Zheng,Owner,Chinese,1.84,3
23156,290c24bca2b77ddc,open,Ding How Chinese Restaurant,4800 Whitesburg Dr SE,Huntsville,35802,Alabama,United States,Chinese,$$,52,1987,2568808883,,Alice Hau,General,Chinese,1.17,3
23157,eaa983a6662cd84f,open,China Cook,2246 Winchester Rd NE,Huntsville,35811,Alabama,United States,Chinese,$,81,2007,2568598788,,Xim Lin,General,Chinese,1.49,3
23158,ce7149f1f640bcda,open,China Bistro,3378 Morgan Dr,Vestavia Hills,35216,Alabama,United States,Chinese,$,20,0,2055822098,,,,Chinese,1.29,3
23159,9a3f9a89375cf2e8,open,First House Chinese Restaurant,135 Johnson Ave S,Talladega,35160,Alabama,United States,Chinese,$,34,1978,2563620505,,Wai Men Neng,,Chinese,1.77,3
23160,7cc7fc0882a025ea,open,China Taste Restaurant,2900 Triana Blvd SW,Huntsville,35805,Alabama,United States,Chinese,$,37,1996,2565345083,,David Wong,,Chinese,1.77,3
23161,6772e3ef23a30627,open,Sakura Sushi & Hibachi,4276 McCrary Rd,Semmes,36575,Alabama,United States,Japanese,$$,67,0,2516491689,sakura36575@gmail.com,,,Chinese,0.87,3
23162,b1914f24abdfa7b8,open,House of Chen,4 E 43rd St,Anniston,36206,Alabama,United States,Chinese,$$,48,1976,2562360305,info@houseofchenanniston.com,,,Chinese,1.56,3
23163,75aa3ef4b37258f6,open,Kung Food Panda,2787 Eastern Blvd,Montgomery,36117,Alabama,United States,Chinese,$,48,0,3343750123,info@kungfoodpandamg.com,,,Chinese,1.39,3
23164,10c0ff3c2c8fe18c,open,Fire Wok Express,249 N Santa Claus Ln,North Pole,99705,Alaska,United States,Chinese,$$,53,2001,9074888883,fire_wok@hotmail.com,,,Chinese,1.31,3
23165,616c85f69535e7c6,open,Smokin Fins,900 N 54th St,Chandler,85226,Arizona,United States,"Mexican, Japanese",$$,57,2017,4805085971,chandler@finsconcepts.com,,,Chinese,0.69,3
23166,da53b5d5a6f97edb,open,Ah-So Sushi & Steak,16610 N 75th Ave,Peoria,85382,Arizona,United States,Japanese,$$,96,2004,6234878862,,,,Chinese,0.86,3
23167,503827d4fa7f38ac,open,Szechwan Kitchen,4402 N 7th Ave,Phoenix,85013,Arizona,United States,"Szechuan, Chinese",$$$,68,0,6022483807,,,,Chinese,1.06,3
23168,bf3e2893dc754dd3,possibly closed,China 7 Chinese Cuisine,9163 W Union Hills Dr,Peoria,85382,Arizona,United States,"Cantonese, Chinese",$,0,2008,6239727720,,Benny Huang,Owner,Chinese,1.31,3
23169,4f91db94e17ef451,open,Ikkyu,2040 W Orange Grove Rd,Tucson,85704,Arizona,United States,Japanese,$,77,0,5202979011,,,,Chinese,0.97,3
23170,137848b29a25eca0,open,Ra-Ra-Ramen,4225 W Bell Rd,Phoenix,85053,Arizona,United States,Japanese,$,23,0,6026750301,,,,Chinese,1.06,3
23171,9074bb2d128e2abd,open,Ryu Sushi & Teppanyaki,2512 S Val Vista Dr,Gilbert,85295,Arizona,United States,Japanese,$$,39,0,4808573999,info@ryusushi.com,,,Chinese,0.4,3
23172,adfec96fc092c904,open,China Valley Chinese Restaurant,10110 N Oracle Rd,Oro Valley,85737,Arizona,United States,Chinese,$$$,70,0,5203542097,admin@orderinghere.com,,,Chinese,0.74,3
23173,000faf1d085e5299,open,China Restaurant,4709 E Southern Ave,Phoenix,85042,Arizona,United States,Chinese,$,44,1992,6024319189,info@chinarestaurantaz.com,,,Chinese,1.56,3
23174,6bb085e5cfbeb515,open,Wok Wei,15560 W Roosevelt St,Goodyear,85338,Arizona,United States,Chinese,$$,32,2013,6237032239,,Qi Qiu Zhou,,Chinese,1.2,3
23175,ac28d22e2f0dd14b,open,Liyuen,1602 S 7th Ave,Phoenix,85007,Arizona,United States,Chinese,$,85,2004,6022389688,,Gary See,,Chinese,1.91,3
23176,198bd56dfa3bd2f3,open,Brother's Noodles,5605 E Speedway Blvd,Tucson,85712,Arizona,United States,Chinese,$,33,0,5203933774,info@brothersnoodles.com,,,Chinese,1.46,3
23177,bc324f9fbb61b0ee,open,China Chili,302 E Flower St,Phoenix,85012,Arizona,United States,Chinese,$$$,51,2000,6022664463,,John Chan,Owner,Chinese,1.2,3
23178,844e3a67b5f70e14,open,Hua Mei,1060 Yavapai Dr,Rio Rico,85648,Arizona,United States,Chinese,$$,28,0,5207618888,,,,Chinese,1.1,3
23179,b2dfc5871ac8a881,open,Daruma Katsu,1135 S Dobson Rd,Mesa,85202,Arizona,United States,Japanese,$$,29,0,4803068511,,,,Chinese,0.57,3
23180,07dac1a8640e3e66,open,Orient Express,391 E Fry Blvd,Sierra Vista,85635,Arizona,United States,Chinese,$$,44,0,5204598449,azsierrasuites@gmail.com,,,Chinese,1.06,3
23181,797dc178ad681007,open,Akai Hana Sushi & Grill,2293 N Pebble Creek Pkwy,Goodyear,85395,Arizona,United States,Japanese,$$$,31,0,6239353942,,,,Chinese,0.29,3
23182,48939870dec60da2,open,FiGaMi Asian Fresh,3446 W Camelback Rd,Phoenix,85017,Arizona,United States,Japanese,$,48,2018,6026285419,,Leo C,Owner,Chinese,1.5,3
23183,089463325490f9d5,open,Orient Sushi Grill,1455 W Elliot Rd,Gilbert,85233,Arizona,United States,Japanese,$$,54,0,4806331174,restaurant@orientsushi.com,,,Chinese,0.66,3
23184,a7e9f54231e1e7bc,open,Sushi Station,1575 E Camelback Rd,Phoenix,85014,Arizona,United States,Japanese,$$,41,0,6023588789,info@sushitokoroaz.com,,,Chinese,0.69,3
23185,53d1e9e26a9d54f2,possibly closed,Sushi Ramen Go,1495 S Higley Rd,Gilbert,85296,Arizona,United States,Japanese,$,0,0,4805345291,info@sushiramengo.com,,,Chinese,0.66,3
23186,75a00084ef9560c9,open,Wong's Chinese Dining,1139 E Buckeye Rd,Phoenix,85034,Arizona,United States,Chinese,$$,68,1993,6022522791,,Ken Tse,Owner,Chinese,1.67,3
23187,cfcfff1b2cdbd1cd,open,Canton Dragon,10190 N 90th St,Scottsdale,85258,Arizona,United States,Chinese,$$,62,2004,4804518866,,Candy Tam,General,Chinese,1.17,3
23188,982d748cb725d2ab,open,Lychee Kitchen,23450 N 19th Ave,Phoenix,85085,Arizona,United States,"Japanese, Chinese",$$,39,0,6232157792,,,,Chinese,0.4,3
23189,c7291cf6b82b766a,open,Hot Wok,655 W Warner Rd,Tempe,85284,Arizona,United States,Chinese,$$$,56,2003,4805929328,info@hotwoktempe.com,,,Chinese,0.91,3
23190,6bf9e0289f0db851,open,Yao Chinese Restaurant,2487 S Gilbert Rd,Gilbert,85295,Arizona,United States,Chinese,$,48,2005,4808990308,,Yizhao Tan,Owner,Chinese,1.2,3
23191,747723dc3c4d3d38,open,Red Dragon Chinese Food,2160 N Alma School Rd,Chandler,85224,Arizona,United States,Chinese,$,48,2005,4807221222,info@reddragonchandler.com,,,Chinese,1.34,3
23192,7a52c9316b6ba5ab,open,Kobe Japanese Steak House,1125 W Elliot Rd,Tempe,85284,Arizona,United States,Japanese,$$,73,2005,4807531811,kobetempe@gmail.com,,,Chinese,0.69,3
23193,b01af20135714744,open,Nishikawa Ramen,3141 E Indian School Rd,Phoenix,85016,Arizona,United States,Japanese,$$,39,2016,6023688774,,Jay Z,Owner,Chinese,0.79,3
23194,26855cce5e505484,open,Ah Hai Sushi & Grill,831 S Cotton Ln,Goodyear,85338,Arizona,United States,Japanese,$,54,0,6239323778,,,,Chinese,1.09,3
23195,fdcb15783db5e958,open,China Phoenix Restaurant,7090 N Oracle Rd,Tucson,85704,Arizona,United States,Chinese,$,48,2004,5205310658,,Ben Lau,Owner,Chinese,1.34,3
23196,98ec154fcc2be87f,open,Eastwind Sushi & Grill,13637 N Tatum Blvd,Phoenix,85032,Arizona,United States,Japanese,$$,65,0,6029960101,cishida4@hotmail.com,,,Chinese,0.66,3
23197,99cd8b09995a3b4b,open,Sachiko Sushi,1101 N Wilmot Rd,Tucson,85712,Arizona,United States,Japanese,$$,44,1994,5208867000,general@sachikorestaurant.com,,,Chinese,1,3
23198,d8ba6ad69bc0a3ae,open,Fatman Kitchen,2610 N 1st Ave,Tucson,85719,Arizona,United States,Chinese,$$,44,2018,5208823059,info@fatmankitchentucson.com,,,Chinese,1.34,3
23199,043a71c8bc376bff,open,Hiro Sushi,9393 N 90th St,Scottsdale,85258,Arizona,United States,Japanese,$$,86,1997,4803144215,,Hiro Nakano,,Chinese,0.86,3
23200,66bce68f21df0f0b,open,KOBE Fondue & Ramen,3655 W Anthem Way,Phoenix,85086,Arizona,United States,"American, Japanese",$$,41,0,6234402223,kobefondueaz@yahoo.com,,,Chinese,0.4,3
23201,916645f1d8487cf3,open,House Modern Sushi Restaurant,1641 S Stapley Dr,Mesa,85204,Arizona,United States,Japanese,$$,56,2011,4805456009,house.sushi.restaurant@gmail.com,,,Chinese,0.83,3
23202,a28661ebef375768,open,Kay Sushi,10115 E Bell Rd,Scottsdale,85260,Arizona,United States,Japanese,$$,31,2014,4805136488,,,,Chinese,0.57,3
23203,cb0c2b285d9f8324,open,New Garden Restaurant,823 S Central Ave,Phoenix,85004,Arizona,United States,Chinese,$,73,1990,6022549110,,Bill Kwan,,Chinese,1.6,3
23204,caf09f5232ea3c98,open,Sakura Sushi,1545 S Power Rd,Mesa,85206,Arizona,United States,Japanese,$$$,62,0,4805908688,,,,Chinese,0.66,3
23205,ae720a7ed708584e,open,Mei Mei,1523 W St Marys Rd,Tucson,85745,Arizona,United States,Chinese,$,28,1993,5208827100,,Meigun Mar,General,Chinese,1.34,3
23206,2c4c23441fdb1f9b,open,Maguro Sushi and Ramen,3855 W Ray Rd,Chandler,85226,Arizona,United States,Japanese,$$,31,0,4807926790,,,,Chinese,0.4,3
23207,9e4f1174f2f6df44,open,Sushinola Roll,5930 W McDowell Rd,Phoenix,85035,Arizona,United States,"Japanese, Chinese",$$$,46,0,6232719920,kz.quintero@gmail.com,,,Chinese,0.93,3
23208,4eaa6c643837d16b,open,Yan's,15557 W Roosevelt St,Goodyear,85338,Arizona,United States,Chinese,$,62,2008,6239251888,info@yanschinesefoodaz.com,,,Chinese,1.6,3
23209,8a02418a9e997da5,open,Panda House,18745 S I-19 Frontage Rd,Green Valley,85614,Arizona,United States,Chinese,$,91,2004,5206256668,,Zhanfe Lin,,Chinese,1.91,3
23210,603d4750164de971,open,Senor Sushi,4324 W Indian School Rd,Phoenix,85031,Arizona,United States,"Mexican, Japanese",$$,54,2012,6238499312,info@senorsushiphoenix.com,,,Chinese,1.04,3
23211,724d8d9bd0b83907,open,Bloomy Kitchen,2028 W Guadalupe Rd,Mesa,85202,Arizona,United States,Japanese,$$,68,0,4804918888,,,,Chinese,0.69,3
23212,ca3d401e74861dc3,open,J & M Chinese Restaurant,1035 N Ellsworth Rd,Mesa,85207,Arizona,United States,Chinese,$$,29,2005,4809863322,,Jian Wen Pan,Owner,Chinese,1.06,3
23213,54e7057c023a7295,open,Dragon's Palace,8576 E Broadway Blvd,Tucson,85710,Arizona,United States,Chinese,$$,29,2009,5208851668,sally88@gmail.com,,,Chinese,1.34,3
23214,778c1a9dcdf898cb,open,House of Cheng,5975 W Western Way Cir,Tucson,85713,Arizona,United States,Chinese,$,44,0,5208830552,,,,Chinese,1.46,3
23215,da7688ab2ea12057,open,Eest Asian Bistro,3145 N Dysart Rd,Avondale,85392,Arizona,United States,Chinese,$$,56,0,6235350902,andrewt@eestbistro.net,,,Chinese,1.14,3
23216,dbfd3b48cc131469,open,Dragon City Chinese Restaurant,209 S Arizona Blvd,Coolidge,85128,Arizona,United States,Chinese,$$,51,0,5207235626,,,,Chinese,1.5,3
23217,56b2c60e2c34eb58,open,Kwan & Wok,1702 W Camelback Rd,Phoenix,85015,Arizona,United States,Chinese,$,25,1995,6022467442,,Sunny Kwan,Owner,Chinese,1.77,3
23218,e5cc7d17a1e9cd32,open,Hiro's Sushi Bar & Japanese Restaurant,1312 S Plaza Way,Flagstaff,86001,Arizona,United States,Japanese,$$,54,2003,9288532718,hiroflag@live.com,,,Chinese,0.97,3
23219,c3a8343c46cac1ea,open,Sushi 32,3146 E Camelback Rd,Phoenix,85016,Arizona,United States,Japanese,$$,54,0,6027874432,stini6000@gmail.com,,,Chinese,0.84,3
23220,06b664244187f506,open,Sushi Friend,8727 N Central Ave,Phoenix,85020,Arizona,United States,Japanese,$$,70,0,6232133977,hello@yoursushifriend.com,,,Chinese,0.91,3
23221,7d2cfd7d9b088272,open,Yan's Chinese Food,9140 W Thomas Rd,Phoenix,85037,Arizona,United States,"Chinese, Thai",$,70,2010,6238776888,,Tao Ixu,,Chinese,1.6,3
23222,b2e339f4f4b1c3ba,open,Szechuan Restaurant,1350 W State Route 89A,Sedona,86336,Arizona,United States,"Japanese, Chinese",$$,59,2006,9282829288,szechuansedona@gmail.com,,,Chinese,0.97,3
23223,87a76cf71ef5c439,open,Ming-Gee Chinese Food Restaurant,4431 W Glendale Ave,Glendale,85301,Arizona,United States,Chinese,$,56,0,6239391188,,,,Chinese,1.79,3
23224,54304cdaaf7f2bce,open,Sushi Creek,21805 S Ellsworth Rd,Queen Creek,85142,Arizona,United States,Japanese,$$,65,2006,4806774333,,P Osterman,Owner,Chinese,0.69,3
23225,429ec41deb2d3e45,open,Koi Sushi & Wok,4205 W Anthem Way,Phoenix,85086,Arizona,United States,"Japanese, Chinese",$$$,32,0,6233222651,,,,Chinese,0.4,3
23226,a8fb626a07f1d55d,open,Sushi J Express,7840 AZ-69,Prescott Valley,86314,Arizona,United States,Japanese,$,38,0,9287759323,,,,Chinese,0.97,3
23227,c218a31cffde614f,open,China Pasta House,430 N Park Ave,Tucson,85719,Arizona,United States,Chinese,$,31,0,5206233334,,,,Chinese,1.46,3
23228,cf8382968ec1c43b,open,Sushinola Roll,4224 W Indian School Rd,Phoenix,85019,Arizona,United States,Japanese,$$,30,0,6023962995,sushitophx@gmail.com,,,Chinese,1.04,3
23229,638e1a14e360dce1,open,Abacus Inn,20329 N 59th Ave,Glendale,85308,Arizona,United States,"Indian, Chinese",$,51,2001,6233621788,sherrycandy1@gmail.com,,,Chinese,1.67,3
23230,4fdba1125d5a749b,open,Autumn Moon Chinese Buffet,70 N Country Club Dr,Mesa,85201,Arizona,United States,Chinese,$,31,1976,4809624114,,Richard Srichankij,,Chinese,1.63,3
23231,14d28e68450f4c25,open,Moira Sushi Bar & Kitchen,215 E McKinley St,Phoenix,85004,Arizona,United States,Japanese,$$,48,2008,6022545085,,Linda Nguyen,General,Chinese,0.86,3
23232,175b260e6e4429a9,open,Golden Coin Chinese Buffet,3224 E Thomas Rd,Phoenix,85018,Arizona,United States,Chinese,$,36,1972,6029561103,,Wei Tam,Owner,Chinese,1.49,3
23233,ee73818f30700d89,open,China Ink,40975 N Ironwood Dr,San Tan Valley,85140,Arizona,United States,"Japanese, Chinese",$,3,0,4808881991,,,,Chinese,1.01,3
23234,34223a352a270b6b,open,Asian City,8490 S Power Rd,Gilbert,85297,Arizona,United States,Chinese,$$$,41,0,4806389828,info@asiancitygilbert.com,,,Chinese,0.63,3
23235,d5f6fb81df091985,open,GMG Chinese Bistro,10370 N La Canada Dr,Oro Valley,85737,Arizona,United States,Chinese,$$,46,2013,5207978383,,,,Chinese,0.91,3
23236,cc4db86272fa6698,open,Grand Buffet,1690 W Valencia Rd,Tucson,85746,Arizona,United States,Chinese,$$,54,2009,5208068088,,Jay Lu,General,Chinese,1.39,3
23237,113d22ce067585a1,open,Bo Bo China,8738 W Cholla St,Peoria,85345,Arizona,United States,Chinese,$,59,1996,6238785222,info@bobochina-az.com,,,Chinese,1.46,3
23238,0dadb5a2b47b9833,open,Panda Garden,4730 E Warner Rd,Phoenix,85044,Arizona,United States,Chinese,$$,27,2003,4805989018,,Julie C,General,Chinese,1.06,3
23239,d25efb25a643d4d8,open,Wok with Ming,825 S Cooper Rd,Gilbert,85233,Arizona,United States,Chinese,$,33,0,4808212083,info@wokwithminggilbert.com,,,Chinese,1.17,3
23240,b34478085ad37a80,open,Sakura,6534 E Tanque Verde Rd,Tucson,85715,Arizona,United States,Japanese,$$,32,1980,5202987777,,Paul Song,Operations,Chinese,0.71,3
23241,e51188010d4f67bb,open,Shogun Japanese Restaurant & Sushi Bar,5036 N Oracle Rd,Tucson,85704,Arizona,United States,Japanese,$$,79,1992,5208886646,,Kazuo Aoki,Owner,Chinese,0.86,3
23242,e97e72896fd35050,open,Golden Harvest,21805 S Ellsworth Rd,Queen Creek,85142,Arizona,United States,Chinese,$$,73,2007,4809878588,info@goldenharvestaz.com,,,Chinese,1.03,3
23243,b79704570a337e48,open,Hachi Ramen,655 W Warner Rd,Tempe,85284,Arizona,United States,Japanese,$$,23,0,4807812603,,,,Chinese,0.37,3
23244,0a523a29951cdd5d,open,Bloom,365 N Broad St,Globe,85501,Arizona,United States,Japanese,$$$,70,2018,9284731928,,,,Chinese,0.93,3
23245,02fbf01ec6d08730,open,Sushi Lounge,4802 S 6th Ave,Tucson,85714,Arizona,United States,Japanese,$$,51,2011,5202944408,,Lui Wing,,Chinese,1.26,3
23246,14b0c5677bdf2e15,open,Formosa Chinese Restaurant,1998 N College Ave,Fayetteville,72703,Arkansas,United States,Chinese,$$$,43,2008,4795718886,,Ching Mong,General,Chinese,1.23,3
23247,a4fbb8e7743e4bbf,open,Panda Garden Restaurant,2801 W Kings Hwy,Paragould,72450,Arkansas,United States,Chinese,$,43,2011,8702361111,,Xin Chen,,Chinese,1.77,3
23248,ebcc30471b9bcacf,open,Mei Li Cuisine,3094 E Van Buren,Eureka Springs,72632,Arkansas,United States,Chinese,$$,67,2010,4793636678,,May Yang,,Chinese,1.6,3
23249,2d88a3eb2ee08b97,open,Jade China,559 Harkrider St,Conway,72032,Arkansas,United States,Chinese,$,36,1994,5013295121,,Danny lo,Owner,Chinese,1.63,3
23250,4d4c981fb95c6cc5,open,Jin Wei,2235 Dave Ward Dr,Conway,72034,Arkansas,United States,Chinese,$,36,0,5015042014,,,,Chinese,1.46,3
23251,5e49efdce45b08dd,open,Asuka Sushi & Hibatchi,4720 Towson Ave,Fort Smith,72901,Arkansas,United States,Japanese,$$,8,0,4794345482,,,,Chinese,0.8,3
