URL from Google Analytics,Snowball Map,repeated,Restaurant Name,Business Phone,Menu Type,Cuisine Type,Address,City,State,Region,Session Date,Lead Created Date,Date Diff,BY PHONE,BY NAME
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16167,16167,FALSE,"Sanshimai (4765 Hodges Blvd #3,)",(904) 992-4999,Japanese,Japanese,4765 Hodges Blvd,Jacksonville,FL,Southeast,10/10/2023,4/4/2023,189,9049924999,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=35522,35522,FALSE,Bottle Rocket,(404) 574-5680,Japanese,Japanese,180 Walker St SW,Atlanta,GA,Southeast,10/12/2023,4/4/2023,191,4045745680,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=23002,23002,FALSE,Kyoto Hibachi Express and Sushi,(317) 746-6973,Japanese,American Chinese,5035 W 71st St,Indianapolis,IN,Midwest,10/14/2023,4/4/2023,193,3177466973,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=29701,29701,FALSE,Yama Sushi,(702) 257-1100,Japanese,American Chinese,3909 Spring Mountain Rd,Las Vegas,NV,West,10/14/2023,4/4/2023,193,7022571100,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=35544,35544,FALSE,Natural Poke Runner (Palmetto Bay),(786) 713-5284,Japanese,Japanese,17331 S Dixie Hwy,Palmetto Bay,FL,Southeast,10/16/2023,4/4/2023,195,7867135284,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=11523,11523,FALSE,Laureles Chinese restaurant,(305) 643-0099,Chinese,American Chinese,1910 SW 1st St,Miami,FL,Southeast,10/7/2023,3/22/2023,199,3056430099,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=30608,30608,FALSE,Eat District,(561) 576-2046,Chinese,Chinese,1914 NE 5th Ave,Boca Raton,FL,Southeast,10/22/2023,4/4/2023,201,5615762046,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=37424,37424,FALSE,Fujiyama Japanese Steak and Seafood House,(205) 722-2239,Japanese,Japanese,4851 Rice Mine Rd NE,Tuscaloosa,AL,Southeast,10/22/2023,4/4/2023,201,2057222239,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=38629,38629,FALSE,Little Pot,(732) 317-8986,Chinese,Chinese,1665 Stelton Rd,Piscataway,NJ,Northeast,10/15/2023,3/22/2023,207,7323178986,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=28709,28709,FALSE,Crawdaddy's on Greenfield,(414) 778-2228,Southern; Cajun,Southern; Cajun,9427 W Greenfield Ave,West Allis,WI,Midwest,10/4/2023,3/10/2023,208,4147782228,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=31533,31533,FALSE,Ling's Cafe,(785) 233-5888,Chinese,American Chinese,2022 NW Topeka Blvd,Topeka,KS,Midwest,10/2/2023,10/31/2022,336,7852335888,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=21548,21548,FALSE,Soho Japanese Bistro,(574) 272-2292,Japanese,Japanese,7225 Heritage Square Dr,Granger,IN,Midwest,10/3/2023,10/31/2022,337,5742722292,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=38919,38919,FALSE,TS Ma Chinese Cuisine,(201) 891-8878,Chinese,Chinese,637 Wyckoff Ave,Wyckoff,NJ,Northeast,10/3/2023,10/31/2022,337,2018918878,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=27475,27475,FALSE,New King Wok,(212) 222-2868,Chinese,American Chinese,2025 Adam Clayton Powell Jr Blvd,New York,NY,Northeast,10/4/2023,10/31/2022,338,2122222868,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=29698,29698,FALSE,Hong Kong Chinese Restaurant,(843) 667-8888,Chinese,American Chinese,2600 S Irby St,Florence,SC,Southeast,10/4/2023,10/31/2022,338,8436678888,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=30075,30075,FALSE,Sushi Ring,(425) 385-2702,Japanese,Japanese,11419 19th Ave SE,Everett,WA,West,10/4/2023,10/31/2022,338,4253852702,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=33761,33761,FALSE,China Wok,(618) 351-5900,Chinese,American Chinese,883 E Grand Ave,Carbondale,IL,Midwest,10/5/2023,10/31/2022,339,6183515900,10/31/2022
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=03387,03387,FALSE,China Moon,(314) 837-1688,Chinese,American Chinese,11290 W Florissant Ave,Florissant,MO,Midwest,10/5/2023,10/31/2022,339,3148371688,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=03891,03891,FALSE,Dotombori,(847) 699-8477,Japanese,Japanese,1526 Miner St,Des Plaines,IL,Midwest,10/5/2023,10/31/2022,339,8476998477,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=28007,28007,FALSE,New Dragon,(404) 350-8733,Chinese,American Chinese,1170 Collier Rd NW,Atlanta,GA,Southeast,10/6/2023,10/31/2022,340,4043508733,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=17488,17488,FALSE,Asian Cuisine Express,(773) 847-4883,Chinese,American Chinese,3823 W 31st St,Chicago,IL,Midwest,10/7/2023,10/31/2022,341,7738474883,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=23898,23898,FALSE,Posh Sushi Express,(956) 753-7674,Japanese,American Chinese,7019 W Village Blvd,Laredo,TX,Southwest,10/7/2023,10/31/2022,341,9567537674,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=20883,20883,FALSE,Prime Wok Express,(916) 788-1688,Chinese,Chinese,6506 Lonetree Blvd,Rocklin,CA,West,10/8/2023,10/31/2022,342,9167881688,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=28066,28066,FALSE,Hing Wong,(718) 866-3295,Chinese,American Chinese,7922 5th Ave,Brooklyn,NY,Northeast,10/14/2023,10/31/2022,348,7188663295,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=26156,26156,TRUE,Taste Of China,(815) 836-0643,Chinese,American Chinese,440 Summit Dr,Lockport,IL,Midwest,10/19/2023,11/27/2023,-,8158360643,
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=26156,26156,TRUE,Taste Of China,(815) 836-0643,Chinese,American Chinese,440 Summit Dr,Lockport,IL,Midwest,10/19/2023,11/27/2023,-,8158360643,
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=24393,24393,FALSE,Top's China,(757) 229-7500,Chinese,American Chinese,6380 Richmond Rd,Williamsburg,VA,Southeast,10/18/2023,10/31/2022,352,7572297500,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=30737,30737,FALSE,New China Buffet,(205) 280-8858,Chinese,American Chinese,2101 7th St S,Clanton,AL,Southeast,10/21/2023,10/31/2022,355,2052808858,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=03838,03838,FALSE,Tamarind,(845) 632-2230,Indian; Chinese,Indian; Chinese,2185 South Rd,Poughkeepsie,NY,Northeast,10/8/2023,10/9/2023,-,8456322230,10/9/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=18238,18238,FALSE,El Tiesto Cafe,(954) 900-4583,Dominican; Japanese; Caribbean,Dominican; Japanese; Caribbean,210 SW 2nd St,Fort Lauderdale,FL,Southeast,10/2/2023,10/9/2023,-,9549004583,10/9/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=16965,16965,FALSE,Umai Cafe,(248) 688-9340,Japanese,Japanese,3277 Rochester Rd,Troy,MI,Midwest,10/3/2023,10/9/2023,-,2486889340,10/9/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=03941,03941,FALSE,Nom Nom Noodle,(309) 585-2402,Japanese,Japanese,1006 E Lincoln St,Bloomington,IL,Midwest,10/5/2023,10/9/2023,-,3095852402,10/9/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=39910,39910,FALSE,Don's Dining,(780) 513-2888,Chinese,Chinese,9840 97 Ave,Grande Prairie,AB,Canada,10/15/2023,10/16/2023,-,7805132888,10/16/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42414,42414,FALSE,The Clouds Vietnamese Cuisine,(604) 321-7777,Korean; Japanese; Vietnamese; Chinese; Thai,Korean; Japanese; Vietnamese; Chinese; Thai,6940 Victoria Dr,Vancouver,BC,Canada,10/10/2023,10/17/2023,-,6043217777,10/17/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=39699,39699,TRUE,A+ Sushi,(204) 452-3656,Japanese,Japanese,631 Corydon Ave,Winnipeg,MB,Canada,10/9/2023,10/31/2022,343,2044523656,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=40965,40965,FALSE,Chuan Yue,(604) 336-6238,Chinese,Chinese,8329 Oak St,Vancouver,BC,Canada,10/11/2023,10/17/2023,-,6043366238,10/17/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=41564,41564,FALSE,Shang Palace Hakka Cuisine,(905) 453-8889,Chinese,Chinese,18 Rambler Dr,Brampton,ON,Canada,10/11/2023,10/17/2023,-,9054538889,10/17/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42331,42331,FALSE,Usagi Sushi,(416) 769-2264,Japanese,Japanese,1984 Bloor St W,Toronto,ON,Canada,10/12/2023,10/17/2023,-,4167692264,10/17/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=26363,26363,FALSE,Chen's Diner Inc,(718) 471-2999,Chinese,American Chinese,558 Beach 25th St,Far Rockaway,NY,Northeast,10/2/2023,10/30/2023,-,7184712999,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=30088,30088,FALSE,Northern Kitchen,(952) 456-8681,Chinese,Chinese,7827 Portland Ave S,Bloomington,MN,Midwest,10/2/2023,10/30/2023,-,9524568681,10/30/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44157,44157,FALSE,SHIAWASE SUSHI,(905) 953-1212,Japanese,Japanese,19415 Yonge St,East Gwillimbury,ON,Canada,10/3/2023,10/30/2023,-,9059531212,10/30/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44964,44964,FALSE,Minato Sushi,(604) 732-6554,Japanese,American Chinese,1001 W Broadway,Vancouver,BC,Canada,10/3/2023,10/30/2023,-,6047326554,10/30/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42624,42624,FALSE,Di Bao Ming Yan NKS Banquet Hall,(905) 948-8668,Chinese,Chinese,8360 Kennedy Rd,Markham,ON,Canada,10/4/2023,10/30/2023,-,9059488668,10/30/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=43611,43611,FALSE,Pokito,(416) 792-8808,Japanese,Japanese,420 Queen St W,Toronto,ON,Canada,10/4/2023,10/30/2023,-,4167928808,10/30/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44244,44244,FALSE,Arashi Sushi,(403) 455-2166,Japanese,Japanese,15 Royal Vista Pl NW,Calgary,AB,Canada,10/4/2023,10/30/2023,-,4034552166,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=23711,23711,FALSE,Snack Shack,(585) 685-8008,American; Cajun,American; Cajun,618 Upper Falls Blvd,Rochester,NY,Northeast,10/5/2023,10/30/2023,-,5856858008,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=27480,27480,FALSE,Hungry Sumo habachi house,(646) 287-0871,Japanese,Japanese,609 James Agee St,Knoxville,TN,Southeast,10/5/2023,10/30/2023,-,6462870871,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=38923,38923,FALSE,Poy's Kitchen,(973) 821-5028,Chinese; Thai,Chinese; Thai,240 Spring St,Newton,NJ,Northeast,10/6/2023,10/30/2023,-,9738215028,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44912,44912,FALSE,Hong Hing Company,(204) 774-2574,Chinese,Chinese,685 Ellice Ave,Winnipeg,MB,Canada,10/6/2023,10/30/2023,-,2047742574,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=29156,29156,FALSE,Cholula's Hibachi Grill,(480) 454-4729,Japanese,Japanese,1038 E Main St,Mesa,AZ,Southwest,10/8/2023,10/30/2023,-,4804544729,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42454,42454,FALSE,Golden Chinese Food Restaurant,(519) 485-3801,Chinese,Chinese,23 King St W,Ingersoll,ON,Canada,10/10/2023,10/30/2023,-,5194853801,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=43355,43355,FALSE,Hockey Sushi,(613) 421-2221,Japanese,Japanese,1465 Merivale Rd,Ottawa,ON,Canada,10/10/2023,10/30/2023,-,6134212221,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=45003,45003,FALSE,Hakka Chinese Kitchen,(226) 663-4440,Indian; Chinese,Indian; Chinese,25 Base Line Rd W,London,ON,Canada,10/10/2023,10/30/2023,-,2266634440,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=43256,43256,FALSE,Kung Pao Wok,(587) 425-0746,Chinese,American Chinese,501 1 Ave S,Lethbridge,AB,Canada,10/11/2023,10/30/2023,-,5874250746,10/30/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=39699,39699,TRUE,A+ Sushi,(204) 452-3656,Japanese,Japanese,631 Corydon Ave,Winnipeg,MB,Canada,10/9/2023,10/31/2022,343,2044523656,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=24333,24333,TRUE,Teriyaki Wok,(803) 773-8722,Japanese,American Chinese,1160 Old W Liberty St,Sumter,SC,Southeast,10/28/2023,-,-,8037738722,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44897,44897,FALSE,Hojo's Sushi Burrito,(902) 620-8668,Japanese,Japanese,6 Prince St,Charlottetown,PE,Canada,10/11/2023,10/30/2023,-,9026208668,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42967,42967,FALSE,Hansik,(867) 336-4477,Korean; Japanese,Korean; Japanese,1067 Ontario St,Stratford,ON,Canada,10/12/2023,10/30/2023,-,8673364477,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44854,44854,FALSE,Momo Magic,(519) 932-0459,American; Japanese; Chinese,American; Japanese; Chinese,117 Dundas St,London,ON,Canada,10/12/2023,10/30/2023,-,5199320459,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=44566,44566,FALSE,Hanabi Sushi,(519) 672-9224,Japanese,Japanese,2155 Richmond St,London,ON,Canada,10/14/2023,10/30/2023,-,5196729224,10/30/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42541,42541,FALSE,J F Chen Chinese Food,(519) 822-8868,Chinese,Chinese,995 Paisley Rd,Guelph,ON,Canada,10/16/2023,10/31/2023,-,5198228868,10/31/2023
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=43798,43798,FALSE,Ko Chicken + Ramen,(306) 979-8866,Japanese,Japanese,3207 Preston Ave S,Saskatoon,SK,Canada,10/18/2023,10/31/2023,-,3069798866,10/31/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=42700,42700,FALSE,Vintage Garden,(416) 756-0304,Chinese,Chinese,1038 McNicoll Ave,Toronto,ON,Canada,10/19/2023,10/31/2023,-,4167560304,10/31/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=45145,45145,FALSE,Yo Sushi,(519) 568-7566,Japanese,Japanese,103 King St W,Kitchener,ON,Canada,10/22/2023,10/31/2023,-,5195687566,10/31/2023
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=23201,23201,FALSE,Bonfire,(615) 942-6230,Mongolian,Mongolian,4021 Lebanon Pike,Hermitage,TN,Southeast,10/23/2023,11/1/2023,-,6159426230,11/1/2023
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=03531,03531,FALSE,Akhi Sushi - Southern Market 100 South Queen Street,(717) 341-8178,Japanese,Japanese,100 S Queen St,Lancaster,PA,Northeast,10/4/2023,10/9/2023,-,7173418178,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=05869,05869,FALSE,Joy Garden,(309) 343-1850,Chinese,American Chinese,241 E Main St,Galesburg,IL,Midwest,10/4/2023,10/13/2023,-,3093431850,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=07193,07193,FALSE,Noodle Topia,(248) 591-4092,Chinese,Chinese,30120 John R Rd,Madison Heights,MI,Midwest,10/4/2023,10/10/2023,-,2485914092,-
https://getskt.com/octoberfreetrial/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=19093,19093,FALSE,China Town,(732) 350-8855,Chinese,American Chinese,400 Lacey Rd,Manchester,NJ,Northeast,10/17/2023,10/18/2023,-,7323508855,-
https://getskt.com/octoberfreetrial3/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=28483,28483,FALSE,Osaka Ramen,(303) 955-7938,Japanese,Japanese,2611 Walnut St,Denver,CO,West,10/16/2023,"4/4/2023,",-,3039557938,-
https://getskt.com/octoberfreetrial2/?utm_source=OctoberMailer&utm_medium=DirectMail&utm_campaign=FreeTrial&utm_id=24333,24333,TRUE,Teriyaki Wok,(803) 773-8722,Japanese,American Chinese,1160 Old W Liberty St,Sumter,SC,Southeast,10/28/2023,-,-,8037738722,-
