Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R81132,"29,428","387,726",7.59%,,R81085,0,0,0,,R81323,"12,991",,R82201,403,,R87508,Jul'24 New,,R87182,Jul'24 Y
R81133,"22,173","258,122",8.59%,,R81086,0,0,0,,R81333,851,,R82335,"2,340",,R86663,Jul'24 New,,R87205,Jul'24 Y
R81135,"12,300","153,755",8.00%,,R81087,200,0,"20,114",,R81353,"6,004",,R82336,588,,R87528,Jul'24 New,,R87208,Jul'24 Y
R81136,0,0,7.59%,,R81088,0,0,"31,081",,R81357,409,,R82352,206,,R87321,Jul'24 New,,R87236,Jul'24 Y
R81139,0,0,6.99%,,R81089,0,0,0,,R81358,"2,002",,R82366,935,,R87367,Jul'24 New,,R87251,Jul'24 Y
R81151,"25,580","365,946",6.99%,,R81091,0,0,"5,367",,R81371,"3,399",,R82368,492,,R87371,Jul'24 New,,R87238,Jul'24 Y
R81152,0,0,6.99%,,R81092,0,0,0,,R81373,"3,613",,R82377,372,,R87391,Jul'24 New,,R87261,Jul'24 Y
R81155,"18,539","265,220",6.99%,,R81093,0,0,0,,R81379,658,,R82385,660,,R87503,Jul'24 New,,R87128,Jul'24 Y
R81157,"8,582","122,778",6.99%,,R81095,0,0,"51,752",,R81383,"3,829",,R82512,193,,R87507,Jul'24 New,,R87316,Jul'24 Y
R81158,"10,507","150,319",6.99%,,R81096,10,0,"29,681",,R81392,"1,540",,R82561,"2,094",,R87522,Jul'24 New,,R87325,Jul'24 Y
R81159,"4,565","65,314",6.99%,,R81097,0,0,0,,R81393,"4,966",,R82566,233,,R87535,Jul'24 New,,R87326,Jul'24 Y
R81161,"40,955","476,776",8.59%,,R81098,0,0,"10,226",,R81395,"1,785",,R82619,344,,R87551,Jul'24 New,,R86501,Jul'24 Y
R81162,"8,467","121,124",6.99%,,R81099,0,0,0,,R81396,"3,733",,R82695,"1,081",,R87359,Jul'24 New,,R87289,Jul'24 Y
R81163,0,0,6.99%,,R81101,0,0,"9,451",,R81501,"4,431",,R82708,108,,R87365,Jul'24 New,,R87288,Jul'24 Y
R81166,"5,754","82,311",6.99%,,R81102,0,0,0,,R81507,"3,299",,R82716,363,,R87373,Jul'24 New,,R81311,Jul'24 In Month
R81167,"28,882","366,055",7.89%,,R81103,0,0,"13,661",,R81509,13,,R82727,529,,R87377,Jul'24 New,,R81832,Jul'24 In Month
R81168,"7,216","103,230",6.99%,,R81105,0,0,0,,R81531,"2,703",,R82758,4,,R87379,Jul'24 New,,R82061,Jul'24 In Month
R81169,0,0,7.89%,,R81106,0,0,0,,R81535,"2,556",,R82782,784,,R87387,Jul'24 New,,R82567,Jul'24 In Month
R81171,"16,992","223,879",7.59%,,R81107,0,0,"25,138",,R81555,"1,526",,R82882,188,,R87518,Jul'24 New,,R82821,Jul'24 In Month
R81172,"14,488","207,274",6.99%,,R81108,0,0,0,,R81576,"1,121",,R82885,99,,R87521,Jul'24 New,,R82886,Jul'24 In Month
R81177,"15,191","190,122",7.99%,,R81109,0,0,"23,718",,R81586,"2,048",,R82889,115,,R87531,Jul'24 New,,R82891,Jul'24 In Month
R81178,"15,915","227,686",6.99%,,R81112,0,0,"22,785",,R81589,"4,065",,R82927,542,,R87385,Jul'24 New,,R82902,Jul'24 In Month
R81181,"13,357","191,093",6.99%,,R81113,0,0,0,,R81592,"1,911",,R82977,216,,R87512,Jul'24 New,,R82916,Jul'24 In Month
R81182,"23,836","341,005",6.99%,,R81115,0,0,0,,R81596,"1,251",,R82997,516,,R87539,Jul'24 New,,R82926,Jul'24 In Month
R81183,"23,918","315,128",7.59%,,R81116,0,0,"20,963",,R81612,"1,339",,R83006,262,,R87529,Jul'24 New,,R82985,Jul'24 In Month
R81185,0,0,7.99%,,R81117,0,0,"3,408",,R81626,"1,035",,R83015,122,,R87566,Jul'24 New,,R83236,Jul'24 In Month
R81186,"5,921","84,704",6.99%,,R81118,0,0,0,,R81636,"2,515",,R83027,17,,R87571,Jul'24 New,,R83287,Jul'24 In Month
R81188,"10,221","127,765",8.00%,,R81119,0,0,"5,572",,R81639,610,,R83093,176,,R87569,Jul'24 New,,R83567,Jul'24 In Month
R81191,"12,736","182,196",6.99%,,R81121,0,0,"31,988",,R81651,"14,591",,R83116,481,,R87576,Jul'24 New,,R83831,Jul'24 In Month
R81193,"14,817","187,795",7.89%,,R81122,0,0,0,,R81665,"3,532",,R83118,471,,R87568,Jul'24 New,,R83932,Jul'24 In Month
R81195,"14,233","182,710",7.79%,,R81123,0,0,0,,R81668,"7,211",,R83131,418,,R87573,Jul'24 New,,R83997,Jul'24 In Month
R81199,0,0,7.59%,,R81125,0,0,"4,372",,R81683,186,,R83139,383,,R87502,Jul'24 New,,R85006,Jul'24 In Month
R81201,"7,957","99,466",8.00%,,R81126,0,0,0,,R81689,"1,687",,R83183,411,,R87538,Jul'24 New,,R85396,Jul'24 In Month
R81202,"12,307","176,064",6.99%,,R81127,0,0,"33,034",,R81707,"6,066",,R83187,194,,R87363,Jul'24 New,,R85586,Jul'24 In Month
R81203,"29,314","376,300",7.79%,,R81128,0,0,"10,584",,R81708,"1,335",,R83193,458,,R86831,Jul'24 New,,R85596,Jul'24 In Month
R81205,"35,647","457,605",7.79%,,R81129,0,0,0,,R81715,"2,207",,R83212,344,,R87878,Jul'24 New,,R85615,Jul'24 In Month
R81206,"25,649","366,944",6.99%,,R81131,0,0,0,,R81716,964,,R83225,373,,R87567,Jul'24 New,,R85761,Jul'24 In Month
R81207,"15,533","196,874",7.89%,,R81132,0,0,"29,428",,R81722,"5,455",,R83227,351,,R88239,Aug'24 Reactivate,,R85792,Jul'24 In Month
R81208,"5,573","79,724",6.99%,,R81133,0,0,"22,173",,R81728,"3,938",,R83256,669,,R88971,Aug'24 Reactivate,,R85861,Jul'24 In Month
R81211,"10,577","151,312",6.99%,,R81135,0,0,"12,300",,R81733,"2,631",,R83262,747,,R81091,Aug'24 Reactivate,,R85865,Jul'24 In Month
R81212,"21,996","289,797",7.59%,,R81136,0,0,0,,R81739,"1,351",,R83268,449,,R81291,Aug'24 Reactivate,,R85876,Jul'24 In Month
R81213,0,0,6.99%,,R81137,0,0,0,,R81753,"3,615",,R83275,168,,R81293,Aug'24 Reactivate,,R85885,Jul'24 In Month
R81219,"23,162","289,883",7.99%,,R81138,0,0,0,,R81757,"1,162",,R83276,123,,R81375,Aug'24 Reactivate,,R85997,Jul'24 In Month
R81222,0,0,7.99%,,R81139,0,0,0,,R81768,"2,207",,R83282,92,,R81576,Aug'24 Reactivate,,R86023,Jul'24 In Month
R81223,"20,750","241,558",8.59%,,R81151,0,0,"25,580",,R81776,467,,R83312,"1,144",,R81581,Aug'24 Reactivate,,R86117,Jul'24 In Month
R81225,"21,685","271,402",7.99%,,R81152,0,0,0,,R81796,"1,896",,R83319,217,,R81662,Aug'24 Reactivate,,R86132,Jul'24 In Month
R81226,"11,904","170,294",6.99%,,R81153,0,0,0,,R81803,"2,244",,R83333,145,,R81922,Aug'24 Reactivate,,R86259,Jul'24 In Month
R81227,"14,976","189,804",7.89%,,R81155,0,0,"18,539",,R81805,"3,171",,R83353,137,,R81997,Aug'24 Reactivate,,R86262,Jul'24 In Month
R81228,"14,248","178,326",7.99%,,R81156,0,0,0,,R81811,520,,R83357,231,,R82051,Aug'24 Reactivate,,R86735,Jul'24 In Month
R81229,"30,822","440,949",6.99%,,R81157,10,0,"8,702",,R81819,73,,R83368,599,,R82367,Aug'24 Reactivate,,R86752,Jul'24 In Month
R81232,"13,237","165,458",8.00%,,R81158,0,0,"10,507",,R81823,"11,403",,R83376,84,,R82756,Aug'24 Reactivate,,R86972,Jul'24 In Month
R81233,"31,480","393,989",7.99%,,R81159,10,0,"4,685",,R81825,"2,427",,R83377,6,,R82895,Aug'24 Reactivate,,R87058,Jul'24 In Month
R81235,"45,448","598,787",7.59%,,R81161,10,0,"41,075",,R81837,"1,944",,R83395,"1,023",,R82885,Aug'24 Reactivate,,R87139,Jul'24 In Month
R81236,"13,117","187,655",6.99%,,R81162,0,0,"8,467",,R81861,533,,R83508,205,,R83013,Aug'24 Reactivate,,R88386,Jul'24 In Month
R81237,"10,659","152,485",6.99%,,R81163,0,0,0,,R81863,593,,R83509,157,,R83127,Aug'24 Reactivate,,R88813,Jul'24 In Month
R81238,"7,256","103,805",6.99%,,R81165,0,0,0,,R81865,"1,094",,R83511,49,,R83389,Aug'24 Reactivate,,R87188,Jul'24 In Month
R81239,0,0,8.00%,,R81166,0,0,"5,754",,R81866,"1,988",,R83523,123,,R83392,Aug'24 Reactivate,,R87223,Jul'24 In Month
R81251,"11,544","165,147",6.99%,,R81167,10,0,"29,002",,R81876,"3,337",,R83532,311,,R83387,Aug'24 Reactivate,,R87295,Jul'24 In Month
R81252,"2,190","31,337",6.99%,,R81168,0,0,"7,216",,R81877,"14,619",,R83559,91,,R83693,Aug'24 Reactivate,,R87312,Jul'24 In Month
R81255,"9,275","132,692",6.99%,,R81169,0,0,0,,R81888,"8,299",,R83575,247,,R85167,Aug'24 Reactivate,,R87327,Jul'24 In Month
R81256,"20,618","271,650",7.59%,,R81171,0,0,"16,992",,R81892,"1,503",,R83582,131,,R85685,Aug'24 Reactivate,,R81502,Jul'24 In Month
R81257,"8,618","123,289",6.99%,,R81172,10,0,"14,608",,R81899,"8,397",,R83586,437,,R85766,Aug'24 Reactivate,,R85787,Jul'24 In Month
R81259,"16,939","242,326",6.99%,,R81175,0,0,0,,R81909,"1,667",,R83655,577,,R85899,Aug'24 Reactivate,,R86257,Jul'24 In Month
R81261,"17,483","230,343",7.59%,,R81176,0,0,0,,R81928,"3,998",,R83656,467,,R85908,Aug'24 Reactivate,,R86619,Jul'24 In Month
R81262,0,0,8.00%,,R81177,0,0,"15,191",,R81935,909,,R83667,252,,R85987,Aug'24 Reactivate,,R83021,Jul'24 In Month
R81263,"14,029","184,838",7.59%,,R81178,0,0,"15,915",,R81936,"2,109",,R83677,423,,R85989,Aug'24 Reactivate,,R87203,Jul'24 In Month
R81265,"14,041","180,249",7.79%,,R81181,0,0,"13,357",,R81951,"2,580",,R83689,532,,R86289,Aug'24 Reactivate,,R83358,Jul'24 In Month
R81266,"28,655","409,944",6.99%,,R81182,0,0,"23,836",,R81959,"1,501",,R83706,158,,R86525,Aug'24 Reactivate,,R82929,Jul'24 In Month
R81267,"9,293","132,941",6.99%,,R81183,0,0,"23,918",,R81962,"15,991",,R83791,624,,R86818,Aug'24 Reactivate,,R83163,Jul'24 In Month
R81269,"40,931","512,276",7.99%,,R81185,0,0,0,,R81963,"4,768",,R83873,201,,R86996,Aug'24 Reactivate,,R87209,Jul'24 In Month
R81271,"7,626","95,321",8.00%,,R81186,0,0,"5,921",,R81965,"1,780",,R83882,379,,R87128,Aug'24 Reactivate,,R87301,Jul'24 In Month
R81272,"15,395","220,237",6.99%,,R81187,0,0,0,,R81971,949,,R83906,111,,R87572,Aug'24 New,,R87273,Jul'24 In Month
R81273,"12,624","180,599",6.99%,,R81188,0,0,"10,221",,R81972,"2,004",,R83927,43,,R87517,Aug'24 New,,R87189,Jul'24 In Month
R81275,"6,258","89,526",6.99%,,R81189,0,0,0,,R81978,"3,276",,R83967,988,,R87536,Aug'24 New,,R86225,Jul'24 In Month
R81277,"15,136","216,539",6.99%,,R81191,0,0,"12,736",,R82009,"1,431",,R83995,127,,R87509,Aug'24 New,,R85017,Jul'24 In Month
R81278,"15,495","193,927",7.99%,,R81192,0,0,0,,R82011,193,,R85019,254,,R87565,Aug'24 New,,R85102,Jul'24 In Month
R81279,0,0,6.99%,,R81193,200,0,"17,217",,R82015,"1,583",,R85021,148,,R87392,Aug'24 New,,R85923,Jul'24 In Month
R81282,0,0,8.19%,,R81195,10,0,"14,353",,R82029,433,,R85057,476,,R87533,Aug'24 New,,R87235,Jul'24 Downgrade
R81283,"26,398","377,660",6.99%,,R81197,0,0,0,,R82031,146,,R85066,204,,R87879,Aug'24 New,,R87099,Jul'24 Lower Usage
R81285,"55,204","642,654",8.59%,,R81198,0,0,0,,R82053,"2,386",,R85078,283,,R87575,Aug'24 New,,R86667,Jul'24 In Month
R81286,"19,313","276,291",6.99%,,R81199,0,0,0,,R82056,"2,414",,R85168,500,,R87579,Aug'24 New,,R81575,Jul'24 Reactivate
R81287,"30,255","388,379",7.79%,,R81201,0,0,"7,957",,R82076,"1,724",,R85169,632,,R87561,Aug'24 New,,R86332,Jul'24 Usage Lower
R81288,"13,153","173,299",7.59%,,R81202,0,0,"12,307",,R82081,"3,030",,R85172,814,,R87578,Aug'24 New,,R88817,Jul'24 Usage Lower
R81291,"18,876","270,043",6.99%,,R81203,0,0,"29,314",,R82083,"2,148",,R85182,102,,R87597,Aug'24 New,,R87291,Jul'24 Usage Lower
R81292,"21,719","252,836",8.59%,,R81205,0,0,"35,647",,R82088,"6,568",,R85199,"1,014",,R87581,Aug'24 New,,R83707,Jul'24 Usage Lower
R81293,"15,923","227,800",6.99%,,R81206,0,0,"25,649",,R82105,"8,198",,R85207,478,,R87605,Aug'24 New,,R83885,Jul'24 Usage Lower
R81295,"6,422","84,612",7.59%,,R81207,0,0,"15,533",,R82109,"5,071",,R85212,573,,R87555,Aug'24 New,,R83808,Jul'24 Usage Lower
R81296,"22,847","326,852",6.99%,,R81208,0,0,"5,573",,R82201,679,,R85216,64,,R87588,Aug'24 New,,R87176,Jul'24 Usage Lower
R81297,"11,619","153,086",7.59%,,R81209,0,0,0,,R82209,"4,157",,R85263,265,,R87601,Aug'24 New,,R82678,Jul'24 Usage Lower
R81298,0,0,6.99%,,R81211,0,0,"10,577",,R82306,"7,048",,R85286,34,,R87583,Aug'24 New,,R86739,Jul'24 Usage Lower
R81302,"41,930","599,864",6.99%,,R81212,10,0,"22,116",,R82329,"3,339",,R85289,279,,R87587,Aug'24 New,,R83508,Jul'24 Usage Lower
R81303,"22,826","300,735",7.59%,,R81213,0,0,0,,R82335,"2,867",,R85292,232,,R87586,Aug'24 New,,R87362,Jul'24 Usage Higher
R81305,"9,033","129,233",6.99%,,R81216,0,0,0,,R82336,"1,797",,R85311,811,,R87598,Aug'24 New,,R87362,Jul'24 Usage Higher
R81306,"11,683","146,035",8.00%,,R81217,0,0,0,,R82363,"1,217",,R85317,699,,R87562,Aug'24 New,,R88313,Jul'24 Usage Higher
R81307,"57,937","763,333",7.59%,,R81219,0,0,"23,162",,R82365,842,,R85356,248,,R87599,Aug'24 New,,R88108,Jul'24 Usage Higher
R81308,"15,531","222,183",6.99%,,R81221,0,0,0,,R82366,"10,070",,R85365,85,,R87595,Aug'24 New,,R82356,Jul'24 Usage Higher
R81309,"20,530","270,483",7.59%,,R81222,0,0,0,,R82368,"1,184",,R85371,595,,R87591,Aug'24 New,,R87357,Jul'24 Usage Higher
R81311,"8,869","108,288",8.19%,,R81223,0,0,"20,750",,R82377,565,,R85391,"1,347",,R87603,Aug'24 New,,R85291,Jul'24 Usage Higher
R81312,"1,839","26,314",6.99%,,R81225,0,0,"21,685",,R82379,"2,824",,R85557,844,,R87611,Aug'24 New,,R85299,Jul'24 Usage Higher
R81315,"3,217","42,381",7.59%,,R81226,0,0,"11,904",,R82385,"1,432",,R85558,149,,R87615,Aug'24 New,,R83097,Jul'24 Usage Higher
R81316,"7,053","100,895",6.99%,,R81227,0,0,"14,976",,R82393,"4,282",,R85576,490,,R87526,Aug'24 New,,R87307,Jul'24 Usage Higher
R81317,"6,927","99,097",6.99%,,R81228,0,0,"14,248",,R82395,"2,364",,R85601,590,,R87609,Aug'24 New,,R85312,Jul'24 Usage Higher
R81318,"8,528","122,005",6.99%,,R81229,0,0,"30,822",,R82506,"1,051",,R85605,58,,R87602,Aug'24 New,,R85519,Jul'24 Usage Higher
R81321,"21,719","286,159",7.59%,,R81231,0,0,0,,R82511,"2,490",,R85609,20,,R87589,Aug'24 New,,R83663,Jul'24 Usage Higher
R81323,"18,919","249,263",7.59%,,R81232,0,0,"13,237",,R82512,890,,R85639,39,,R87607,Aug'24 New,,R88856,Jul'24 Usage Higher
R81325,"11,828","148,033",7.99%,,R81233,0,0,"31,480",,R82518,"1,542",,R85658,345,,R87612,Aug'24 New,,R83781,Jul'24 Usage Higher
R81326,"12,260","175,396",6.99%,,R81235,0,0,"45,448",,R82533,"2,776",,R85666,614,,R87619,Aug'24 New,,R83296,Jul'24 Usage Higher
R81327,"5,372","76,846",6.99%,,R81236,0,0,"13,117",,R82539,"1,703",,R85668,105,,R87625,Aug'24 New,,,
R81328,0,0,8.00%,,R81237,0,0,"10,659",,R82561,"2,001",,R85678,569,,R87608,Aug'24 New,,,
R81329,0,0,6.99%,,R81238,0,0,"7,256",,R82566,768,,R85708,"1,198",,R87559,Aug'24 New,,,
R81331,"15,194","217,362",6.99%,,R81239,0,0,0,,R82573,"4,402",,R85716,648,,R87617,Aug'24 New,,,
R81333,"22,018","314,987",6.99%,,R81251,0,0,"11,544",,R82586,"2,156",,R85723,215,,R87618,Aug'24 New,,,
R81335,0,0,7.59%,,R81252,100,0,"3,390",,R82591,"9,425",,R85766,85,,R87622,Aug'24 New,,,
R81338,"23,903","341,965",6.99%,,R81253,0,0,0,,R82598,"1,201",,R85775,183,,R87577,Aug'24 New,,,
R81339,0,0,8.59%,,R81255,0,0,"9,275",,R82603,"4,702",,R85785,44,,R87657,Aug'24 New,,,
R81352,"20,994","262,757",7.99%,,R81256,10,0,"20,738",,R82615,"4,727",,R85807,"2,907",,R87655,Aug'24 New,,,
R81353,"35,041","461,680",7.59%,,R81257,0,0,"8,618",,R82619,775,,R85925,573,,R87639,Aug'24 New,,,
R81355,"17,487","250,165",6.99%,,R81258,0,0,0,,R82638,"7,219",,R85929,464,,R87665,Aug'24 New,,,
R81356,"21,202","272,173",7.79%,,R81259,0,0,"16,939",,R82653,"11,048",,R85956,226,,R87606,Aug'24 New,,,
R81357,"19,429","277,948",6.99%,,R81261,10,0,"17,603",,R82661,"4,688",,R85962,13,,R87658,Aug'24 New,,,
R81358,"27,998","325,939",8.59%,,R81262,0,0,0,,R82662,196,,R85965,120,,R87628,Aug'24 New,,,
R81359,"9,715","113,093",8.59%,,R81263,0,0,"14,029",,R82673,"1,118",,R85976,324,,R87651,Aug'24 New,,,
R81361,"21,995","256,055",8.59%,,R81265,0,0,"14,041",,R82681,"10,836",,R86005,52,,R87637,Aug'24 New,,,
R81362,"12,064","158,952",7.59%,,R81266,0,0,"28,655",,R82688,"1,144",,R86127,406,,R87613,Aug'24 New,,,
R81369,"11,489","164,361",6.99%,,R81267,200,0,"11,693",,R82693,739,,R86131,777,,R87656,Aug'24 New,,,
R81371,"30,217","398,113",7.59%,,R81268,0,0,0,,R82695,"2,725",,R86166,27,,R87626,Aug'24 New,,,
R81372,"14,014","200,488",6.99%,,R81269,0,0,"40,931",,R82708,132,,R86168,"1,451",,R87621,Aug'24 New,,,
