Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status,,,
R81155,"20,294","290,334",6.99%,,R81177,0,0,"14,006",,R81383,"3,115",,R85962,1,,R87503,Jul'24 New,,R87128,Jul'24 Y
R81157,"6,836","97,795",6.99%,,R81178,0,0,"14,313",,R81392,"2,195",,R85965,24,,R87507,Jul'24 New,,R87316,Jul'24 Y
R81158,"9,795","140,125",6.99%,,R81181,0,0,"16,790",,R81393,"6,134",,R85976,57,,R87522,Jul'24 New,,R87325,Jul'24 Y
R81159,"6,136","87,779",6.99%,,R81182,0,0,"23,342",,R81395,"4,411",,R86005,2,,R87535,Jul'24 New,,R87326,Jul'24 Y
R81161,"40,152","467,423",8.59%,,R81183,0,0,"23,170",,R81396,"3,979",,R86178,4,,R87551,Jul'24 New,,R86501,Jul'24 Y
R81162,"8,141","116,467",6.99%,,R81186,0,0,"5,907",,R81501,"3,822",,R86181,31,,R87359,Jul'24 New,,R87289,Jul'24 Y
R81163,0,0,6.99%,,R81188,0,0,"11,340",,R81507,997,,R86212,38,,R87365,Jul'24 New,,R87288,Jul'24 Y
R81166,"6,407","91,667",6.99%,,R81191,0,0,"13,557",,R81531,"2,416",,R86268,34,,R87373,Jul'24 New,,R81311,Jul'24 In Month
R81167,"28,406","360,019",7.89%,,R81193,200,0,"15,915",,R81535,"2,730",,R86332,4,,R87377,Jul'24 New,,R81832,Jul'24 In Month
R81168,"5,546","79,338",6.99%,,R81195,10,0,"11,543",,R81576,"5,168",,R86377,68,,R87379,Jul'24 New,,R82061,Jul'24 In Month
R81169,0,0,7.89%,,R81201,0,0,"8,554",,R81586,"1,543",,R86398,13,,R87387,Jul'24 New,,R82567,Jul'24 In Month
R81171,"16,337","215,245",7.59%,,R81202,0,0,"13,262",,R81589,"3,429",,R86399,5,,R87518,Jul'24 New,,R82821,Jul'24 In Month
R81172,"14,741","210,894",6.99%,,R81203,0,0,"31,627",,R81592,"2,267",,R86508,29,,R87521,Jul'24 New,,R82886,Jul'24 In Month
R81177,"14,006","175,299",7.99%,,R81205,0,0,"41,654",,R81596,"1,314",,R86509,18,,R87531,Jul'24 New,,R82891,Jul'24 In Month
R81178,"14,313","204,761",6.99%,,R81206,0,0,"24,791",,R81612,936,,R86528,44,,R87385,Jul'24 New,,R82902,Jul'24 In Month
R81181,"16,790","240,205",6.99%,,R81207,0,0,"15,557",,R81626,"1,153",,R86585,30,,R87512,Jul'24 New,,R82916,Jul'24 In Month
R81182,"23,342","333,929",6.99%,,R81208,0,0,"6,189",,R81636,"3,360",,R86612,45,,R87539,Jul'24 New,,R82926,Jul'24 In Month
R81183,"23,170","305,264",7.59%,,R81211,0,0,"10,159",,R81639,537,,R86616,3,,R87529,Jul'24 New,,R82985,Jul'24 In Month
R81185,0,0,7.99%,,R81212,10,0,"27,862",,R81651,"14,868",,R86658,17,,R87566,Jul'24 New,,R83236,Jul'24 In Month
R81186,"5,907","84,505",6.99%,,R81219,0,0,"23,638",,R81665,"3,852",,R86666,5,,R87571,Jul'24 New,,R83287,Jul'24 In Month
R81188,"11,340","141,755",8.00%,,R81223,0,0,"27,332",,R81668,"6,759",,R86691,54,,R87569,Jul'24 New,,R83567,Jul'24 In Month
R81191,"13,557","193,949",6.99%,,R81225,0,0,"21,079",,R81683,343,,R86698,42,,R87576,Jul'24 New,,R83831,Jul'24 In Month
R81193,"13,515","171,291",7.89%,,R81226,0,0,"11,905",,R81689,"1,803",,R86721,1,,R87568,Jul'24 New,,R83932,Jul'24 In Month
R81195,"11,423","146,641",7.79%,,R81227,0,0,"14,899",,R81707,"6,172",,R86769,19,,R87573,Jul'24 New,,R83997,Jul'24 In Month
R81199,0,0,7.59%,,R81228,0,0,"15,277",,R81708,"1,112",,R86791,3,,R87502,Jul'24 New,,R85006,Jul'24 In Month
R81201,"8,554","106,925",8.00%,,R81229,0,0,"28,546",,R81715,"2,111",,R86797,4,,R87538,Jul'24 New,,R85396,Jul'24 In Month
R81202,"13,262","189,733",6.99%,,R81232,0,0,"13,287",,R81716,650,,R86832,41,,R87363,Jul'24 New,,R85586,Jul'24 In Month
R81203,"31,627","405,993",7.79%,,R81233,0,0,"31,539",,R81722,"5,248",,R86837,23,,R86831,Jul'24 New,,R85596,Jul'24 In Month
R81205,"41,654","534,713",7.79%,,R81235,0,0,"44,018",,R81728,"4,187",,R86838,74,,R87878,Jul'24 New,,R85615,Jul'24 In Month
R81206,"24,791","354,658",6.99%,,R81236,0,0,"5,492",,R81733,"2,424",,R86863,21,,R87567,Jul'24 New,,R85761,Jul'24 In Month
R81207,"15,557","197,176",7.89%,,R81237,0,0,"11,584",,R81739,"2,210",,R86865,5,,R88239,Aug'24 Reactivate,,R85792,Jul'24 In Month
R81208,"6,189","88,538",6.99%,,R81238,0,0,"6,433",,R81753,"3,136",,R86875,99,,R88971,Aug'24 Reactivate,,R85861,Jul'24 In Month
R81211,"10,159","145,342",6.99%,,R81251,0,0,"11,716",,R81757,"1,079",,R86879,57,,R81091,Aug'24 Reactivate,,R85865,Jul'24 In Month
R81212,"27,742","365,506",7.59%,,R81252,100,0,"2,688",,R81768,"2,684",,R86891,34,,R81291,Aug'24 Reactivate,,R85876,Jul'24 In Month
R81213,0,0,6.99%,,R81255,0,0,"12,445",,R81776,394,,R86895,19,,R81293,Aug'24 Reactivate,,R85885,Jul'24 In Month
R81219,"23,638","295,843",7.99%,,R81256,10,0,"18,091",,R81796,"2,547",,R86902,4,,R81375,Aug'24 Reactivate,,R85997,Jul'24 In Month
R81222,0,0,7.99%,,R81257,0,0,"10,383",,R81798,619,,R86905,28,,R81576,Aug'24 Reactivate,,R86023,Jul'24 In Month
R81223,"27,332","318,180",8.59%,,R81259,0,0,"16,090",,R81803,"2,458",,R86906,7,,R81581,Aug'24 Reactivate,,R86117,Jul'24 In Month
R81225,"21,079","263,816",7.99%,,R81261,10,0,"19,304",,R81805,"2,895",,R86916,27,,R81662,Aug'24 Reactivate,,R86132,Jul'24 In Month
R81226,"11,905","170,319",6.99%,,R81263,0,0,"14,816",,R81811,645,,R86963,2,,R81922,Aug'24 Reactivate,,R86259,Jul'24 In Month
R81227,"14,899","188,838",7.89%,,R81265,0,0,"13,704",,R81815,36,,R86977,30,,R81997,Aug'24 Reactivate,,R86262,Jul'24 In Month
R81228,"15,277","191,205",7.99%,,R81266,0,0,"27,629",,R81819,25,,R86979,10,,R82051,Aug'24 Reactivate,,R86735,Jul'24 In Month
R81229,"28,546","408,381",6.99%,,R81267,200,0,"11,634",,R81823,"12,655",,R87001,20,,R82367,Aug'24 Reactivate,,R86752,Jul'24 In Month
R81232,"13,287","166,090",8.00%,,R81269,0,0,"39,790",,R81825,"2,420",,R87032,26,,R82756,Aug'24 Reactivate,,R86972,Jul'24 In Month
R81233,"31,539","394,736",7.99%,,R81272,0,0,"17,371",,R81837,"1,905",,R87069,1,,R82895,Aug'24 Reactivate,,R87058,Jul'24 In Month
R81235,"44,018","579,942",7.59%,,R81273,0,0,"1,609",,R81861,743,,R87072,2,,R82885,Aug'24 Reactivate,,R87139,Jul'24 In Month
R81236,"5,492","78,567",6.99%,,R81275,0,0,"6,683",,R81863,449,,R87129,3,,R83013,Aug'24 Reactivate,,R88386,Jul'24 In Month
R81237,"11,584","165,727",6.99%,,R81277,0,0,"16,235",,R81865,"1,063",,R87131,9,,R83127,Aug'24 Reactivate,,R88813,Jul'24 In Month
R81238,"6,433","92,027",6.99%,,R81278,0,0,"15,679",,R81866,"1,857",,R87137,76,,R83389,Aug'24 Reactivate,,R87188,Jul'24 In Month
R81239,0,0,8.00%,,R81279,200,0,"2,400",,R81876,"3,702",,R87165,45,,R83392,Aug'24 Reactivate,,R87223,Jul'24 In Month
R81251,"11,716","167,615",6.99%,,R81283,0,0,"24,245",,R81877,"15,327",,R87168,56,,R83387,Aug'24 Reactivate,,R87295,Jul'24 In Month
R81252,"1,488","21,288",6.99%,,R81285,0,0,"55,899",,R81888,"7,999",,R87175,20,,R83693,Aug'24 Reactivate,,R87312,Jul'24 In Month
R81255,"12,445","178,042",6.99%,,R81286,0,0,"19,727",,R81892,"1,538",,R87189,3,,R85167,Aug'24 Reactivate,,R87327,Jul'24 In Month
R81256,"17,971","236,772",7.59%,,R81287,0,8,"27,447",,R81899,"8,673",,R87195,18,,R85685,Aug'24 Reactivate,,R81502,Jul'24 In Month
R81257,"10,383","148,540",6.99%,,R81291,0,0,"19,215",,R81909,"2,105",,R87222,5,,R85766,Aug'24 Reactivate,,R85787,Jul'24 In Month
R81259,"16,090","230,183",6.99%,,R81292,0,0,"23,332",,R81928,"3,874",,R87232,1,,R85899,Aug'24 Reactivate,,R86257,Jul'24 In Month
R81261,"19,184","252,759",7.59%,,R81293,0,0,"13,840",,R81935,895,,R87263,5,,R85908,Aug'24 Reactivate,,R86619,Jul'24 In Month
R81262,0,0,8.00%,,R81295,0,0,"6,801",,R81936,"2,222",,R87278,22,,R85987,Aug'24 Reactivate,,R83021,Jul'24 In Month
R81263,"14,816","195,199",7.59%,,R81296,0,0,"25,793",,R81951,"2,433",,R87283,10,,R85989,Aug'24 Reactivate,,R87203,Jul'24 In Month
R81265,"13,704","175,912",7.79%,,R81297,0,0,"10,502",,R81959,"1,285",,R87308,34,,R86289,Aug'24 Reactivate,,R83358,Jul'24 In Month
R81266,"27,629","395,259",6.99%,,R81302,10,0,"42,801",,R81961,805,,R87336,6,,R86525,Aug'24 Reactivate,,R82929,Jul'24 In Month
R81267,"9,234","132,100",6.99%,,R81303,0,0,"24,914",,R81962,"13,950",,R87338,13,,R86818,Aug'24 Reactivate,,R83163,Jul'24 In Month
R81269,"39,790","497,993",7.99%,,R81305,10,0,"9,186",,R81963,"4,533",,R87351,39,,R86996,Aug'24 Reactivate,,R87209,Jul'24 In Month
R81271,0,0,8.00%,,R81306,0,0,"10,858",,R81965,"1,684",,R87372,23,,R87128,Aug'24 Reactivate,,R87301,Jul'24 In Month
R81272,"17,371","248,517",6.99%,,R81307,0,0,"53,904",,R81969,50,,R87399,3,,R87572,Aug'24 New,,R87273,Jul'24 In Month
R81273,"1,609","23,017",6.99%,,R81308,0,0,"17,017",,R81971,"1,051",,R87503,4,,R87517,Aug'24 New,,R87189,Jul'24 In Month
R81275,"6,683","95,610",6.99%,,R81309,0,0,"20,144",,R81978,"2,989",,R87505,8,,R87536,Aug'24 New,,R86225,Jul'24 In Month
R81277,"16,235","232,260",6.99%,,R81311,200,0,"10,142",,R81999,155,,R87518,30,,R87509,Aug'24 New,,R85017,Jul'24 In Month
R81278,"15,679","196,235",7.99%,,R81312,200,0,"2,400",,R82009,801,,R87521,130,,R87565,Aug'24 New,,R85102,Jul'24 In Month
R81279,0,0,6.99%,,R81315,200,0,"5,235",,R82011,168,,R87523,2,,R87392,Aug'24 New,,R85923,Jul'24 In Month
R81282,0,0,8.19%,,R81316,0,0,"6,798",,R82015,"1,137",,R87533,2,,R87533,Aug'24 New,,R87235,Jul'24 Downgrade
R81283,"24,245","346,850",6.99%,,R81317,0,0,"6,946",,R82029,611,,R87551,21,,R87879,Aug'24 New,,R87099,Jul'24 Lower Usage
R81285,"55,899","650,743",8.59%,,R81318,0,0,"9,640",,R82031,489,,R87557,7,,R87575,Aug'24 New,,R86667,Jul'24 In Month
R81286,"19,727","282,216",6.99%,,R81321,200,0,"27,978",,R82053,"1,812",,R87559,9,,R87579,Aug'24 New,,R81575,Jul'24 Reactivate
R81287,"27,447","352,330",7.79%,,R81323,200,0,"6,545",,R82056,"1,987",,R87561,2,,R87561,Aug'24 New,,R86332,Jul'24 Usage Lower
R81288,0,0,7.59%,,R81325,200,0,"14,675",,R82066,608,,R87568,3,,R87578,Aug'24 New,,R88817,Jul'24 Usage Lower
R81291,"19,215","274,896",6.99%,,R81326,0,0,"11,622",,R82076,"1,867",,R87569,4,,R87597,Aug'24 New,,R87291,Jul'24 Usage Lower
R81292,"23,332","271,619",8.59%,,R81327,0,0,"7,600",,R82081,"2,491",,R87572,9,,R87581,Aug'24 New,,R83707,Jul'24 Usage Lower
R81293,"13,840","197,990",6.99%,,R81331,10,0,"16,813",,R82083,"2,019",,R87582,1,,R87605,Aug'24 New,,R83885,Jul'24 Usage Lower
R81295,"6,801","89,600",7.59%,,R81333,0,0,"24,155",,R82088,"7,278",,R87601,13,,R87555,Aug'24 New,,R83808,Jul'24 Usage Lower
R81296,"25,793","368,999",6.99%,,R81338,0,0,"22,842",,R82105,"7,132",,R87609,2,,R87588,Aug'24 New,,R87176,Jul'24 Usage Lower
R81297,"10,502","138,368",7.59%,,R81352,0,0,"20,831",,R82109,"4,229",,R87615,4,,R87601,Aug'24 New,,R82678,Jul'24 Usage Lower
R81298,0,0,6.99%,,R81353,0,0,"34,293",,R82201,964,,R87629,31,,R87583,Aug'24 New,,R86739,Jul'24 Usage Lower
R81302,"42,681","610,594",6.99%,,R81355,200,8,"20,959",,R82209,"3,468",,R87631,28,,R87587,Aug'24 New,,R83508,Jul'24 Usage Lower
R81303,"24,914","328,246",7.59%,,R81356,0,0,"20,899",,R82306,"3,249",,R87636,27,,R87586,Aug'24 New,,R87362,Jul'24 Usage Higher
R81305,"9,066","129,704",6.99%,,R81357,0,0,"21,898",,R82329,"3,447",,R87663,2,,R87598,Aug'24 New,,R87362,Jul'24 Usage Higher
R81306,"10,858","135,728",8.00%,,R81358,0,0,"29,111",,R82335,"3,798",,R87672,5,,R87562,Aug'24 New,,R88313,Jul'24 Usage Higher
R81307,"53,904","710,192",7.59%,,R81359,210,0,"6,451",,R82336,"1,466",,R87678,19,,R87599,Aug'24 New,,R88108,Jul'24 Usage Higher
R81308,"17,017","243,451",6.99%,,R81361,0,0,"21,804",,R82363,886,,R87679,3,,R87595,Aug'24 New,,R82356,Jul'24 Usage Higher
R81309,"20,144","265,407",7.59%,,R81362,200,0,"13,758",,R82365,787,,R87685,4,,R87591,Aug'24 New,,R87357,Jul'24 Usage Higher
R81311,"7,742","94,525",8.19%,,R81369,0,0,"12,287",,R82366,"11,232",,R87692,10,,R87603,Aug'24 New,,R85291,Jul'24 Usage Higher
R81312,0,0,6.99%,,R81371,0,0,"31,373",,R82368,"1,067",,R87695,4,,R87611,Aug'24 New,,R85299,Jul'24 Usage Higher
R81315,"2,835","37,347",7.59%,,R81372,10,0,"13,934",,R82372,"1,002",,R87713,30,,R87615,Aug'24 New,,R83097,Jul'24 Usage Higher
R81316,"6,798","97,247",6.99%,,R81373,15,0,180,,R82377,835,,R87723,55,,R87526,Aug'24 New,,R87307,Jul'24 Usage Higher
R81317,"6,946","99,377",6.99%,,R81375,0,0,"6,159",,R82379,"2,791",,R87737,19,,R87609,Aug'24 New,,R85312,Jul'24 Usage Higher
R81318,"9,640","137,912",6.99%,,R81376,0,0,"65,208",,R82385,"1,639",,R87753,2,,R87602,Aug'24 New,,R85519,Jul'24 Usage Higher
R81321,"25,578","336,996",7.59%,,R81378,0,0,"19,416",,R82393,"3,620",,R87756,12,,R87589,Aug'24 New,,R83663,Jul'24 Usage Higher
R81323,"4,145","54,609",7.59%,,R81379,0,0,"13,199",,R82395,"1,881",,R87763,20,,R87607,Aug'24 New,,R88856,Jul'24 Usage Higher
R81325,"12,275","153,628",7.99%,,R81382,0,0,"11,630",,R82506,757,,R87766,10,,R87612,Aug'24 New,,R83781,Jul'24 Usage Higher
R81326,"11,622","166,266",6.99%,,R81383,0,0,"35,454",,R82511,"2,512",,R87771,2,,R87619,Aug'24 New,,R83296,Jul'24 Usage Higher
R81327,"7,600","108,730",6.99%,,R81385,200,0,"6,900",,R82512,275,,R87773,2,,R87625,Aug'24 New,,,
R81328,0,0,8.00%,,R81387,200,0,"39,964",,R82518,"1,832",,R87778,10,,R87608,Aug'24 New,,,
R81329,0,0,6.99%,,R81388,54,0,648,,R82533,"2,532",,R87792,8,,R87559,Aug'24 New,,,
R81331,"16,693","238,806",6.99%,,R81391,0,0,"42,538",,R82539,"3,130",,R87799,1,,R87617,Aug'24 New,,,
R81333,"24,155","345,571",6.99%,,R81392,0,0,"43,996",,R82561,"1,728",,R87808,3,,R87618,Aug'24 New,,,
R81335,0,0,7.59%,,R81393,10,0,"84,672",,R82566,797,,R87809,1,,R87622,Aug'24 New,,,
R81338,"22,842","326,784",6.99%,,R81395,0,0,"40,168",,R82573,"5,882",,R87819,1,,R87577,Aug'24 New,,,
R81339,0,0,8.59%,,R81396,0,0,"38,379",,R82586,"2,331",,R87822,1,,R87657,Aug'24 New,,,
R81352,"20,831","260,709",7.99%,,R81399,0,0,"9,891",,R82591,"9,346",,R87823,1,,R87655,Aug'24 New,,,
R81353,"34,293","451,815",7.59%,,R81501,0,0,"32,676",,R82592,125,,R87828,1,,R87639,Aug'24 New,,,
R81355,"18,559","265,507",6.99%,,R81503,200,0,"7,640",,R82598,"1,712",,R88101,4,,R87665,Aug'24 New,,,
R81356,"20,899","268,282",7.79%,,R81505,0,0,"27,837",,R82603,"4,534",,R88251,19,,R87606,Aug'24 New,,,
R81357,"21,898","313,280",6.99%,,R81507,0,0,"13,862",,R82615,"4,830",,R88283,76,,R87658,Aug'24 New,,,
R81358,"29,111","338,896",8.59%,,R81508,50,0,"1,885",,R82619,963,,R88617,61,,R87628,Aug'24 New,,,
R81359,"3,931","45,763",8.59%,,R81509,0,0,"7,969",,R82638,"6,914",,R88967,210,,R87651,Aug'24 New,,,
R81361,"21,804","253,836",8.59%,,R81512,0,0,"20,339",,R82653,"10,288",,R88998,21,,R87637,Aug'24 New,,,
R81362,"11,358","149,643",7.59%,,R81515,0,0,"34,252",,R82661,"4,619",,Grand Total,"5,388",,R87613,Aug'24 New,,,
R81369,"12,287","175,782",6.99%,,R81516,0,0,"18,647",,R82662,249,,R86005,18,,R87656,Aug'24 New,,,
