Snowball_ID,Date,page_view,scroll,user_engagement,session_start,first_visit,form_start,AnyFormSubmit,Any_Form.Submit,video_complete,video_progress,video_start,click,ID,Name,Business.Type,Chain,Street,City.Town,State.Province.Code,Zip.Postal.Code,Country,First.Name,Last.Name,Title,Role,Contact.Email,Contact.Phone,Established,Estimated.Employees,Phone,Contact.Count,Most.Common.Email,Cuisines..Regional.,Price.Range,Website.Technology.Vendors,Ordering.Solutions,Cloud.Point.of.Sale.System,group,location,Exclusion.Check
9092,20230903,1,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9141,20230901,6,0,0,6,5,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9213,20230902,1,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9240,20230901,1,0,0,1,1,0,0,0,1,1,1,0,325b7840ba95ef77,Golden City,Restaurant; Quick Service,NA,113 W College St,Columbiana,AL,35051,United States,,,                ,,adrianwang1996@gmail.com,NA,NA,NA,(205) 671-5388,0,adrianwang1996@gmail.com,Chinese,$,BringMeThat; Uber Eats,,,Offer_A,US,NA
9327,20230905,1,0,0,1,1,0,0,0,0,0,0,0,345c4fb4cb24f8be,OEC Hibachi And Sushi Japanese Express,Restaurant,NA,1105 Southview Ln,Tuscaloosa,AL,35405,United States,,,,,,NA,NA,NA,(205) 331-4775,0,,Japanese,$$,DoorDash,,,Offer_A,US,NA
9689,20230905,1,1,0,1,1,0,0,0,1,1,1,0,6fe3aaf905fd0761,Blu DTR,Restaurant,NA,214 W Elm St,Rogers,AR,72756,United States,,,,,bluinrogers@gmail.com,NA,NA,NA,(479) 270-1128,0,bluinrogers@gmail.com,Japanese,,Owner; TableAgent,,,Offer_A,US,NA
10284,20230909,1,1,0,1,1,0,0,0,1,1,1,0,183d0f7c1ca55cec,Panda King Chinese Food,Restaurant; Quick Service,NA,4310 S Central Ave,Los Angeles,CA,90011,United States,,,,,,NA,2006,NA,(323) 306-9335,0,,Chinese,$,,,,Offer_A,US,NA
10503,20230906,1,1,1,1,1,0,0,0,0,0,0,0,f800e5d7a5e9fd40,GOZEN - Japanese Sake Bistro,Restaurant,NA,521 N La Cienega Blvd,West Hollywood,CA,90048,United States,,,,,info@gozenbistro.com,NA,NA,NA,(213) 308-9393,0,info@gozenbistro.com,Japanese,$$$,Apple App Store; Tock,,,Offer_A,US,NA
11111,20230814,2,2,1,0,0,0,0,0,0,0,0,0,5e2239d256f6020c,Shibuya,Restaurant,NA,4774 Park Granada,Calabasas,CA,91302,United States,,,,,,NA,1996,NA,(818) 225-1560,0,,Japanese,$$$,,,,Offer_A,US,NA
12345,20230814,3,2,3,0,0,0,0,0,0,0,0,0,aa457dbb665d314c,Yummy Yummy,Restaurant,NA,92 Corporate Park,Irvine,CA,92606,United States,Amy,G,Business Owner,Owner,,NA,2018,NA,(949) 861-8666,1,,Chinese,$,DoorDash; Uber Eats,,,Offer_A,US,NA
12862,20230911,1,0,1,1,1,1,0,0,0,0,0,0,1a09e0653c0aabb9,China Bistro,Restaurant; Quick Service,NA,4000 Coffee Rd,Bakersfield,CA,93308,United States,L. I.,Zong Jin,,,,NA,2007,NA,(661) 213-3268,1,,Chinese,$$,DoorDash; Google Analytics; Grubhub; MenuPages; Menufy; Menusifu; Uber Eats; WooCommerce,Menufy; Menusifu,Menusifu,Offer_A,US,NA
13053,20230907,1,0,1,2,1,0,0,0,0,0,0,0,87267f02c3807c68,Aromas,Restaurant,NA,568 E Olive Ave,Fresno,CA,93728,United States,,,,,,NA,NA,NA,(559) 449-3022,0,aromasfresno@gmail.com,Chinese,$$,DoorDash; Grubhub; Uber Eats,,,Offer_A,US,NA
13506,20230908,1,1,1,1,1,0,0,0,0,0,0,0,33de09cb74b0c63c,Noodle Stop,Restaurant; Quick Service,NA,1325 Noriega St,San Francisco,CA,94122,United States,,,,,,NA,NA,NA,(415) 753-6688,0,,Chinese,$$,Google Analytics; Grubhub; Menusifu; Uber Eats; WooCommerce,Menusifu,Menusifu,Offer_A,US,NA
13667,20230922,1,0,0,1,1,0,0,0,0,0,0,0,d24a2c01928759ef,Lobster Chef,Restaurant,NA,2948 S Norfolk St,San Mateo,CA,94403,United States,Michael,Yiu,Owner,Owner,,NA,NA,NA,(650) 315-2218,1,lobsterchefus@gmail.com,Creole; Cajun,,Square; Square Gift Cards; Square Loyalty; Square Market; Square Messages; Square Online Order; Squarespace; Yelp Reservation; Yelp Waitlist,Square; Square Online Order,Square,Offer_A,US,NA
14110,20230814,1,0,0,1,1,0,0,0,0,0,0,0,bfa97af492dd4756,China Village,Restaurant,NA,1335 Solano Ave,Albany,CA,94706,United States,Leeann,Chin,Principal,Owner,,NA,2002,NA,(510) 525-2285,4,,Chinese,$$,DoorDash; Uber Eats,,,Offer_A,US,NA
14224,20230907,1,0,0,1,1,0,0,0,0,0,0,0,adf80e0f492f60bb,Curry House,Restaurant,NA,10350 S De Anza Blvd,Cupertino,CA,95014,United States,Shiro,Takauchi,Manager,General,,NA,2007,NA,(408) 517-1440,1,,Japanese,,MenuPages; The NAI,,,Offer_A,US,NA
14287,20230909,1,1,0,1,1,0,0,0,1,1,1,0,801f0f8d92d68c96,Pearl River Restaurant,Restaurant; Quick Service,NA,233 W Main Ave,Morgan Hill,CA,95037,United States,,,,,,NA,NA,NA,(408) 778-9898,0,,Chinese,$,BringMeThat; GoDaddy Sites; Grubhub; MenuPages; Uber Eats,,,Offer_A,US,NA
14514,20230908,1,1,0,1,1,0,0,0,0,0,0,0,ca5b622359b0c0e3,Hana Sushi,Restaurant,NA,1101 E March Ln,Stockton,CA,95210,United States,James,Fujii,Owner,Owner,,NA,2005,NA,(209) 477-1667,1,,Japanese,$$,,,,Offer_A,US,NA
14990,20230907,1,1,0,1,1,0,0,0,0,0,0,0,9ae3e658d5bedab2,Sasuke Ramen,Restaurant; Quick Service,NA,7705 Wadsworth Blvd,Arvada,CO,80003,United States,Xian Hui,Lin,Principal,Owner,,NA,NA,NA,(720) 696-7831,1,,Japanese,$$,BringMeThat; Uber Eats,,,Offer_A,US,NA
15686,20230912,1,0,0,1,1,0,0,0,0,1,1,0,c59f0427cd441697,China Wok,Restaurant; Quick Service,NA,4255 US-1,St Augustine,FL,32086,United States,Jiang,Dian,,,,NA,2000,NA,(904) 797-8988,1,,Chinese,$,BringMeThat; Grubhub,,,Offer_A,US,NA
15728,20230814,1,0,0,1,1,0,0,0,0,0,0,0,2dd95a9dea837aff,Lenny,Restaurant; Quick Service,NA,298 S Nova Rd,Ormond Beach,FL,32174,United States,Leonard,Fries,Principal,Owner,,NA,NA,NA,(386) 673-0590,1,,Chinese,$,BringMeThat; SinglePlatform; Uber Eats,,,Offer_A,US,NA
16113,20230913,1,0,1,1,1,0,0,0,0,0,0,0,437af41fba9c3b37,Sea-San Sushi Bar,Restaurant; Quick Service,NA,3120 S Kirkman Rd,Orlando,FL,32811,United States,,,,,,NA,NA,NA,(407) 233-4472,0,,Brazilian; Japanese,,OpenTable,,,Offer_A,US,NA
16386,20230907,1,0,0,1,1,1,0,0,0,0,0,0,d5824ee777cfadee,Kouyou Buffet,Restaurant; Quick Service,NA,8000 W Sample Rd,Margate,FL,33065,United States,,,,,kouyoubuffet@gmail.com,NA,2019,NA,(954) 840-8885,0,kouyoubuffet@gmail.com,Chinese,$$,MailChimp; Uber Eats; Wix Restaurants,Wix Restaurants,,Offer_A,US,NA
16874,20230902,1,0,0,1,1,0,0,0,0,0,0,0,111a31e63a52034c,Niran's Kitchen,Restaurant,NA,61 S Federal Hwy,Deerfield Beach,FL,33441,United States,,,,,,NA,NA,NA,(954) 708-2169,0,,Japanese,$$,Grubhub; Uber Eats,,,Offer_A,US,NA
18246,20230902,1,0,1,2,1,0,0,0,0,0,0,0,39848e6a2a70a318,Kinki Sushi,Restaurant; Quick Service,NA,3328 Washington Rd,Augusta,GA,30907,United States,,,,,ttt@kinkisushi.com,NA,2010,NA,(706) 364-2161,0,ttt@kinkisushi.com,Japanese,$,,,,Offer_A,US,NA
18742,20230814,1,0,0,1,1,0,0,0,0,0,0,0,1653699f5f43188e,Kobe Japanese Steakhouse,Restaurant,NA,783 IL-22,Lake Zurich,IL,60047,United States,Yeal,Yoo,President,General,,NA,1998,NA,(847) 550-0888,3,,Japanese,$$,BringMeThat; Wix Restaurants,Wix Restaurants,,Offer_A,US,NA
18852,20230831,1,1,0,1,1,0,0,0,0,0,0,0,e92bbf1adf6bbcbe,JuRin Japanese Restaurant,Restaurant,NA,1772 S Randall Rd,Geneva,IL,60134,United States,Sudo,Hideo,Owner,Owner,,NA,1999,NA,(630) 262-9590,1,,Japanese,$$,BringMeThat; DoorDash; Toast Marketplace; Uber Eats; Wix Restaurants,Wix Restaurants,,Offer_A,US,NA
19145,20230831,1,1,0,1,1,0,0,0,0,0,0,0,0783578ad630b784,Kizami Sushi,Restaurant,NA,2235 N Lincoln Ave,Chicago,IL,60614,United States,,,,,kizamisushi@gmail.com,NA,2020,NA,(773) 697-8906,0,kizamisushi@gmail.com,Japanese,$$,BringMeThat; DoorDash; GoDaddy Sites; Grubhub; OpenTable; Toast Email Marketing; Toast Loyalty; Toast Online Ordering; Toast Payroll and Team Management; Uber Eats; Yelp Reservation; Yelp Waitlist,Toast Online Ordering,,Offer_A,US,NA
20160,20230830,1,0,0,1,1,0,0,0,0,0,0,0,7afb8e5676f9973b,Who Dat Wingz & PoBoy,Restaurant; Quick Service,NA,1396 N Dixie Blvd,Radcliff,KY,40160,United States,,,,,tyrone1671@gmail.com,NA,2021,NA,(270) 319-8257,0,tyrone1671@gmail.com,American; Creole; Cajun,$$,,,,Offer_A,US,NA
20160,20230831,1,0,0,1,0,0,0,0,0,0,0,0,7afb8e5676f9973b,Who Dat Wingz & PoBoy,Restaurant; Quick Service,NA,1396 N Dixie Blvd,Radcliff,KY,40160,United States,,,,,tyrone1671@gmail.com,NA,2021,NA,(270) 319-8257,0,tyrone1671@gmail.com,American; Creole; Cajun,$$,,,,Offer_A,US,NA
20371,20230901,1,0,0,1,1,0,0,0,0,0,0,0,0c978270d5d20279,Guillory's Deli & Tamales,Restaurant; Quick Service,NA,3708 Derbigny St,Metairie,LA,70001,United States,Myron,Gauthier,Business Owner,Owner,,NA,1972,NA,(504) 833-1390,1,pete@guillorysdeliandtamales.com,American; Cajun,$,GoDaddy Sites; Popmenu; Uber Eats; ezCater,Popmenu; ezCater,,Offer_A,US,NA
20371,20230905,1,1,0,1,1,0,0,0,1,1,1,1,0c978270d5d20279,Guillory's Deli & Tamales,Restaurant; Quick Service,NA,3708 Derbigny St,Metairie,LA,70001,United States,Myron,Gauthier,Business Owner,Owner,,NA,1972,NA,(504) 833-1390,1,pete@guillorysdeliandtamales.com,American; Cajun,$,GoDaddy Sites; Popmenu; Uber Eats; ezCater,Popmenu; ezCater,,Offer_A,US,NA
20482,20230831,2,0,1,2,1,0,0,0,0,0,0,0,83e19b1e82b1d3dd,Domilise's Po-Boys,Restaurant; Quick Service,NA,5240 Annunciation St,New Orleans,LA,70115,United States,Dorothy,Domilise,Owner,Owner,,NA,1918,NA,(504) 899-9126,3,domilisespoboys@gmail.com,American; Creole; Cajun,$,Facebook Pixel; Google Analytics; Toast Marketplace,,,Offer_A,US,NA
20486,20230831,1,1,1,1,1,0,0,0,1,1,1,0,f4c17fffebbe1a6d,Frankie & Johnny's,Restaurant; Quick Service; Drinking Place,NA,321 Arabella St,New Orleans,LA,70115,United States,Terrell,Leboeuf,Waiter / Waitress,Front of the House,,NA,NA,NA,(504) 243-1234,2,,Creole; Cajun,$$,Toast Marketplace,,,Offer_A,US,NA
20606,20230901,3,2,1,3,2,0,0,0,0,0,0,0,9a91c64cfdef810a,Grapevine Cafe and Gallery,Cafe; Restaurant,NA,211 Railroad Ave,Donaldsonville,LA,70346,United States,Dickie,Row,Owner,Owner,,NA,2001,NA,(225) 473-8463,5,doiron@grapevinecafeandgallery.com,Creole; Cajun,$$,,,,Offer_A,US,NA
20655,20230831,1,0,0,1,1,0,0,0,0,0,0,0,110bd10141f4404f,Sake Garden,Restaurant; Quick Service,NA,1705 Hwy 190,Mandeville,LA,70448,United States,Bao,Chen,Owner,Owner,,NA,2004,NA,(985) 624-8955,2,,Japanese,$$,DoorDash; Uber Eats; Zuppler; ezCater,Zuppler; ezCater,,Offer_A,US,NA
20851,20230901,1,1,0,1,1,0,0,0,0,0,0,0,b68f171bbb720b4e,The Little Village - Downtown,Restaurant,NA,447 N Third St,Baton Rouge,LA,70802,United States,Wanda,Calkins,Principal,Owner,,NA,1950,NA,(225) 218-6685,5,littlevillageairlinegm@yahoo.com,Creole; Cajun; Italian,$$$,Constant Contact; Google Analytics; OpenTable,,,Offer_A,US,NA
21757,20230831,1,0,0,1,1,0,0,0,0,0,0,0,4897ab9997318aba,Hong Kong Restaurant III,Restaurant,NA,45315 Alton Ln,California,MD,20619,United States,,,,,,NA,NA,NA,(301) 862-1398,0,,Chinese,$,BringMeThat,,,Offer_A,US,NA
22032,20230907,1,0,1,1,1,0,0,0,0,1,1,0,eb265274b546188e,Yellowfin,Restaurant,NA,2840 Solomons Island Rd,Edgewater,MD,21037,United States,Robin,Bailey,Principal,Owner,,NA,NA,NA,(410) 573-1333,1,manager@yellowfinedgewater.com,American; Japanese,$$,Toast Marketplace; Toast Online Ordering,Toast Online Ordering,,Offer_A,US,NA
22222,20230814,3,2,2,0,0,0,0,0,0,0,0,0,b9a6713f44067e49,Lucky Inn Chinese Restaurant,Restaurant; Quick Service,NA,8924 Waltham Woods Rd,Parkville,MD,21234,United States,Lisa,Wong,President,General,,NA,1990,NA,(410) 665-8383,1,,Japanese; Chinese,$$,Apple App Store; DoorDash; Grubhub; Kydia; MenuPages; Uber Eats,Kydia,,Offer_A,US,NA
22262,20230902,1,1,0,1,1,0,0,0,0,0,0,0,73216ded1a2e4434,Beijing Restaurant,Restaurant; Quick Service,NA,1202 E Patrick St,Frederick,MD,21701,United States,Jinyan,Ye,President,General,,NA,NA,NA,(301) 631-5522,1,,Chinese,$$,BringMeThat,,,Offer_A,US,NA
22712,20230830,1,1,0,1,1,0,0,0,0,0,0,0,6a8e4c9f97877705,Yeung's Lotus Express,Restaurant; Quick Service,NA,27300 Novi Rd,Novi,MI,48377,United States,,,,,,NA,NA,NA,(248) 735-8602,0,,Chinese,$$,,,,Offer_A,US,NA
22799,20230831,1,0,0,1,1,0,0,0,0,0,0,0,d00b7ab90bff3852,Eastern Buffet,Restaurant,NA,701 S Greenville West Dr,Greenville,MI,48838,United States,Hou,Guo,Principal,Owner,,NA,2004,NA,(616) 225-8221,1,,Chinese,$,,,,Offer_A,US,NA
22799,20230914,1,0,0,1,1,0,0,0,0,0,0,0,d00b7ab90bff3852,Eastern Buffet,Restaurant,NA,701 S Greenville West Dr,Greenville,MI,48838,United States,Hou,Guo,Principal,Owner,,NA,2004,NA,(616) 225-8221,1,,Chinese,$,,,,Offer_A,US,NA
22799,20230917,1,0,0,1,1,0,0,0,0,0,0,0,d00b7ab90bff3852,Eastern Buffet,Restaurant,NA,701 S Greenville West Dr,Greenville,MI,48838,United States,Hou,Guo,Principal,Owner,,NA,2004,NA,(616) 225-8221,1,,Chinese,$,,,,Offer_A,US,NA
22799,20230923,1,0,0,1,1,0,0,0,0,0,0,0,d00b7ab90bff3852,Eastern Buffet,Restaurant,NA,701 S Greenville West Dr,Greenville,MI,48838,United States,Hou,Guo,Principal,Owner,,NA,2004,NA,(616) 225-8221,1,,Chinese,$,,,,Offer_A,US,NA
23247,20230922,1,0,0,1,1,0,0,0,0,0,0,0,19a2599babba0afa,Sushi Ai,Restaurant,NA,471 Lafayette Ctr,Manchester,MO,63011,United States,,,,,contact@sushiaimanchester.com,NA,NA,NA,(636) 527-9990,0,,Japanese,$$,BringMeThat; DoorDash; Grubhub; MenuPages; Uber Eats,,,Offer_A,US,NA
23247,20230923,1,0,0,1,0,0,0,0,0,0,0,0,19a2599babba0afa,Sushi Ai,Restaurant,NA,471 Lafayette Ctr,Manchester,MO,63011,United States,,,,,contact@sushiaimanchester.com,NA,NA,NA,(636) 527-9990,0,,Japanese,$$,BringMeThat; DoorDash; Grubhub; MenuPages; Uber Eats,,,Offer_A,US,NA
23351,20230831,1,1,0,1,1,0,0,0,0,0,0,0,657b295c244b5d98,Szechuan Cuisine,Restaurant,NA,7930 Olive Blvd,University City,MO,63130,United States,,,,,,NA,NA,NA,(314) 925-8711,0,,Szechuan; Chinese,$$,BringMeThat; DoorDash,,,Offer_A,US,NA
23442,20230830,1,0,0,1,1,0,0,0,0,0,0,0,9b93ca0cdcfea91d,Golden Gates Chinese Restaurant,Restaurant; Quick Service,NA,204 W Washington St,Jackson,MO,63755,United States,Phuong,Pang,Owner,Owner,,NA,1993,NA,(573) 243-8449,1,,Chinese,$,,,,Offer_A,US,NA
25489,20230901,1,0,1,1,1,0,0,0,0,0,0,0,3ee7a8fc0811a9d0,Rishi Sushi Kitchen & Bar,Restaurant; Drinking Place,NA,114 N 3rd St,Columbus,OH,43215,United States,Tae,Lee,President,General,,NA,2014,NA,(614) 914-5124,1,rishi.skb.114@gmail.com,Japanese,$$,BringMeThat; DoorDash; Grubhub; Squarespace; Toast Gift Cards; Toast Online Ordering; Uber Eats,Toast Online Ordering,,Offer_A,US,NA
25507,20230901,1,1,0,1,1,0,0,0,0,0,0,0,081613f82b846560,Tai's Asian Bistro,Restaurant; Quick Service,NA,1285 W Lane Ave,Columbus,OH,43221,United States,Gail,Ueu,Principal,Owner,,NA,2005,NA,(614) 485-0016,2,,Japanese; Chinese,$,Popmenu,Popmenu,,Offer_A,US,NA
25757,20230830,1,1,0,1,1,0,0,0,0,0,0,0,8254951242a3b6df,China King Chinese Restaurant,Restaurant; Quick Service,NA,1120 Pearl Rd,Brunswick,OH,44212,United States,Andrew,Lee,Owner,Owner,,NA,1985,NA,(330) 225-7911,1,radlee13@frontier.com,Chinese,$$,BringMeThat; Facebook Pixel; Uber Eats; Zuppler,Zuppler,,Offer_A,US,NA
26148,20230814,2,0,1,2,1,0,0,0,0,0,0,0,1e68a5aba2005922,China King,Restaurant,NA,9204 S Pennsylvania Ave,Oklahoma City,OK,73159,United States,,,,,,NA,NA,NA,(405) 692-2559,0,,Chinese,,BringMeThat; Google Analytics; The NAI,,,Offer_A,US,NA
26416,20230907,2,0,1,2,1,0,0,0,0,0,0,0,68aa8b9b505e91df,Teriyaki House,Restaurant,NA,140 SW Oak St,Hillsboro,OR,97123,United States,,,,,,NA,NA,NA,(503) 747-6752,0,,Japanese,$$$,Grubhub; Uber Eats,,,Offer_A,US,NA
26654,20230906,1,1,0,1,1,0,0,0,0,0,0,0,2c61895d924d04c4,Foon Hing Yuen,Restaurant; Quick Service,NA,3138 SE Highway 101,Lincoln City,OR,97367,United States,Frank,Chan,President,General,,NA,1988,NA,(541) 996-3831,2,foonhingyuen@gmail.com,Chinese,$,BringMeThat; EHungry; Google Analytics,EHungry,,Offer_A,US,NA
26794,20230901,1,0,0,1,1,0,0,0,0,0,0,0,1a9e58562c8962fe,Golden Star,Restaurant; Quick Service,NA,4655 William Flinn Hwy,Allison Park,PA,15101,United States,Yu,Yang,,,,NA,2012,NA,(412) 486-7506,1,info@goldenstarhamptontwp.com,Chinese,$$,Apple App Store; BringMeThat; Chinese Menu Online; Google Analytics; Grubhub; SinglePlatform; Uber Eats; Yelp Reservation; Yelp Waitlist,Chinese Menu Online,,Offer_A,US,NA
27304,20230901,1,0,0,1,1,0,0,0,0,0,0,0,a7f00f1173c1aa11,570 Ramen,Restaurant; Quick Service,NA,1249 Commerce Blvd,Dickson City,PA,18519,United States,,,,,570ramen@gmail.com,NA,NA,NA,(570) 382-8975,0,570ramen@gmail.com,Japanese,$$,Grubhub; Squarespace,,,Offer_A,US,NA
27360,20230901,1,0,0,1,1,0,0,0,0,0,0,0,80dc34748d511d57,Joy Chalet Cuisine,Restaurant; Quick Service,NA,638 Easton Rd,Warrington,PA,18976,United States,,,,,janniewarrington118@gmail.com,NA,NA,NA,(215) 343-3889,0,janniewarrington118@gmail.com,Japanese; Chinese,$$,BringMeThat; DoorDash; Grubhub; MenuPages,,,Offer_A,US,NA
