Check Map,Check B#,Check M#,Snowball Map,Group,Create Date,Mapping,Company / Account,Street,City,Zip/Postal Code,State/Province (text only),Lead Source,Lead Channel,BusinessPhone,MobilePrimary
-,-,-,54086,Group A,10/31/2022,128 s29681,Thai Cuisine Restaurant,128 s main st,Simpsonville,29681,SC,Telemarketer,Telemarketer,(864)967-3400
-,-,-,54087,Group A,10/31/2022,2528 29316,CHINA DELIGHT,2528 boiling springs road,Boiling Springs,29316,SC,Telemarketer,Telemarketer,(864)599-7828
-,-,-,54088,Group A,10/31/2022,2909 29582,CHINA DRAGON,2909 hwy 17 s,NORTH MYRTLE BEACH,29582,SC,Telemarketer,Telemarketer,(843)272-1988
-,-,-,54089,Group A,10/31/2022,6336 29449,CHINA FUN II,6336 sc-162,HOLLYWOOD,29449,SC,Telemarketer,Telemarketer,(843)889-0028
-,-,-,54090,Group A,10/31/2022,7241 29063,CHINA HOUSE,7241 broad river rd ste 60,IRMO,29063,SC,Telemarketer,Telemarketer,(803)749-2668
-,-,-,54091,Group A,10/31/2022,147 e29070,CHINA HOUSE,147 e church st e,BATESBURG-LEESVILLE,29070,SC,Telemarketer,Telemarketer,(803)532-9088
-,-,-,54092,Group A,10/31/2022,207 n29563,CHINA KING,207 n kemper st,LAKE VIEW,29563,SC,Telemarketer,Telemarketer,(843)759-2868
-,-,-,54093,Group A,10/31/2022,2244 29440,CHINA KING,2244 s fraser st,GEORGETOWN,29440,SC,Telemarketer,Telemarketer,(843)545-1111
-,-,-,54094,Group A,10/31/2022,157 229520,CHINA KING,157 2nd st,CHERAW,29520,SC,Telemarketer,Telemarketer,(843)537-8980
-,-,-,54095,Group A,10/31/2022,760 u29072,CHINA KING,760 us-378,LEXINGTON,29072,SC,Telemarketer,Telemarketer,(803)808-2993
-,-,-,54096,Group A,10/31/2022,3627 29615,CHINA KITCHEN,3627 pelham rd,GREENVILLE,29615,SC,Telemarketer,Telemarketer,(864)234-9988
-,-,-,54097,Group A,10/31/2022,1998 29732,CHINA KITCHEN,1998 cherry rd,ROCK HILL,29732,SC,Telemarketer,Telemarketer,(803)366-6116
-,-,-,54098,Group A,10/31/2022,409b 29831,CHINA PALACE RESTAURANT,409b atomic rd,JACKSON,29831,SC,Telemarketer,Telemarketer,(803)471-3560
-,-,-,54099,Group A,10/31/2022,2117 29650,CHINA RESTAURANT,2117 old spartanburg rd,GREER,29650,SC,Telemarketer,Telemarketer,(864)322-0405
-,-,-,54100,Group A,10/31/2022,507 n29360,CHINA STAR,507 n harper st a,LAURENS,29360,SC,Telemarketer,Telemarketer,(864)681-0886
-,-,-,54101,Group A,10/31/2022,5410 87109,Buffet King,5410 academy rd ne,Albuquerque,87109,NM,Telemarketer,Telemarketer,(505)821-8881
-,-,-,54102,Group A,10/31/2022,3521 87106,Lucky Boy Restaurant,3521 constitution ave ne,Albuquerque,87106,NM,Telemarketer,Telemarketer,(505)268-2785
-,-,-,54103,Group A,10/31/2022,5901 87108,Fareast Fuzion Sushi Bar & Lounge,5901 central ave ne #1703,Albuquerque,87108,NM,Telemarketer,Telemarketer,(505)255-2910
-,-,-,54104,Group A,10/31/2022,514 w87505,Fun noodle bar,514 w cordova rd,Santa Fe,87505,NM,Telemarketer,Telemarketer,(505)974-8801
-,-,-,54105,Group A,10/31/2022,1622 87505,Anthony's Grill,1622 st michaels dr,Santa Fe,87505,NM,Telemarketer,Telemarketer,(505)365-2932
-,-,-,54106,Group A,10/31/2022,800 e88101,Oishii Japanese Thai Restaurant,800 e 1st st,Clovis,88101,NM,Telemarketer,Telemarketer,(575)935-7740
-,-,-,54107,Group A,10/31/2022,4501 88203,Ooy's House,4501 n main st #15,Roswell,88203,NM,Telemarketer,Telemarketer,(575)622-1808
-,-,-,54108,Group A,10/31/2022,2609 88201,Gold Star Vietnamese Restaurant,2609 n main st,Roswell,88201,NM,Telemarketer,Telemarketer,(575)914-9099
-,-,-,54109,Group A,10/31/2022,5702 88203,Asian Market,5702 s main st,Roswell,88203,NM,Telemarketer,Telemarketer,(575)840-5309
-,-,-,54110,Group A,10/31/2022,316 n91789,Ninja Sushi,316 n lemon ave,Walnut,91789,CA,Telemarketer,,(909)594-4306
-,-,-,54111,Group A,10/31/2022,1420 91791,Tokyo Central,1420 s azusa ave,West Covina,91791,CA,Telemarketer,,(626)918-9530
-,-,-,54112,Group A,10/31/2022,2560 91792,Ami Sushi Business closed,2560 e amar rd ste b3,West Covina,91792,CA,Telemarketer,Telemarketer,(626)581-4148
-,-,-,54113,Group A,10/31/2022,1261 91801,Kai Ramen Alhambra,1261 e valley blvd,Alhambra,91801,CA,Telemarketer,Enterprise,(626)281-0811
-,-,-,54114,Group A,10/31/2022,1407 91801,Savoy Resturants Inc,1407 s monterey st,Alhambra,91801,CA,Telemarketer,,(626)300-8802
-,-,-,54115,Group A,10/31/2022,500 w91801,Toros Japanese Fusion Seafood Restaurant,500 w main st ste d,Alhambra,91801,CA,Telemarketer,,(626)281-6889
-,-,-,54116,Group A,10/31/2022,7984 91942,Super China Buffet,7984 la mesa blvd,La Mesa,91942,CA,Telemarketer,,(619)337-6888
-,-,-,54117,Group A,10/31/2022,2220 91950,Chow King Restaurant,2220 e plaza blvd ste t,National City,91950,CA,Telemarketer,Telemarketer,(619)472-5580
-,-,-,54118,Group A,10/31/2022,2401 91950,Great Wall Express 11,2401 highland ave,National City,91950,CA,Telemarketer,,(619)474-8887
-,-,-,54119,Group A,10/31/2022,2615 91978,China House Express,2615 sweetwater springs blvd ste a,Spring Valley,91978,CA,Telemarketer,,(619)660-9980
-,-,-,54120,Group A,10/31/2022,2708 92010,Rock Roll Sushi,2708 loker ave w ste 107,Carlsbad,92010,CA,Telemarketer,,(760)585-4971
-,-,-,54121,Group A,10/31/2022,665 n92025,K & K Orient Valley Food Center,665 n broadway,Escondido,92025,CA,Telemarketer,,(760)796-4176
-,-,-,54122,Group A,10/31/2022,301 m92054,Harney Sushi,301 mission ave ste 102,Oceanside,92054,CA,Telemarketer,,(760)967-1820
-,-,-,54123,Group A,10/31/2022,125 n92075,Station Sushi,125 n highway 101,Solana Beach,92075,CA,Telemarketer,,(858)481-9800
-,-,-,54124,Group A,10/31/2022,375 s92078,Sun Hing Buffet,375 s rancho santa fe rd,San Marcos,92078,CA,Telemarketer,,(760)806-3586
-,-,-,54125,Group A,10/31/2022,1120 92081,Flying Dragon,1120 sycamore ave ste i,Vista,92081,CA,Telemarketer,,(760)727-7595
-,-,-,54126,Group A,10/31/2022,3731 92103,Saffron Thai,3731 india st ste b,San Diego,92103,CA,Telemarketer,,(619)574-0177
-,-,-,54127,Group A,10/31/2022,3955 92103,RB Sushi,3955 5th ave ste 100,San Diego,92103,CA,Telemarketer,,(619)269-9900
-,-,-,54128,Group A,10/31/2022,414 u92103,Asian Bistro,414 university ave,San Diego,92103,CA,Telemarketer,Telemarketer,(619)296-4119
-,-,-,54129,Group A,10/31/2022,600 u92103,Kiki Sushi,600 university ave,San Diego,92103,CA,Telemarketer,,(619)260-0881
-,-,-,54130,Group A,10/31/2022,2344 92104,Gerat Wall Express,2344 university ave,San Diego,92104,CA,Telemarketer,,(619)295-8888
-,-,-,54131,Group A,10/31/2022,4967 92107,O B Sushi Sushi,4967 newport ave ste 17,San Diego,92107,CA,Telemarketer,,(619)222-3288
-,-,-,54132,Group A,10/31/2022,7007 92108,Blue Smoke Sushi Lounge,7007 friars rd,San Diego,92108,CA,Telemarketer,,(619)291-7711
-,-,-,54133,Group A,10/31/2022,7007 92108,Sarku Japan,7007 friars rd ste 935,San Diego,92108,CA,Telemarketer,,(619)296-5622
-,-,-,54134,Group A,10/31/2022,2662 92109,Wasabi Sushi,2662 garnet ave,San Diego,92109,CA,Telemarketer,,(858)272-2275
-,-,-,54135,Group A,10/31/2022,2244 92110,Sushi Tadokoro,2244 san diego ave ste c,San Diego,92110,CA,Telemarketer,,(619)297-0298
-,-,-,54136,Group A,10/31/2022,4344 92111,Shan Xi Magic Kitchen,4344 convoy st,San Diego,92111,CA,Telemarketer,,(858)565-2688
-,-,-,54137,Group A,10/31/2022,4367 92111,Fusion Izakaya 52,4367 convoy st,San Diego,92111,CA,Telemarketer,,(858)430-6689
-,-,-,54138,Group A,10/31/2022,4609 92111,Kura Sushi,4609 convoy st ste f,San Diego,92111,CA,Telemarketer,,(858)715-4605
-,-,-,54139,Group A,10/31/2022,4633 92111,Chopstix,4633 convoy st ste 101,San Diego,92111,CA,Telemarketer,,(858)569-9171
-,-,-,54140,Group A,10/31/2022,4646 92111,Rakiraki Ramen & Tsukemen,4646 convoy st,San Diego,92111,CA,Telemarketer,,(858)573-2400
-,-,-,54141,Group A,10/31/2022,7905 92111,Sushi Yaro,7905 engineer rd ste c,San Diego,92111,CA,Telemarketer,,(858)560-1782
-,-,-,54142,Group A,10/31/2022,5943 92115,RB Sushi,5943 el cajon blvd,San Diego,92115,CA,Telemarketer,,(619)265-9400
-,-,-,54143,Group A,10/31/2022,6165 92115,Top Ten Oriental,6165 el cajon blvd ste a,San Diego,92115,CA,Telemarketer,,(619)287-9999
-,-,-,54144,Group A,10/31/2022,6171 92120,King Oriental Express,6171 mission gorge rd ste 115,San Diego,92120,CA,Telemarketer,,(619)640-9688
-,-,-,54145,Group A,10/31/2022,7040 92121,Natsumi Buffet,7040 miramar rd,San Diego,92121,CA,Telemarketer,,(858)695-0888
-,-,-,54146,Group A,10/31/2022,4545 92122,Sarku Japan,4545 la jolla village dr ste 10,San Diego,92122,CA,Telemarketer,,(858)658-0262
-,-,-,54147,Group A,10/31/2022,7728 92122,Subarashi,7728 regents rd ste 501,San Diego,92122,CA,Telemarketer,,(858)457-5550
-,-,-,54148,Group A,10/31/2022,3298 92123,Kokoro Restaurant,3298 greyling dr ste b,San Diego,92123,CA,Telemarketer,,(858)874-6744
-,-,-,54149,Group A,10/31/2022,8250 92126,Isshido Ramen,8250 mira mesa blvd,San Diego,92126,CA,Telemarketer,,(858)397-2898
-,-,-,54150,Group A,10/31/2022,4390 92154,Tomodachi Sushi Bar & Restaurant,4390 palm ave ste b,San Diego,92154,CA,Telemarketer,,(619)690-9737
-,-,-,54151,Group A,10/31/2022,3451 92243,Chinese Gourmet Express,3451 s dogwood rd ste 1606,El Centro,92243,CA,Telemarketer,Telemarketer,(760)336-2896
-,-,-,54152,Group A,10/31/2022,319 n80909,THAI LILY CUISINE,319 n chelton rd,COLORADO SPRINGS,80909,CO,Telemarketer,Telemarketer,(719)597-8374
-,-,-,54153,Group A,10/31/2022,2039 80210,HOT SPICE CHINA INC,2039 s university blvd,DENVER,80210,CO,Telemarketer,Telemarketer,(720)542-9384
-,-,-,54154,Group A,10/31/2022,3919 80206,ERAWAN CAFE,3919 e 8th ave,DENVER,80206,CO,Telemarketer,Telemarketer,(303)388-3226
-,-,-,54155,Group A,10/31/2022,74 co81007,ASIAN GARDEN,74 component dr #150,PUEBLO WEST,81007,CO,Telemarketer,Telemarketer,(719)547-4699
-,-,-,54156,Group A,10/31/2022,4335 80015,BEST ASIAN CHINESE CUISINE,4335 s buckley rd,AURORA,80015,CO,Telemarketer,Telemarketer,(303)699-1182
-,-,-,54157,Group A,10/31/2022,1617 81008,Cherry Time Thai Food,1617 us-50,PUEBLO,81008,CO,Telemarketer,Telemarketer,(719)545-4141
-,-,-,54158,Group A,10/31/2022,1600 80501,CHINA 88 BEST CHINESE RESTAURANT,1600 hover st,LONGMONT,80501,CO,Telemarketer,Telemarketer,(303)682-0281
-,-,-,54159,Group A,10/31/2022,800 h80501,CHINA BUFFET,800 hover st # 20,LONGMONT,80501,CO,Telemarketer,Telemarketer,(303)651-9998
-,-,-,54160,Group A,10/31/2022,301 m80501,CHINA PANDA RESTAURANT,301 main st #5,LONGMONT,80501,CO,Telemarketer,Telemarketer,(303)678-8882
-,-,-,54161,Group A,10/31/2022,1248280127,COAL MINE DRAGON IN LITTLETON,12482 w ken caryl ave #a3,LITTLETON,80127,CO,Telemarketer,Telemarketer,(303)932-1148
-,-,-,54162,Group A,10/31/2022,2200 80206,GRAND CHINA,2200 e colfax ave,DENVER,80206,CO,Telemarketer,Telemarketer,(303)355-5575
-,-,-,54163,Group A,10/31/2022,321 s81082,GREAT WALL,321 state st,TRINIDAD,81082,CO,Telemarketer,Telemarketer,(719)846-1688
-,-,-,54164,Group A,10/31/2022,6064 80923,JASMINE CAFE,6064 stetson hills blvd,COLORADO SPRINGS,80923,CO,Telemarketer,Telemarketer,(719)591-9898
-,-,-,54165,Group A,10/31/2022,2098 80215,LU HOUSE,2098 youngfield st,LAKEWOOD,80215,CO,Telemarketer,Telemarketer,(303)232-9411
-,-,-,54166,Group A,10/31/2022,820 g81601,MAY PALACE,820 grand ave,GLENWOOD SPRINGS,81601,CO,Telemarketer,Telemarketer,(970)945-0472
-,-,-,54167,Group A,10/31/2022,413 p80459,MT DRAGON CHINESE RESTAURANT,413 park ave,KREMMLING,80459,CO,Telemarketer,Telemarketer,(970)724-1226
-,-,-,54168,Group A,10/31/2022,1575080401,PEKING GARDEN,15750 s golden rd,GOLDEN,80401,CO,Telemarketer,Telemarketer,(303)278-9291
-,-,-,54169,Group A,10/31/2022,4940 80111,SHANGHAI KITCHEN,4940 s yosemite st e8,GREENWOOD VILLAGE,80111,CO,Telemarketer,Telemarketer,(303)290-6666
-,-,-,54170,Group A,10/31/2022,500 h80461,SZECHUAN TASTE II,500 harrison ave,LEADVILLE,80461,CO,Telemarketer,Telemarketer,(719)486-0484
-,-,-,54171,Group A,10/31/2022,419 e29745,CHINESE KITCHEN,419 e liberty st,YORK,29745,SC,Telemarketer,Telemarketer,(803)684-7209
-,-,-,54172,Group A,10/31/2022,20 vi81147,SHANGHAI CHINESE RESTAURANT,20 village dr,PAGOSA SPRINGS,81147,CO,Telemarketer,Telemarketer,(970)731-1688
-,-,-,54173,Group A,10/31/2022,1029080004,Tea Garden,10290 ralston rd,Arvada,80004,CO,Telemarketer,Telemarketer,(303)421-3388
-,-,-,54174,Group A,10/31/2022,1232280004,MT Fuji,12322 w 64th ave,Arvada,80004,CO,Telemarketer,Telemarketer,(303)421-8081
-,-,-,54175,Group A,10/31/2022,2742 29732,GOLDEN CHINA RESTAURANT,2742 celanese rd,ROCK HILL,29732,SC,Telemarketer,Telemarketer,(803)329-9788
-,-,-,54176,Group A,10/31/2022,1212080012,Fortune Kitchen,12120 e mississippi ave,Aurora,80012,CO,Telemarketer,Telemarketer,(303)369-2675
-,-,-,54177,Group A,10/31/2022,1259780012,Panda Buffet,12597 e mississippi ave unit 100,Aurora,80012,CO,Telemarketer,Telemarketer,(303)341-2162
-,-,-,54178,Group A,10/31/2022,300 w29501,GOLDEN CROWN RESTAURANT,300 whitman ave,FLORENCE,29501,SC,Telemarketer,Telemarketer,(843)679-3838
-,-,-,54179,Group A,10/31/2022,1420080012,Sarku Japan,14200 e alameda ave unit 2064,Aurora,80012,CO,Telemarketer,Telemarketer,(303)343-0757
-,-,-,54180,Group A,10/31/2022,5128 29203,GOOD DAY CHINESE RESTAURANT,5128 fairfield rd,COLUMBIA,29203,SC,Telemarketer,Telemarketer,(803)735-8366
-,-,-,54181,Group A,10/31/2022,1549380013,China King Restaurant,15493 e hampden ave ste d,Aurora,80013,CO,Telemarketer,Telemarketer,(303)690-2112
-,-,-,54182,Group A,10/31/2022,1291 29412,GREAT WALL,1291 folly rd suite 118,CHARLESTON,29412,SC,Telemarketer,Telemarketer,(843)762-1726
-,-,-,54183,Group A,10/31/2022,5022 29588,GREAT WALL,5022 dick pond rd #5,MYRTLE BEACH,29588,SC,Telemarketer,Telemarketer,(843)293-9543
-,-,-,54184,Group A,10/31/2022,2700 29210,GREAT WALL CHINESE RESTAURANT,2700 broad river rd h,COLUMBIA,29210,SC,Telemarketer,Telemarketer,(803)750-5958
-,-,-,54185,Group A,10/31/2022,401 m29607,GREAT WALL RESTAURANT,401 miller rd,GREENVILLE,29607,SC,Telemarketer,Telemarketer,(864)288-6113
-,-,-,54186,Group A,10/31/2022,2250 29169,Blossom Buffet,2250 sunset blvd # i,WEST COLUMBIA,29169,SC,Telemarketer,Telemarketer,(803)796-7477
-,-,-,54187,Group A,10/31/2022,321 w29150,HONG KONG CHINESE RESTAURANT,321 w wesmark blvd,SUMTER,29150,SC,Telemarketer,Telemarketer,(803)905-3468
-,-,-,54188,Group A,10/31/2022,775 m29582,HONG KONG CHINESE RESTAURANT,775 main st,NORTH MYRTLE BEACH,29582,SC,Telemarketer,Telemarketer,(843)249-7388
-,-,-,54189,Group A,10/31/2022,150 s29574,JIN JIN,150 s main st,MULLINS,29574,SC,Telemarketer,Telemarketer,(843)464-1166
-,-,-,54190,Group A,10/31/2022,1307 29505,LITTLE CHINA RESTAURANT,1307 2nd loop rd,FLORENCE,29505,SC,Telemarketer,Telemarketer,(843)678-9812
-,-,-,54191,Group A,10/31/2022,3380 29003,LUCKY CHENG,3380 e railroad ave,BAMBERG,29003,SC,Telemarketer,Telemarketer,(803)245-7388
-,-,-,54192,Group A,10/31/2022,1309 29115,NEW CHINA KITCHEN,1309 chestnut st,ORANGEBURG,29115,SC,Telemarketer,Telemarketer,(803)534-9772
-,-,-,54193,Group A,10/31/2022,710 f29135,NEW CHINA RESTAURANT,710 f r huff dr,ST MATTHEWS,29135,SC,Telemarketer,Telemarketer,(803)655-7788
-,-,-,54194,Group A,10/31/2022,3553 29801,NI HAO CHINESE BUFFET,3553 richland ave w,AIKEN,29801,SC,Telemarketer,Telemarketer,(803)648-5233
-,-,-,54195,Group A,10/31/2022,1899129831,PANDA GARDEN,18991 atomic rd,JACKSON,29831,SC,Telemarketer,Telemarketer,(803)393-1065
-,-,-,54196,Group A,10/31/2022,3751 29501,PEKING CHINESE RESTAURANT,3751 w palmetto st,FLORENCE,29501,SC,Telemarketer,Telemarketer,(843)629-1888
-,-,-,54197,Group A,10/31/2022,1401 29407,RED ORCHIDS CHINA BISTRO,1401 sam rittenberg blvd,CHARLESTON,29407,SC,Telemarketer,Telemarketer,(843)573-8787
-,-,-,54198,Group A,10/31/2022,206 w29069,New Dragon Restaurant Usa Inc,206 w main st,Lamar,29069,SC,Telemarketer,Telemarketer,(843)326-7712
-,-,-,54199,Group A,10/31/2022,1266 29108,Fusion Japanese & Thai,1266 wilson rd,Newberry,29108,SC,Telemarketer,Telemarketer,(803)276-8885
-,-,-,54200,Group A,10/31/2022,2565 29118,Wasabi,2565 north rd,Orangeburg,29118,SC,Telemarketer,Telemarketer,(803)539-3600
-,-,-,54201,Group A,10/31/2022,7441 87113,THAI SPICE,7441 paseo del norte ne,ALBUQUERQUE,87113,NM,Telemarketer,Telemarketer,(505)503-1521
-,-,-,54202,Group A,10/31/2022,1847 87505,TOKOYO CAFE,1847 cerrillos rd,SANTA FE,87505,NM,Telemarketer,Telemarketer,(505)982-1688
-,-,-,54203,Group A,10/31/2022,1404 88101,THAI CITY,1404 mabry dr,CLOVIS,88101,NM,Telemarketer,Telemarketer,(575)935-6868
-,-,-,54204,Group A,10/31/2022,2325 87110,TSAIS CHINESE BISTRO,2325 san pedro dr ne,ALBUQUERQUE,87110,NM,Telemarketer,Telemarketer,(505)508-2925
-,-,-,54205,Group A,10/31/2022,205 s87102,DON SUSHI LLC,205 silver ave sw ste h,ALBUQUERQUE,87102,NM,Telemarketer,Telemarketer,(505)842-2401
-,-,-,54206,Group A,10/31/2022,321 w87401,BOONS FAMILY THAI BBQ,321 w main st,FARMINGTON,87401,NM,Telemarketer,Telemarketer,(505)325-5556
-,-,-,54207,Group A,10/31/2022,4201 87108,THAI CUISINE 2,4201 central ave ne,ALBUQUERQUE,87108,NM,Telemarketer,Telemarketer,(505)232-3200
-,-,-,54208,Group A,10/31/2022,318 c87102,ASIAN NOODLE BAR,318 central ave sw,ALBUQUERQUE,87102,NM,Telemarketer,Telemarketer,(505)224-9119
-,-,-,54209,Group A,10/31/2022,2110 87112,TWIN DRAGONS INC,2110 eubank blvd ne,ALBUQUERQUE,87112,NM,Telemarketer,Telemarketer,(505)296-3637
-,-,-,54210,Group A,10/31/2022,2810 88201,CHINA KING,2810 n main st b,ROSWELL,88201,NM,Telemarketer,Telemarketer,(575)625-9888
-,-,-,54211,Group A,10/31/2022,7843092253,Broken Yolk Cafe,78430 highway 111,La Quinta,92253,CA,Telemarketer,Telemarketer,(760)777-9655
-,-,-,54212,Group A,10/31/2022,604 r87532,CHINA KITCHEN,604 riverside dr,ESPAÑOLA,87532,NM,Telemarketer,Telemarketer,(505)753-5104
-,-,-,54213,Group A,10/31/2022,7870292253,Maru,78702 highway 111,La Quinta,92253,CA,Telemarketer,,(760)771-2223
-,-,-,54214,Group A,10/31/2022,7900 87109,CHINA LUCK RESTAURANT,7900 san pedro dr ne #81,ALBUQUERQUE,87109,NM,Telemarketer,Telemarketer,(505)822-0525
-,-,-,54215,Group A,10/31/2022,2801 88011,CHINESE KITCHEN,2801 missouri ave,LAS CRUCES,88011,NM,Telemarketer,Telemarketer,(575)521-3802
-,-,-,54216,Group A,10/31/2022,7422592260,Shogun,74225 highway 111 ste a,Palm Desert,92260,CA,Telemarketer,,(760)346-1223
-,-,-,54217,Group A,10/31/2022,6001 87110,CHOPSTIX,6001 lomas blvd ne l,ALBUQUERQUE,87110,NM,Telemarketer,Telemarketer,(505)268-8777
-,-,-,54218,Group A,10/31/2022,235 s92262,Shanghai Red's Oyster Bar,235 s indian canyon dr,Palm Springs,92262,CA,Telemarketer,,(760)322-9293
-,-,-,54219,Group A,10/31/2022,4010192270,Shang Hai Inn,40101 monterey ave ste a3,Rancho Mirage,92270,CA,Telemarketer,,(760)568-5812
-,-,-,54220,Group A,10/31/2022,7006592270,Talay Thai Dim Sum Restaurant,70065 highway 111 ste 1,Rancho Mirage,92270,CA,Telemarketer,,(760)832-9588
-,-,-,54221,Group A,10/31/2022,3223 87105,FORTUNE COOKIE - Permanently closed,3223 isleta blvd sw,ALBUQUERQUE,87105,NM,Telemarketer,Telemarketer,(505)877-5212
-,-,-,54222,Group A,10/31/2022,5485092284,Kimi Grill,54850 29 palms hwy,Yucca Valley,92284,CA,Telemarketer,,(760)369-1122
-,-,-,54223,Group A,10/31/2022,1420 88001,GOLDEN STAR RESTAURANT,1420 el paseo rd,LAS CRUCES,88001,NM,Telemarketer,Telemarketer,(575)523-2828
-,-,-,54224,Group A,10/31/2022,500 e88030,GOLDEN STAR RESTAURANT,500 e cedar st,DEMING,88030,NM,Telemarketer,Telemarketer,(575)544-0689
-,-,-,54225,Group A,10/31/2022,1309692308,Kam's Chinese Restaurant,13096 osage rd,Apple Valley,92308,CA,Telemarketer,,(760)242-5093
-,-,-,54226,Group A,10/31/2022,2124 87104,LAM'S CHINESE RESTAURANT,2124 central ave sw,ALBUQUERQUE,87104,NM,Telemarketer,Telemarketer,(505)247-9712
-,-,-,54227,Group A,10/31/2022,2717092342,Sushi Plus,27170 lakeview dr,Helendale,92342,CA,Telemarketer,,(760)245-5511
-,-,-,54228,Group A,10/31/2022,5915 87402,LONG DRAGON,5915 e main st,FARMINGTON,87402,NM,Telemarketer,Telemarketer,(505)325-8218
-,-,-,54229,Group A,10/31/2022,1476792345,TNTS Cafe,14767 bear valley rd,Hesperia,92345,CA,Telemarketer,Telemarketer,(760)947-3663
-,-,-,54230,Group A,10/31/2022,1372887528,PANDA GARDEN,13728 us-64,DULCE,87528,NM,Telemarketer,Telemarketer,(575)759-0099
-,-,-,54231,Group A,10/31/2022,1100 87413,PANDA GARDEN CHINESE RESTAURANT,1100 w broadway ave,BLOOMFIELD,87413,NM,Telemarketer,Telemarketer,(505)632-9888
-,-,-,54232,Group A,10/31/2022,633 s88345,YEE'S,633 sudderth dr,RUIDOSO,88345,NM,Telemarketer,Telemarketer,(575)630-1120
-,-,-,54233,Group A,10/31/2022,800 e92374,Chilie's Restaurant,800 e lugonia ave ste d2,Redlands,92374,CA,Telemarketer,Telemarketer,(909)793-7887
-,-,-,54234,Group A,10/31/2022,150 w92376,China Doll Restaurant Inc,150 w base line rd ste c,Rialto,92376,CA,Telemarketer,,(909)874-2500
