Check Map,Check B#,Check M#,Snowball Map,Map,Group,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Rejected Reason,Rejected Time
-,-,-,57091,425 e high19464,Group A,10/31/2022,HING SAN CHINESE AND AMERICAN RESTAURANT,HING SAN CHINESE AND AMERICAN RESTAURANT,425 e high st,19464,PA,,(610) 970-5790
-,-,-,57092,518 e houg48661,Group A,10/31/2022,Kue's Cafe,Kue's Cafe - Permanently closed,518 e houghton ave,48661,MI,,(989) 343-9001
-,-,-,57093,7421 n alg48801,Group A,10/31/2022,Nay's Bamboo Kitchen,Nay's Bamboo Kitchen,7421 n alger rd,48801,MI,,(989) 463-5479
-,-,-,57094,5224 milfo18301,Group A,10/31/2022,HONG KONG 1 CHINESE RESTAURANT,HONG KONG 1 CHINESE RESTAURANT,5224 milford rd ste 162,18301,PA,(646) 301-7992,(570) 588-0340,,"2/13/2024, 4:55 PM"
-,-,-,57095,200 w main49735,Group A,10/31/2022,Ah-Loy Bamboo,Ah-Loy Bamboo,200 w main st,49735,MI,,(989) 732-4160
-,-,-,57096,345 scarle19348,Group A,10/31/2022,HONG KONG BUFFET,HONG KONG BUFFET,345 scarlet rd # 28,19348,PA,,(610) 925-3788,No Interest to talk to sales,"4/16/2024, 11:40 AM"
-,-,-,57097,3200 w sou49684,Group A,10/31/2022,Permanently closed,China Wok,3200 w south airport rd #616,49684,MI,,(231) 929-0883
-,-,-,57098,4018 w sag48917,Group A,10/31/2022,Temporarily closed,INGcredible!,4018 w saginaw hwy,48917,MI,,(517) 886-1386
-,-,-,57099,400 s wash48933,Group A,10/31/2022,Peter,Thai Village,400 s washington square,48933,MI,,(517) 371-1000,No Interest to talk to sales,"4/3/2024, 5:25 PM"
-,-,-,57100,6749 germa19119,Group A,10/31/2022,HONG KONG RESTAURANT,HONG KONG RESTAURANT,6749 germantown ave,19119,PA,,(215) 843-8864,No Interest to talk to sales,"2/22/2024, 1:40 PM"
-,-,-,57101,639 romenc49024,Group A,10/31/2022,Wild Ginger,Wild Ginger,639 romence rd,49024,MI,,(269) 459-8502
-,-,-,57102,w market s17954,Group A,10/31/2022,HONG KONG RESTAURANT,HONG KONG RESTAURANT,w market st,17954,PA,,(570) 544-6135
-,-,-,57103,400 oaks c49080,Group A,10/31/2022,Empire Wok,Empire Wok,400 oaks crossing,49080,MI,,(269) 685-2838
-,-,-,57104,51 kings p19547,Group A,10/31/2022,HONG KONG RESTAURANT,HONG KONG RESTAURANT,51 kings plz,19547,PA,,(610) 987-0566,No Interest to talk to sales,"3/12/2024, 1:00 PM"
-,-,-,57105,934 n w av49202,Group A,10/31/2022,Hibachi Grill Sushi and Buffet,Hibachi Grill Sushi and Buffet,934 n w ave,49202,MI,,(517) 768-2222
-,-,-,57106,44 clarion16214,Group A,10/31/2022,HUNAN KING,HUNAN KING,44 clarion plaza,16214,PA,,(814) 226-8880,No Interest to talk to sales,"4/17/2024, 11:52 AM"
-,-,-,57107,562 n beac49417,Group A,10/31/2022,Mama's Thai Cafe,Mama's Thai Cafe,562 n beacon blvd,49417,MI,,(616) 607-7368
-,-,-,57108,674 baldwi49428,Group A,10/31/2022,Bangkok Taste,Bangkok Taste,674 baldwin st,49428,MI,,(616) 667-8901
-,-,-,57109,820 michig49503,Group A,10/31/2022,Mai's Thai,Mai's Thai,820 michigan st ne,49503,MI,,(616) 451-3441
-,-,-,57110,1133 w sou49686,Group A,10/31/2022,Thai Kitchen,Thai Kitchen,1133 w south airport rd,49686,MI,,(231) 642-5404
-,-,-,57111,3344 inter49783,Group A,10/31/2022,Indo-China Garden,Indo-China Garden,3344 interstate 75 business spur,49783,MI,,(906) 635-6144,No Interest to talk to sales,"4/16/2024, 3:08 PM"
-,-,-,57112,462 10th a49858,Group A,10/31/2022,Thai Cuisine,Thai Cuisine,462 10th ave,49858,MI,,(906) 863-6188
-,-,-,57113,6142 lansd19151,Group A,10/31/2022,IMPERIAL DRAGON RESTAURANT,IMPERIAL DRAGON RESTAURANT - Permanently closed,6142 lansdowne ave,19151,PA,,(215) 477-8622,Contact info incorrect
-,-,-,57114,3870 bay r48603,Group A,10/31/2022,GENJI JAPANESE STEAK HOUSE INC,GENJI JAPANESE STEAK HOUSE INC,3870 bay rd,48603,MI,,(989) 497-9900
-,-,-,57115,1031 n 3rd49855,Group A,10/31/2022,THAI HOUSE,THAI HOUSE,1031 n 3rd st,49855,MI,,(906) 225-5945
-,-,-,57116,1075 w leh19133,Group A,10/31/2022,IMPERIAL PALACE,IMPERIAL PALACE,1075 w lehigh ave,19133,PA,,(215) 426-5015
-,-,-,57117,525 ann ar48170,Group A,10/31/2022,THAI THANI,THAI THANI,525 ann arbor rd w,48170,MI,,(734) 667-1316
-,-,-,57118,950 wealth49506,Group A,10/31/2022,ERB THAI,ERB THAI- Permanently Closed,950 wealthy st se ste 1a,49506,MI,,(616) 356-2573,Contact info incorrect
-,-,-,57119,4240 cass 48201,Group A,10/31/2022,GO SY THAI INC,GO SY THAI INC,4240 cass ave,48201,MI,,(313) 638-1467
-,-,-,57120,613 e will48104,Group A,10/31/2022,TIANCHU RESTAURANT,TIANCHU RESTAURANT,613 e william st,48104,MI,,(734) 769-1368,No Interest to talk to sales,"3/12/2024, 1:00 PM"
-,-,-,57121,3912 plain49525,Group A,10/31/2022,FAST WOK,FAST WOK-Permanently Closed,3912 plainfield ave ne,49525,MI,,(616) 361-6134,Contact info incorrect
-,-,-,57122,3999 cente48341,Group A,10/31/2022,LEMONGRASS THAI RESTAURANT,LEMONGRASS THAI RESTAURANT,3999 centerpoint pkwy,48341,MI,,(248) 335-7435,Not a decision maker,"4/4/2024, 2:04 PM"
-,-,-,57123,us-618657,Group A,10/31/2022,KAM WEI KITCHEN,KAM WEI KITCHEN,us-6,18657,PA,,(570) 836-6477
-,-,-,57124,5535 farmi48322,Group A,10/31/2022,ALEGRA RESTAURANT LLC,ALEGRA RESTAURANT LLC,5535 farmington rd,48322,MI,,(248) 538-9681,Contact info incorrect,"3/12/2024, 1:22 PM"
-,-,-,57125,5318 malco19143,Group A,10/31/2022,KHI HUONG CHINESE RESTAURANT,KHI HUONG CHINESE RESTAURANT,5318 malcolm st,19143,PA,,(215) 474-2345,No Interest to talk to sales,"3/9/2024, 4:33 PM"
-,-,-,57126,36539 s gr48035,Group A,10/31/2022,LIL THAI EXPRESS INC,LIL THAI EXPRESS INC,36539 s gratiot ave,48035,MI,,(586) 790-4448
-,-,-,57127,3400 russe48207,Group A,10/31/2022,SALA THAI INC,SALA THAI INC- Permanently Closed,3400 russell st ste 105,48207,MI,,(313) 831-1302,Contact info incorrect
-,-,-,57128,100 renais48243,Group A,10/31/2022,RICE BOWL MILLENDER CENTER INC,RICE BOWL MILLENDER CENTER INC,100 renaissance ctr,48243,MI,,(313) 259-3200
-,-,-,57129,308 s high19382,Group A,10/31/2022,King's Garden,King's Garden,308 s high st,19382,PA,,(610) 918-9000,No Interest to talk to sales,"12/3/2023, 2:43 PM"
-,-,-,57130,8480 26 mi48316,Group A,10/31/2022,WILLOW SUSHI,WILLOW SUSHI,8480 26 mile rd,48316,MI,,(586) 786-4855
-,-,-,57131,118 e 3rd 18015,Group A,10/31/2022,KUKI CHINESE RESTAURANT,KUKI CHINESE RESTAURANT - Permanently closed,118 e 3rd st,18015,PA,,(610) 691-1526,Contact info incorrect
-,-,-,57132,3901 chica49418,Group A,10/31/2022,GREAT WALL CHINESE RESTAURANT,GREAT WALL CHINESE RESTAURANT,3901 chicago dr sw,49418,MI,,(616) 530-3300
-,-,-,57133,43237 garf48038,Group A,10/31/2022,BANGKOK CUISINE EXPRESS INC,BANGKOK CUISINE EXPRESS INC,43237 garfield rd,48038,MI,,(586) 226-8000
-,-,-,57134,502 pa-3616673,Group A,10/31/2022,LI'S BROTHERS,LI'S BROTHERS,502 pa-36,16673,PA,,(814) 224-5989,No Interest to talk to sales,"3/13/2024, 3:21 PM"
-,-,-,57135,27130 dequ48092,Group A,10/31/2022,AAROYD THAI,AAROYD THAI,27130 dequindre rd,48092,MI,,(586) 751-3915,Contact info incorrect,"3/12/2024, 12:51 PM"
-,-,-,57136,1184 fores93950,Group A,10/31/2022,ORIENTAL GOURMET,ORIENTAL GOURMET,1184 forest ave unit g,93950,CA,,(831) 373-7427
-,-,-,57137,6634 frank19135,Group A,10/31/2022,LONG YUAN CHINESE RESTAURANT,LONG YUAN CHINESE RESTAURANT,6634 frankford ave,19135,PA,,18687021768
-,-,-,57138,389 lexing7011,Group A,10/31/2022,Jaimito's,Jaimito's,389 lexington ave,7011,NJ,,(973) 546-2549,No Interest to talk to sales,"4/2/2024, 12:12 PM"
-,-,-,57139,493 main s7024,Group A,10/31/2022,Shanghai Restaurant,Shanghai Restaurant,493 main st,7024,NJ,,(201) 482-8079
-,-,-,57140,11940 w ed92708,Group A,10/31/2022,PANDA BOWL,PANDA BOWL,11940 w edinger ave,92708,CA,,(714) 418-0299
-,-,-,57141,1213 wabas92374,Group A,10/31/2022,PANDA BOWL,PANDA BOWL,1213 wabash ave,92374,CA,,(909) 389-0082
-,-,-,57142,110 nj-337726,Group A,10/31/2022,Peking Pavilion,Peking Pavilion,110 nj-33,7726,NJ,,(732) 308-9700
-,-,-,57143,100 e moor7840,Group A,10/31/2022,Pandan Room,Pandan Room,100 e moore st,7840,NJ,,(908) 850-5999,No Interest to talk to sales,"10/3/2023, 3:45 PM"
-,-,-,57144,4455 clair92117,Group A,10/31/2022,PANDA COUNTRY RESTAURANT,PANDA COUNTRY RESTAURANT,4455 clairemont mesa blvd,92117,CA,,(858) 270-3930
-,-,-,57145,575 s rive92376,Group A,10/31/2022,PANDA GARDEN,PANDA GARDEN,575 s riverside ave,92376,CA,,(909) 341-5683
-,-,-,57146,5937 state90255,Group A,10/31/2022,PANDA GARDEN,PANDA GARDEN,5937 state st,90255,CA,,(323) 587-1775,Not a decision maker,"3/20/2024, 5:30 PM"
-,-,-,57147,1211 s sot90023,Group A,10/31/2022,PANDA GARDEN CHINESE FOOD,PANDA GARDEN CHINESE FOOD,1211 s soto st,90023,CA,,(323) 943-9494
-,-,-,57148,639 palisa7010,Group A,10/31/2022,SZECHUN EXPRESS,SZECHUN EXPRESS,639 palisade ave,7010,NJ,,(201) 941-5947
-,-,-,57149,9330 jamac91977,Group A,10/31/2022,PANDA HOUSE,PANDA HOUSE,9330 jamacha blvd,91977,CA,,(619) 460-3348
-,-,-,57150,1026 river7020,Group A,10/31/2022,CHINA KING,CHINA KING - Permanently closed,1026 river rd,7020,NJ,,(201) 886-8088
-,-,-,57151,409 frank 7029,Group A,10/31/2022,CHINA KING RESTAURANT,CHINA KING RESTAURANT,409 frank e rodgers blvd n,7029,NJ,,(973) 484-4833
-,-,-,57152,4510 las p94551,Group A,10/31/2022,PEKING RESTAURANT,PEKING RESTAURANT,4510 las positas rd,94551,CA,,(925) 449-6689
-,-,-,57153,9672 elk g95624,Group A,10/31/2022,RED CHOPSTIX,RED CHOPSTIX,9672 elk grove florin rd,95624,CA,,(916) 686-2255
-,-,-,57154,7011 berge7047,Group A,10/31/2022,GOODY,GOODY,7011 bergenline ave,7047,NJ,,(201) 868-2222
-,-,-,57155,7012 berge7047,Group A,10/31/2022,CHINA WOK,CHINA WOK,7012 bergenline ave,7047,NJ,,(201) 869-0164
-,-,-,57156,745 main a7055,Group A,10/31/2022,NEW HOP SHING KITCHEN,NEW HOP SHING KITCHEN,745 main ave a,7055,NJ,,(973) 779-6366,No Interest to talk to sales,"2/15/2024, 11:55 AM"
-,-,-,57157,50 mt beth7059,Group A,10/31/2022,Permanently closed,ASHIA ORIENTAL,50 mt bethel rd,7059,NJ,,(908) 755-1115
-,-,-,57158,430 lewand7071,Group A,10/31/2022,GOLDEN STAR,GOLDEN STAR,430 lewandowski st,7071,NJ,,(201) 635-1368
-,-,-,57159,350 canyon95713,Group A,10/31/2022,SHANG GARDEN | CHINESE RESTAURANT,SHANG GARDEN | CHINESE RESTAURANT,350 canyon way,95713,CA,,(530) 346-8669
-,-,-,57160,520 bogue 95991,Group A,10/31/2022,SHANGHAI GARDEN CHINESE RESTAURANT,SHANGHAI GARDEN CHINESE RESTAURANT,520 bogue rd ste e-3,95991,CA,,(530) 671-7888,Cannot contact lead,"3/8/2024, 1:47 PM"
-,-,-,57161,901 mounta7081,Group A,10/31/2022,CHEN'S 22,CHEN'S 22,901 mountain ave #9,7081,NJ,,(973) 258-1922,No Interest to talk to sales,"12/8/2023, 3:42 PM"
-,-,-,57162,8847 green95662,Group A,10/31/2022,SICHUAN SPICE HOUSE,SICHUAN SPICE HOUSE,8847 greenback ln,95662,CA,,(916) 989-6688
-,-,-,57163,484 e los 93021,Group A,10/31/2022,SZECHUWAN GARDEN,SZECHUWAN GARDEN,484 e los angeles ave # 124,93021,CA,,(805) 517-1930
-,-,-,57164,1117 s ora7106,Group A,10/31/2022,CHINA HOUSE,CHINA HOUSE,1117 s orange ave,7106,NJ,,(973) 399-3375
-,-,-,57165,6484 mirab95436,Group A,10/31/2022,TAHOE CHINESE RESTAURANT,TAHOE CHINESE RESTAURANT,6484 mirabel rd,95436,CA,,(707) 887-9772
-,-,-,57166,1031 capit95121,Group A,10/31/2022,TAI PAN RESTAURANT,TAI PAN RESTAURANT,1031 capitol expy,95121,CA,,(408) 225-8833
-,-,-,57167,5867 lone 94531,Group A,10/31/2022,TAO SAN JIN,TAO SAN JIN,5867 lone tree way,94531,CA,,(925) 777-1883
-,-,-,57168,40034 ca-493644,Group A,10/31/2022,TASTE OF CHINA,TASTE OF CHINA,40034 ca-49,93644,CA,,(559) 658-7618,No Interest to talk to sales,"4/1/2024, 6:54 PM"
-,-,-,57169,722 5th st95963,Group A,10/31/2022,UNCLE CHONGS CHINESE RESTAURANT,UNCLE CHONGS CHINESE RESTAURANT,722 5th st,95963,CA,,(530) 865-5521
-,-,-,57170,5528 lansd19131,Group A,10/31/2022,LUCKY GARDEN,LUCKY GARDEN,5528 lansdowne ave,19131,PA,,(215) 878-9925
-,-,-,57171,4215 germa19140,Group A,10/31/2022,LUCKY GARDEN,LUCKY GARDEN,4215 germantown ave,19140,PA,,(215) 455-8628,No Interest to talk to sales,"3/26/2024, 3:44 PM"
-,-,-,57172,101 w butt19601,Group A,10/31/2022,MAGIC WOK,MAGIC WOK,101 w buttonwood st,19601,PA,,(610) 478-7303
-,-,-,57173,923 hannah16651,Group A,10/31/2022,MAIN HOUSE,MAIN HOUSE,923 hannah st,16651,PA,,(814) 378-7118,No Interest to talk to sales,"12/29/2023, 3:44 PM"
-,-,-,57174,1256 s vin15320,Group A,10/31/2022,MAIN MOON CHINESE RESTAURANT,MAIN MOON CHINESE RESTAURANT,1256 s vine st,15320,PA,,(724) 966-2060
-,-,-,57175,420 w tiog18657,Group A,10/31/2022,MANCHU BUFFET,MANCHU BUFFET,420 w tioga st,18657,PA,,(570) 836-3272,No Interest to talk to sales,"4/5/2024, 3:04 PM"
-,-,-,57176,832 n beth19477,Group A,10/31/2022,MANDARIN INN,MANDARIN INN,832 n bethlehem pike,19477,PA,,(215) 643-0404
-,-,-,57177,6000 maste19151,Group A,10/31/2022,MASTER WOK,MASTER WOK,6000 master st,19151,PA,,(215) 878-8895,Contact info incorrect,"3/12/2024, 1:22 PM"
-,-,-,57178,3214 kensi19134,Group A,10/31/2022,MIN HOUSE,MIN HOUSE,3214 kensington ave,19134,PA,,(215) 739-0668
-,-,-,57179,7961 casto19152,Group A,10/31/2022,NEW CHINA,NEW CHINA,7961 castor ave,19152,PA,,(215) 725-9683
-,-,-,57180,7700 critt19118,Group A,10/31/2022,NEW CHINA COURT,NEW CHINA COURT,7700 crittenden st #4,19118,PA,,(215) 247-1708,No Interest to talk to sales,"3/12/2024, 12:59 PM"
-,-,-,57181,3877 union17109,Group A,10/31/2022,NEW CHINA EXPRESS,NEW CHINA EXPRESS,3877 union deposit rd,17109,PA,,(717) 558-8005
-,-,-,57182,4313 walnu15132,Group A,10/31/2022,NEW CHINA JADE,NEW CHINA JADE,4313 walnut st # 40,15132,PA,,(412) 751-8213
-,-,-,57183,3521 n 17t19140,Group A,10/31/2022,NEW CHINA KITCHEN,NEW CHINA KITCHEN,3521 n 17th st,19140,PA,,(215) 223-6367,No Interest to talk to sales,"4/4/2024, 4:01 PM"
-,-,-,57184,720 north 18512,Group A,10/31/2022,NEW CHINA STAR,NEW CHINA STAR,720 north blakely street,18512,PA,,(570) 961-8800,No Interest to talk to sales,"2/21/2024, 4:04 PM"
-,-,-,57185,6518 us-2215626,Group A,10/31/2022,Asian Dragon,Asian Dragon,6518 us-22,15626,PA,,(724) 468-8888,No Interest to talk to sales,"3/12/2024, 12:59 PM"
-,-,-,57186,4814 spruc19139,Group A,10/31/2022,NEW HARVEST,NEW HARVEST,4814 spruce st,19139,PA,,(215) 472-4737
-,-,-,57187,502 main s16226,Group A,10/31/2022,NEW HOUSE OF HUNAN CHINESE RESTAURANT,NEW HOUSE OF HUNAN CHINESE RESTAURANT,502 main st,16226,PA,,(724) 763-3312,No Interest to talk to sales,"3/27/2024, 3:09 PM"
-,-,-,57188,334 penn s19602,Group A,10/31/2022,NEW HUNAN,NEW HUNAN - Permanently closed,334 penn st,19602,PA,,(610) 376-8088
-,-,-,57189,temple uni19133,Group A,10/31/2022,NEW NO. 1 KITCHEN CHINESE FOOD TO TAKE OUT,NEW NO. 1 KITCHEN CHINESE FOOD TO TAKE OUT,temple university palethorp st,19133,PA,,(215) 203-0758
-,-,-,57190,palethorp 19104,Group A,10/31/2022,NEW NUMBER ONE,NEW NUMBER ONE,palethorp st,19104,PA,,(215) 387-3000
-,-,-,57191,8340 bustl19152,Group A,10/31/2022,NEW PANDA,NEW PANDA,8340 bustleton ave,19152,PA,,(215) 722-5222
-,-,-,57192,11000 roos19116,Group A,10/31/2022,NO. 1 CHINA,NO. 1 CHINA,11000 roosevelt blvd #157,19116,PA,,(215) 676-2480
-,-,-,57193,140 w st j18042,Group A,10/31/2022,Mr.张,NUMBER ONE,140 w st joseph st,18042,PA,(646) 288-8918,(610) 253-6151,,"11/27/2023, 1:58 PM"
-,-,-,57194,109 e gran48823,Group A,10/31/2022,CHARLIE KANGS RESTAURANT,CHARLIE KANGS RESTAURANT,109 e grand river ave,48823,MI,,(517) 332-4696
-,-,-,57195,627 28th s49509,Group A,10/31/2022,GOLDEN 28 CHINESE VIETNAMESE,GOLDEN 28 CHINESE VIETNAMESE,627 28th st sw,49509,MI,,(616) 531-2800
-,-,-,57196,6603 n can48187,Group A,10/31/2022,MHAI THAI LLC,MHAI THAI LLC,6603 n canton center rd,48187,MI,,(734) 404-5083
-,-,-,57197,4319 linco19335,Group A,10/31/2022,OCEAN PALACE,OCEAN PALACE,4319 lincoln ave,19335,PA,,(610) 873-2889
-,-,-,57198,7089 s wes49002,Group A,10/31/2022,A THIE CAFE,A THIE CAFE,7089 s westnedge ave,49002,MI,,(269) 323-3099,No Interest to talk to sales,"12/28/2023, 2:59 PM"
-,-,-,57199,5063 liver48098,Group A,10/31/2022,Permanently closed,THAI TASTE RESTAURANT,5063 livernois rd,48098,MI,,(248) 813-0900
-,-,-,57200,5651 n 5th19120,Group A,10/31/2022,PANDA GARDEN,PANDA GARDEN,5651 n 5th st,19120,PA,,(215) 549-6688,Cannot contact lead,"3/12/2024, 12:51 PM"
-,-,-,57201,34869 moun48310,Group A,10/31/2022,THAI KING,THAI KING,34869 mound rd,48310,MI,,(586) 795-0077
-,-,-,57202,842 durham18940,Group A,10/31/2022,PANDA GARDEN,PANDA GARDEN,842 durham rd ste 21,18940,PA,,(215) 598-0888,No Interest to talk to sales,"1/23/2024, 3:22 PM"
-,-,-,57203,666 e alle19134,Group A,10/31/2022,PANDA HOUSE,PANDA HOUSE,666 e allegheny ave,19134,PA,,(215) 427-2270
-,-,-,57204,930 s stat49740,Group A,10/31/2022,CHANG CUISINE,CHANG CUISINE,930 s state st #8,49740,MI,,(231) 526-7107,No Interest to talk to sales,"12/28/2023, 2:01 PM"
-,-,-,57205,9194 w bel48809,Group A,10/31/2022,CHEE PENG,CHEE PENG,9194 w belding rd,48809,MI,,(616) 794-4340
-,-,-,57206,327 union 7109,Group A,10/31/2022,QUALITY CHEF,QUALITY CHEF,327 union ave,7109,NJ,,(973) 844-0763,No Interest to talk to sales,"4/22/2024, 12:25 PM"
-,-,-,57207,35475 grat48035,Group A,10/31/2022,CHINA KITCHEN,CHINA KITCHEN,35475 gratiot ave,48035,MI,,(586) 792-9600
-,-,-,57208,3770 dixie48601,Group A,10/31/2022,CHINA ONE,CHINA ONE,3770 dixie hwy,48601,MI,,(989) 746-9000
-,-,-,57209,701 south 48838,Group A,10/31/2022,CHINESE BUFFET,CHINESE BUFFET,701 south greenville west drive,48838,MI,,(616) 225-8221
-,-,-,57210,40816 ryan48310,Group A,10/31/2022,DONG SING CHINESE RESTAURANT,DONG SING CHINESE RESTAURANT- Permanently Closed,40816 ryan rd #05,48310,MI,,(586) 939-6323,Contact info incorrect
-,-,-,57211,1084 e ste49441,Group A,10/31/2022,EGG ROLL HOUSE,EGG ROLL HOUSE,1084 e sternberg rd,49441,MI,,(231) 798-9888
-,-,-,57212,728 s carp49802,Group A,10/31/2022,HONG KONG BUFFET,HONG KONG BUFFET,728 s carpenter ave,49802,MI,,(906) 774-9988,No Interest to talk to sales,"2/12/2024, 12:40 PM"
-,-,-,57213,500a ocean7305,Group A,10/31/2022,NO 1 GREAT WALL,NO 1 GREAT WALL,500a ocean ave,7305,NJ,,(201) 332-3112
-,-,-,57214,26661 cool48237,Group A,10/31/2022,A TASTE OF THE ORIENT INC,A TASTE OF THE ORIENT INC - Permanently closed,26661 coolidge hwy,48237,MI,,(248) 546-6800,Contact info incorrect,"12/28/2023, 2:34 PM"
-,-,-,57215,1014 b map7452,Group A,10/31/2022,KING II WOK,KING II WOK,1014 b maple ave,7452,NJ,,(201) 612-8586
-,-,-,57216,1146 w sou49686,Group A,10/31/2022,ASIAN BUFFET,ASIAN BUFFET,1146 w south airport rd,49686,MI,,(231) 486-6211
-,-,-,57217,3520 okemo48864,Group A,10/31/2022,ASIAN EXPRESS RESTAURANT,ASIAN EXPRESS RESTAURANT,3520 okemos rd #10,48864,MI,,(517) 349-8865,Contact info incorrect,"3/12/2024, 1:22 PM"
-,-,-,57218,1136 seven48203,Group A,10/31/2022,BEIJING I,BEIJING I,1136 seven mile e,48203,MI,,(313) 368-8531
-,-,-,57219,5840 sheld48187,Group A,10/31/2022,CANTON CHINA RESTAURANT,CANTON CHINA RESTAURANT,5840 sheldon rd,48187,MI,,(734) 459-7227,Not a decision maker,"3/12/2024, 1:08 PM"
-,-,-,57220,465 e pass7601,Group A,10/31/2022,ORIENTAL RESTAURANT,ORIENTAL RESTAURANT,465 e passaic st,7601,NJ,,(201) 487-4455
-,-,-,57221,3513 w hou48629,Group A,10/31/2022,CHINA BUFFET,CHINA BUFFET,3513 w houghton lake dr,48629,MI,,(989) 366-1888
-,-,-,57222,815 west p7712,Group A,10/31/2022,GOLDEN SUN,GOLDEN SUN,815 west park avenue,7712,NJ,,(732) 493-6398
-,-,-,57223,4205 lake 49106,Group A,10/31/2022,CHINA CAFE,CHINA CAFE,4205 lake st,49106,MI,,(269) 465-7799,Not a decision maker,"4/21/2024, 3:31 PM"
-,-,-,57224,37 nj-35 #7724,Group A,10/31/2022,CHINA CHEF,CHINA CHEF,37 nj-35 # 9,7724,NJ,,(732) 578-1841
-,-,-,57225,58 thoreau7728,Group A,10/31/2022,BAMBOO KITCHEN,BAMBOO KITCHEN,58 thoreau dr,7728,NJ,,(732) 863-6688,Cannot contact lead,"3/12/2024, 12:51 PM"
-,-,-,57226,1100 s mon48161,Group A,10/31/2022,CHINA EXPRESS,CHINA EXPRESS,1100 s monroe st,48161,MI,,(734) 243-8698
-,-,-,57227,623 newman7738,Group A,10/31/2022,Asian Bistro,Asian Bistro,623 newman springs rd,7738,NJ,,(732) 933-1688
-,-,-,57228,11930 whit48189,Group A,10/31/2022,CHINA GARDEN,CHINA GARDEN,11930 whitmore lake rd,48189,MI,,(734) 449-9848
-,-,-,57229,114 s fron49047,Group A,10/31/2022,CHINA GARDEN RESTAURANT,CHINA GARDEN RESTAURANT,114 s front st,49047,MI,,(269) 782-3839,No Interest to talk to sales,"12/13/2023, 1:01 PM"
-,-,-,57230,901 nordic48383,Group A,10/31/2022,CHINA HOUSE,CHINA HOUSE,901 nordic dr #102,48383,MI,,(248) 889-2880
-,-,-,57231,830 carp r49849,Group A,10/31/2022,CHINA KING,CHINA KING,830 carp river dr,49849,MI,,(906) 486-8886,No Interest to talk to sales,"1/5/2024, 2:39 PM"
