State Group,datediff_rejected_date,datediff_created_date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Rejected Time,Created By,Unqualified Reason,Lead Stage
Group A,,584,2022-10-31T04:00:00Z,THAI ME UP LLC,THAI ME UP LLC,75 E PEARL AVE,83001,WY,,(307) 733-0005,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Asian Cuisine,Asian Cuisine,22 E 12th St,95901,CA,,(530) 741-9041,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Teriyaki House,Teriyaki House,236 W East Ave,95926,CA,,(530) 894-6127,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,PANDA HOUSE CHINESE RESTAURANT,PANDA HOUSE CHINESE RESTAURANT,913 4TH AVE,56187,MN,,(507) 372-5155,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SAPPORO IV LLC,SAPPORO IV LLC,1062 E BRUNDAGE LN,82801,WY,,(307) 655-8711,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Gen Kai Japanese Cuisine & Sushi Bar,Gen Kai Japanese Cuisine & Sushi Bar,605 Mangrove Ave Ste 180,95926,CA,,(530) 345-7226,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,PEKING CAFE,PEKING CAFE,1521 5TH AVE S,55075,MN,,(651) 455-1291,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ANONGS THAI CUISINE,ANONGS THAI CUISINE,101 E IVINSON AVE,82070,WY,,(307) 745-6262,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Terriyaki House,Terriyaki House,2454 Notre Dame Blvd Ste 130,95928,CA,,(530) 343-3744,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ROSE GARDEN CHINESE RESTAURANT,ROSE GARDEN CHINESE RESTAURANT,10565 UNIVERSITY AVE NE,55434,MN,,(763) 755-6000,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,LIME LEAF RESTAURANT,LIME LEAF RESTAURANT,845 E 2ND ST,82601,WY,,(307) 315-6888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi In The Raw,Sushi In The Raw,315 Spring St Ste B,95959,CA,,(530) 478-9503,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,225,584,2022-10-31T04:00:00Z,SILVER DRAGON,SILVER DRAGON,100 MAIN AVE N,56751,MN,(218) 242-5127,(218) 463-3848,Marketing Nurture Queue,,SDR Complete,,2023-10-25T01:52:00Z,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,DFASUMO,DFASUMO,320 W 1ST ST,82601,WY,,(307) 237-7874,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Gourmet Kitchen Chinese Restaurant,Gourmet Kitchen Chinese Restaurant,2359 Myers St,95966,CA,,(530) 533-2609,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SOUTH CHINA ISLAND INN,SOUTH CHINA ISLAND INN,1420 RICE ST,55117,MN,,(651) 488-7849,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,ANONGS THAI-CHEYENNE,ANONGS THAI-CHEYENNE,620 CENTRAL AVE,82007,WY,,(307) 638-8597,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Rice Bowl,Rice Bowl,2804 Esplanade,95973,CA,,(530) 899-9098,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,STAR WOK,STAR WOK,1428 MAINSTREET,55343,MN,,(952) 931-0603,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SAPPORO JAPANESE RESTAURANT,SAPPORO JAPANESE RESTAURANT,1000 E BOXELDER RD,82718,WY,,(307) 363-4795,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,STIR FRY EXPRESS,STIR FRY EXPRESS,1600 MILLER TRUNK HWY,55811,MN,,(218) 722-0504,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Teriyaki House,Teriyaki House,1540 Butte House Road,95993,CA,,(530) 671-3595,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SUPER DRAGON CHINESE RESTAURANT,SUPER DRAGON CHINESE RESTAURANT,14121 STATE HWY 13,55378,MN,,(952) 226-1188,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NEW MOON CAFE,NEW MOON CAFE -  Permanently closed,832 CY AVE,82601,WY,,(307) 234-2915,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Golden Lantern,Golden Lantern,2990 Churn Creek Rd Ste A,96002,CA,,(530) 222-1166,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SUPER WOK,SUPER WOK,9030 CAHILL AVE,55076,MN,,(651) 457-8877,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Peter Chus Skyroom,Peter Chus Skyroom,6751 Woodrum Cir Ste 210,96002,CA,,(530) 222-1364,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SUPER WORLD BUFFET,SUPER WORLD BUFFET,15050 CEDAR AVE #111,55124,MN,,(952) 997-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA GOURMET,CHINA GOURMET,44 W PINE ST,82941,WY,,(307) 367-4788,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Kampai Sushi,Kampai Sushi,351 Northpoint Dr Ste B,96003,CA,,(530) 246-0994,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SZECHUAN SPICE,SZECHUAN SPICE,3016 LYNDALE AVE S,55408,MN,,(612) 353-4281,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA TOWN,CHINA TOWN,937 SHERIDAN AVE,82414,WY,,(307) 586-9798,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINATOWN RESTAURANT,CHINATOWN RESTAURANT,850 W BROADWAY,83001,WY,,(307) 733-8856,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,YANG'S CHINESE RESTAURANT,YANG'S CHINESE RESTAURANT,1568 WOODLANE DR,55125,MN,,(651) 731-3212,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Red Dragon,Red Dragon,625 Main St,96093,CA,,(530) 623-3000,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,YIN YANG CHINESE RESTAURANT,YIN YANG CHINESE RESTAURANT,2625 WHITE BEAR AVE N,55109,MN,,(651) 777-1893,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CODY HONG KONG CHINESE RESTAURANT,CODY HONG KONG CHINESE RESTAURANT,1201 17TH ST,82414,WY,,(307) 527-6420,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Samurai Restaurant,Samurai Restaurant,2588 Lake Tahoe Blvd,96150,CA,,(530) 542-0300,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,YU FONG,YU FONG,6330 VINEWOOD LN N,55311,MN,,(763) 559-7334,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,FOUR SEASONS CHINESE RESTAURANT,FOUR SEASONS CHINESE RESTAURANT,1020 E RICHARDS ST,82633,WY,,(307) 358-5091,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,3246 US-10,56560,MN,,(218) 233-6868,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,FULL HOUSE CHINESE RESTAURANT,FULL HOUSE CHINESE RESTAURANT,3550 W YELLOWSTONE HWY,82604,WY,,(307) 265-0550,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Naked Fish Sushi Restaurant,Naked Fish Sushi Restaurant,3940 Lake Tahoe Blvd Ste 3,96150,CA,,(530) 541-3474,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,SNAP DRAGON ASIAN BUFFET,SNAP DRAGON ASIAN BUFFET,625 30TH AVE S,56560,MN,,(218) 287-8412,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Wongs Garden,Wongs Garden,11430 Deerfield Dr Ste B1,96161,CA,,(530) 587-1831,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GRAND SZECHUAN RESTAURANT,GRAND SZECHUAN RESTAURANT,10602 FRANCE AVE S,55431,MN,,(952) 888-6507,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,JS CHINESE RESTAURANT,JS CHINESE RESTAURANT,116 W 2ND ST,82601,WY,,(307) 577-0618,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,黄,Hibachi Express,1080 State Route 96,31088,GA,(917) 808-5339,(478) 988-0888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GREAT DRAGON CHINESE RESTAURANT,GREAT DRAGON CHINESE RESTAURANT,887 ARCADE ST,55106,MN,,(651) 774-3853,Marketing Nurture Queue,Zi Heng Lim,SDR Working,,,Apps Associates,,Check Back in 1 to 3 months
Group A,,584,2022-10-31T04:00:00Z,Double Dragon,Double Dragon,113 E Union St,31092,GA,(229) 712-8629,(229) 268-2389,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GREAT HUNAN CHINESE RESTAURANT,GREAT HUNAN CHINESE RESTAURANT,2919 MN-29 #130,56308,MN,,(320) 763-6288,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NEW MANDARIN RESTAURANT,NEW MANDARIN RESTAURANT,1254 N 3RD ST,82072,WY,,(307) 742-8822,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GREAT MANDARIN RESTAURANT,GREAT MANDARIN RESTAURANT,8251 FLYING CLOUD DR #1206,55344,MN,,(952) 941-9828,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Ninja Japanese Steakhouse & Sushi,Ninja Japanese Steakhouse & Sushi,575 Mulberry Street Ln,31201,GA,,(478) 238-6331,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GREAT WALL CHINESE RESTAURANT,GREAT WALL CHINESE RESTAURANT,4515 FRANCE AVE S,55410,MN,,(952) 927-4439,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Bejo Sushi,Bejo Sushi,112 W 17th St,82001,WY,,(307) 638-8820,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Mikata Japanese Steakhouse & Sushi Bar,Mikata Japanese Steakhouse & Sushi Bar,2972 Riverside Dr,31204,GA,,(478) 471-7573,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GUANGZHOU RESTAURANT,GUANGZHOU RESTAURANT,8478 CENTRAL AVE NE,55432,MN,,(763) 780-9524,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China King Buffet,China King Buffet,900 Camel Dr Ste J,82716,WY,,(307) 685-2222,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Shogun Japanese Restaurant,Shogun Japanese Restaurant,900 Northwoods Plaza,31204,GA,,(478) 743-3100,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,KOWLOON RESTAURANT,KOWLOON RESTAURANT,935 WASHINGTON AVE SE,55414,MN,,(612) 623-3888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sapporo,Sapporo,2461 Foothill Blvd,82901,WY,,(307) 382-0680,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakura Japanese Restaurant,Sakura Japanese Restaurant,846 Shurling Dr,31211,GA,,(478) 746-9774,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,KWAN'S CHINESE CUISINE ON PENN,KWAN'S CHINESE CUISINE ON PENN,5412 PENN AVE S,55419,MN,,(612) 922-3432,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,New Super Buffet,New Super Buffet,1024 US Highway 80 W Ste 112,31322,GA,,(912) 450-9888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,NEW ASIAN JU YUAN,NEW ASIAN JU YUAN,693 WINNETKA AVE N,55427,MN,,(763) 595-8888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Seasons Of Japan,Seasons Of Japan,455 Pooler Pkwy,31322,GA,,(912) 748-9383,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,XIN WONG,XIN WONG,4749 NICOLLET AVE,55419,MN,,(612) 822-4888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sushi Time Towa,Sushi Time Towa,54 W Montgomery Xrd Frnt,31406,GA,,(912) 920-3288,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GOLDEN CHINA RESTAURANT,GOLDEN CHINA RESTAURANT,3038 N SERVICE DR,55066,MN,,(651) 385-8020,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Lai Wah Chinese Take Out Restaurant,Lai Wah Chinese Take Out Restaurant,7010 Skidaway Rd Ste 5,31406,GA,,(912) 356-5888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GREAT HUNAN RESTAURANT,GREAT HUNAN RESTAURANT,111 W 3RD ST,55987,MN,,(507) 452-1556,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Seasons Of Japan Express,Seasons Of Japan Express,7400 Abercorn St Ste 521,31406,GA,,(912) 353-9281,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakura Japanese Restaurant Southside,Sakura Japanese Restaurant Southside,8465 Waters Ave,31406,GA,,(912) 351-9300,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Annie's Wok,Annie's Wok,9123 S Service Dr,55014,MN,,(763) 784-0118,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Chinatown Buffet Restaurant,Chinatown Buffet Restaurant,309 US Highway 80 W,31408,GA,,(912) 964-2266,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Tom Moy Cafe,Tom Moy Cafe,7420 80th St S Ste 101,55016,MN,,(651) 459-9119,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Kobe Sushi Hibachi,Kobe Sushi Hibachi,461 Johnny Mercer Blvd,31410,GA,,(912) 712-5277,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Ho King Chinese Restaurant,Ho King Chinese Restaurant,8711 E Point Douglas Rd S Ste 103,55016,MN,,(651) 458-1111,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakura Place Japanese Restaurant,Sakura Place Japanese Restaurant,1190 King George Blvd,31419,GA,,(912) 961-0071,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Southern China Cafe,Southern China Cafe,1416 Division St W,55021,MN,,(507) 332-7101,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Eric's Chinese Restaurant,Eric's Chinese Restaurant,1114 S Pierce St,31510,GA,,(912) 632-7563,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Joy Garden,Joy Garden,843 W Broadway Ave Ste B,55025,MN,,(651) 982-2811,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Yuan Buffett,Yuan Buffett,1102 Vermillion St,55033,MN,,(651) 437-2053,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Fortune Cookie,Fortune Cookie,1213 Vermillion St,55033,MN,,(651) 437-7037,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Seasons Of Japan,Seasons Of Japan,701 Glynn Isle,31525,GA,,(912) 264-5280,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Coby Japanese Steak House,Coby Japanese Steak House,967 S 1st St,31545,GA,,(912) 588-1818,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Osaka Japanese Steak House,Osaka Japanese Steak House,860 Kingsbay Rd,31558,GA,,(912) 729-8800,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,New Buffet,New Buffet,630 Water St S,55057,MN,,(507) 645-0808,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Asian Kitchen,Asian Kitchen,641 W Bridge St Ste 104B,55060,MN,,(507) 446-8800,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Guang Zhou Chinese Restaurant,Guang Zhou Chinese Restaurant,1214 N Westover Blvd,31707,GA,,(229) 435-8400,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,New China,New China,150 Main St S Ste 4,55063,MN,,(320) 629-6365,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,House Of China Restaurant,House Of China Restaurant,2526 Dawson Rd Ste A,31707,GA,,(229) 434-0990,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Wok,China Wok,15082 Claret Ave W,55068,MN,,(651) 322-2888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Fuji Sushi & Grill Bar,Fuji Sushi & Grill Bar,15092 Claret Ave W,55068,MN,,(651) 423-3377,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Shogun Japanese Steak House Sushi Bar & Tempura,Shogun Japanese Steak House Sushi Bar & Tempura,629 N Westover Blvd,31707,GA,,(229) 903-9325,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Osaka Sushi,Osaka Sushi,108 Main St N,55082,MN,,(651) 342-0285,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Super Buffet,China Super Buffet,246 Ocilla Hwy,31750,GA,,(229) 423-3118,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Sakura Restaurant & Sushi Bar,Sakura Restaurant & Sushi Bar,350 Saint Peter St,55102,MN,,(651) 224-0185,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Kims Kitchen Carry Out Eat In,Kims Kitchen Carry Out Eat In,1214 Randolph Ave,55105,MN,,(651) 698-8880,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Miso Sushi House,Miso Sushi House,705 3rd Ave Ste A,31833,GA,,(706) 645-7070,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,MR Sesame Chicken,MR Sesame Chicken,4687 Bald Eagle Ave,55110,MN,,(651) 762-3747,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Leeann Chin,Leeann Chin,4721 Highway 61 N,55110,MN,,(651) 653-8815,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Shangri La Chinese Gourmet,Shangri La Chinese Gourmet,4248 Buena Vista Rd Ste C,31907,GA,,(706) 568-7554,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,GL Japenese Express,GL Japenese Express,5555 Whittlesey Blvd,31909,GA,,(706) 322-8838,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Hibachi Express,Hibachi Express,6563 Gateway Rd,31909,GA,,(706) 562-0808,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,TOUCH DOWN WINGS,TOUCH DOWN WINGS,8030 SENOIA RD. #700,30213,GA,,(678) 846-5178,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Hiko Sushi,Hiko Sushi,1466 Yankee Doodle Rd,55121,MN,,(651) 452-6888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Max,China Max,3925 Eagan Outlets Pkwy,55122,MN,,(585) 576-3724,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,China Villa Restaurant,China Villa Restaurant,910 Main St,4092,ME,,(207) 854-8888,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
Group A,,584,2022-10-31T04:00:00Z,Kyoto Sushi,Kyoto Sushi,1250 Town Centre Dr,55123,MN,,(651) 994-8880,Marketing Nurture Queue,,SDR Complete,,,Apps Associates,,Dead
